3#__tn,3$__tt,5$__idx,1$__cid
tt__conceptual_modeling_and_specification_generation_for_b2b_business_processes_based_on_ebxml,cid__title,1.0,1
idx__666,tt__acm_sigmod_record,1,1.0
tt__acm_sigmod_record,cid__venue,1.0,1
idx__666,tn__2002,1,1
tn__2002,cid__year,1,1
idx__667,tt__zhan_cui,1,1.0
tt__zhan_cui,cid__author_1,1.0,1
idx__667,tt__dean_jones,1,1.0
tt__dean_jones,cid__author_2,1.0,1
idx__667,tt__paul_obrien,1,1.0
tt__paul_obrien,cid__author_3,1.0,1
idx__667,tt__semantic_b2b_integration_issues_in_ontologybased_approaches,1,1.0
tt__semantic_b2b_integration_issues_in_ontologybased_approaches,cid__title,1.0,1
idx__667,tt__acm_sigmod_record,1,1.0
tt__acm_sigmod_record,cid__venue,1.0,1
idx__667,tn__2002,1,1
tn__2002,cid__year,1,1
idx__668,tt__karl_aberer,1,1.0
tt__karl_aberer,cid__author_1,1.0,1
idx__668,tt__book_reviews,1,1.0
tt__book_reviews,cid__title,1.0,1
idx__668,tt__acm_sigmod_record,1,1.0
tt__acm_sigmod_record,cid__venue,1.0,1
idx__668,tn__2002,1,1
tn__2002,cid__year,1,1
idx__669,tt__karl_aberer,1,1.0
tt__karl_aberer,cid__author_1,1.0,1
idx__669,tt__book_review_column,1,1.0
tt__book_review_column,cid__title,1.0,1
idx__669,tt__acm_sigmod_record,1,1.0
tt__acm_sigmod_record,cid__venue,1.0,1
idx__669,tn__2002,1,1
tn__2002,cid__year,1,1
idx__670,tt__michael_o_ball,1,1.0
tt__michael_o_ball,cid__author_1,1.0,1
idx__670,tt__meng_ma,1,1.0
tt__meng_ma,cid__author_2,1.0,1
idx__670,tt__louiqa_raschid,1,1.0
tt__louiqa_raschid,cid__author_3,1.0,1
idx__670,tt__zhengying_zhao,1,1.0
tt__zhengying_zhao,cid__author_4,1.0,1
idx__670,tt__supply_chain_infrastructures_system_integration_and_information_sharing,1,1.0
tt__supply_chain_infrastructures_system_integration_and_information_sharing,cid__title,1.0,1
idx__670,tt__acm_sigmod_record,1,1.0
tt__acm_sigmod_record,cid__venue,1.0,1
idx__670,tn__2002,1,1
tn__2002,cid__year,1,1
idx__671,tt__christoph_bussler,1,1.0
tt__christoph_bussler,cid__author_1,1.0,1
idx__671,tt__the_role_of_b2b_engines_in_b2b_integration_architectures,1,1.0
tt__the_role_of_b2b_engines_in_b2b_integration_architectures,cid__title,1.0,1
idx__671,tt__acm_sigmod_record,1,1.0
tt__acm_sigmod_record,cid__venue,1.0,1
idx__671,tn__2002,1,1
tn__2002,cid__year,1,1
idx__672,tt__haixun_wang,1,1.0
tt__haixun_wang,cid__author_1,1.0,1
idx__672,tt__wei_wang,1,1.0
tt__wei_wang,cid__author_2,1.0,1
idx__672,tt__jiong_yang,1,1.0
tt__jiong_yang,cid__author_3,1.0,1
idx__672,tt__philip_s_yu,1,1.0
tt__philip_s_yu,cid__author_4,1.0,1
idx__672,tt__clustering_by_pattern_similarity_in_large_data_sets,1,1.0
tt__clustering_by_pattern_similarity_in_large_data_sets,cid__title,1.0,1
idx__672,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__672,tn__2002,1,1
tn__2002,cid__year,1,1
idx__673,tt__yangsae_moon,1,1.0
tt__yangsae_moon,cid__author_1,1.0,1
idx__673,tt__kyuyoung_whang,1,1.0
tt__kyuyoung_whang,cid__author_2,1.0,1
idx__673,tt__wookshin_han,1,1.0
tt__wookshin_han,cid__author_3,1.0,1
idx__673,tt__general_match_a_subsequence_matching_method_in_timeseries_databases_based_on_generalized_windows,1,1.0
tt__general_match_a_subsequence_matching_method_in_timeseries_databases_based_on_generalized_windows,cid__title,1.0,1
idx__673,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__673,tn__2002,1,1
tn__2002,cid__year,1,1
idx__674,tt__cecilia_m_procopiuc,1,1.0
tt__cecilia_m_procopiuc,cid__author_1,1.0,1
idx__674,tt__michael_jones,1,1.0
tt__michael_jones,cid__author_2,1.0,1
idx__674,tt__pankaj_k_agarwal,1,1.0
tt__pankaj_k_agarwal,cid__author_3,1.0,1
idx__674,tt__t_m_murali,1,1.0
tt__t_m_murali,cid__author_4,1.0,1
idx__674,tt__a_monte_carlo_algorithm_for_fast_projective_clustering,1,1.0
tt__a_monte_carlo_algorithm_for_fast_projective_clustering,cid__title,1.0,1
idx__674,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__674,tn__2002,1,1
tn__2002,cid__year,1,1
idx__675,tt__jiong_yang,1,1.0
tt__jiong_yang,cid__author_1,1.0,1
idx__675,tt__wei_wang,1,1.0
tt__wei_wang,cid__author_2,1.0,1
idx__675,tt__philip_s_yu,1,1.0
tt__philip_s_yu,cid__author_3,1.0,1
idx__675,tt__jiawei_han,1,1.0
tt__jiawei_han,cid__author_4,1.0,1
idx__675,tt__mining_long_sequential_patterns_in_a_noisy_environment,1,1.0
tt__mining_long_sequential_patterns_in_a_noisy_environment,cid__title,1.0,1
idx__675,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__675,tn__2002,1,1
tn__2002,cid__year,1,1
idx__676,tt__yongjin_choi,1,1.0
tt__yongjin_choi,cid__author_1,1.0,1
idx__676,tt__chinwan_chung,1,1.0
tt__chinwan_chung,cid__author_2,1.0,1
idx__676,tt__selectivity_estimation_for_spatiotemporal_queries_to_moving_objects,1,1.0
tt__selectivity_estimation_for_spatiotemporal_queries_to_moving_objects,cid__title,1.0,1
idx__676,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__676,tn__2002,1,1
tn__2002,cid__year,1,1
idx__677,tt__nitin_thaper,1,1.0
tt__nitin_thaper,cid__author_1,1.0,1
idx__677,tt__sudipto_guha,1,1.0
tt__sudipto_guha,cid__author_2,1.0,1
idx__677,tt__piotr_indyk,1,1.0
tt__piotr_indyk,cid__author_3,1.0,1
idx__677,tt__nick_koudas,1,1.0
tt__nick_koudas,cid__author_4,1.0,1
idx__677,tt__dynamic_multidimensional_histograms,1,1.0
tt__dynamic_multidimensional_histograms,cid__title,1.0,1
idx__677,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__677,tn__2002,1,1
tn__2002,cid__year,1,1
idx__678,tt__yannis_sismanis,1,1.0
tt__yannis_sismanis,cid__author_1,1.0,1
idx__678,tt__antonios_deligiannakis,1,1.0
tt__antonios_deligiannakis,cid__author_2,1.0,1
idx__678,tt__nick_roussopoulos,1,1.0
tt__nick_roussopoulos,cid__author_3,1.0,1
idx__678,tt__yannis_kotidis,1,1.0
tt__yannis_kotidis,cid__author_4,1.0,1
idx__678,tt__dwarf_shrinking_the_petacube,1,1.0
tt__dwarf_shrinking_the_petacube,cid__title,1.0,1
idx__678,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__678,tn__2002,1,1
tn__2002,cid__year,1,1
idx__679,tt__charu_c_aggarwal,1,1.0
tt__charu_c_aggarwal,cid__author_1,1.0,1
idx__679,tt__hierarchical_subspace_sampling_a_unified_framework_for_high_dimensional_data_reductio_selectivity_estimation_and_nearest_neighbor_search,1,1.0
tt__hierarchical_subspace_sampling_a_unified_framework_for_high_dimensional_data_reductio_selectivity_estimation_and_nearest_neighbor_search,cid__title,1.0,1
idx__679,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__679,tn__2002,1,1
tn__2002,cid__year,1,1
idx__680,tt__prakash_ramanan,1,1.0
tt__prakash_ramanan,cid__author_1,1.0,1
idx__680,tt__efficient_algorithms_for_minimizing_tree_pattern_queries,1,1.0
tt__efficient_algorithms_for_minimizing_tree_pattern_queries,cid__title,1.0,1
idx__680,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__680,tn__2002,1,1
tn__2002,cid__year,1,1
idx__681,tt__sudipto_guha,1,1.0
tt__sudipto_guha,cid__author_1,1.0,1
idx__681,tt__h_v_jagadish,1,1.0
tt__h_v_jagadish,cid__author_2,1.0,1
idx__681,tt__nick_koudas,1,1.0
tt__nick_koudas,cid__author_3,1.0,1
idx__681,tt__divesh_srivastava,1,1.0
tt__divesh_srivastava,cid__author_4,1.0,1
idx__681,tt__approximate_xml_joins,1,1.0
tt__approximate_xml_joins,cid__title,1.0,1
idx__681,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__681,tn__2002,1,1
tn__2002,cid__year,1,1
idx__682,tt__arjen_p_de_vries,1,1.0
tt__arjen_p_de_vries,cid__author_1,1.0,1
idx__682,tt__nikos_mamoulis,1,1.0
tt__nikos_mamoulis,cid__author_2,1.0,1
idx__682,tt__niels_nes,1,1.0
tt__niels_nes,cid__author_3,1.0,1
idx__682,tt__martin_kersten,1,1.0
tt__martin_kersten,cid__author_4,1.0,1
idx__682,tt__efficient_knn_search_on_vertically_decomposed_data,1,1.0
tt__efficient_knn_search_on_vertically_decomposed_data,cid__title,1.0,1
idx__682,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__682,tn__2002,1,1
tn__2002,cid__year,1,1
idx__683,tt__nicolas_bruno,1,1.0
tt__nicolas_bruno,cid__author_1,1.0,1
idx__683,tt__nick_koudas,1,1.0
tt__nick_koudas,cid__author_2,1.0,1
idx__683,tt__divesh_srivastava,1,1.0
tt__divesh_srivastava,cid__author_3,1.0,1
idx__683,tt__holistic_twig_joins_optimal_xml_pattern_matching,1,1.0
tt__holistic_twig_joins_optimal_xml_pattern_matching,cid__title,1.0,1
idx__683,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__683,tn__2002,1,1
tn__2002,cid__year,1,1
idx__684,tt__kevin_chenchuan_chang,1,1.0
tt__kevin_chenchuan_chang,cid__author_1,1.0,1
idx__684,tt__seungwon_hwang,1,1.0
tt__seungwon_hwang,cid__author_2,1.0,1
idx__684,tt__minimal_probing_supporting_expensive_predicates_for_topk_queries,1,1.0
tt__minimal_probing_supporting_expensive_predicates_for_topk_queries,cid__title,1.0,1
idx__684,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__684,tn__2002,1,1
tn__2002,cid__year,1,1
idx__685,tt__yufei_tao,1,1.0
tt__yufei_tao,cid__author_1,1.0,1
idx__685,tt__dimitris_papadias,1,1.0
tt__dimitris_papadias,cid__author_2,1.0,1
idx__685,tt__timeparameterized_queries_in_spatiotemporal_databases,1,1.0
tt__timeparameterized_queries_in_spatiotemporal_databases,cid__title,1.0,1
idx__685,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__685,tn__2002,1,1
tn__2002,cid__year,1,1
idx__686,tt__like_gao,1,1.0
tt__like_gao,cid__author_1,1.0,1
idx__686,tt__x_sean_wang,1,1.0
tt__x_sean_wang,cid__author_2,1.0,1
idx__686,tt__continually_evaluating_similaritybased_pattern_queries_on_a_streaming_time_series,1,1.0
tt__continually_evaluating_similaritybased_pattern_queries_on_a_streaming_time_series,cid__title,1.0,1
idx__686,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__686,tn__2002,1,1
tn__2002,cid__year,1,1
idx__687,tt__neoklis_polyzotis,1,1.0
tt__neoklis_polyzotis,cid__author_1,1.0,1
idx__687,tt__minos_garofalakis,1,1.0
tt__minos_garofalakis,cid__author_2,1.0,1
idx__687,tt__statistical_synopses_for_graphstructured_xml_databases,1,1.0
tt__statistical_synopses_for_graphstructured_xml_databases,cid__title,1.0,1
idx__687,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__687,tn__2002,1,1
tn__2002,cid__year,1,1
idx__688,tt__yannis_papakonstantinou,1,1.0
tt__yannis_papakonstantinou,cid__author_1,1.0,1
idx__688,tt__michalis_petropoulos,1,1.0
tt__michalis_petropoulos,cid__author_2,1.0,1
idx__688,tt__vasilis_vassalos,1,1.0
tt__vasilis_vassalos,cid__author_3,1.0,1
idx__688,tt__qursed_querying_and_reporting_semistructured_data,1,1.0
tt__qursed_querying_and_reporting_semistructured_data,cid__title,1.0,1
idx__688,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__688,tn__2002,1,1
tn__2002,cid__year,1,1
idx__689,tt__igor_tatarinov,1,1.0
tt__igor_tatarinov,cid__author_1,1.0,1
idx__689,tt__stratis_d_viglas,1,1.0
tt__stratis_d_viglas,cid__author_2,1.0,1
idx__689,tt__kevin_beyer,1,1.0
tt__kevin_beyer,cid__author_3,1.0,1
idx__689,tt__jayavel_shanmugasundaram,1,1.0
tt__jayavel_shanmugasundaram,cid__author_4,1.0,1
idx__689,tt__storing_and_querying_ordered_xml_using_a_relational_database_system,1,1.0
tt__storing_and_querying_ordered_xml_using_a_relational_database_system,cid__title,1.0,1
idx__689,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__689,tn__2002,1,1
tn__2002,cid__year,1,1
idx__690,tt__hakan_hacig252m252351,1,1.0
tt__hakan_hacig252m252351,cid__author_1,1.0,1
idx__690,tt__bala_iyer,1,1.0
tt__bala_iyer,cid__author_2,1.0,1
idx__690,tt__chen_li,1,1.0
tt__chen_li,cid__author_3,1.0,1
idx__690,tt__sharad_mehrotra,1,1.0
tt__sharad_mehrotra,cid__author_4,1.0,1
idx__690,tt__executing_sql_over_encrypted_data_in_the_databaseserviceprovider_model,1,1.0
tt__executing_sql_over_encrypted_data_in_the_databaseserviceprovider_model,cid__title,1.0,1
idx__690,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__690,tn__2002,1,1
tn__2002,cid__year,1,1
idx__691,tt__michael_gillmann,1,1.0
tt__michael_gillmann,cid__author_1,1.0,1
idx__691,tt__gerhard_weikum,1,1.0
tt__gerhard_weikum,cid__author_2,1.0,1
idx__691,tt__wolfgang_wonner,1,1.0
tt__wolfgang_wonner,cid__author_3,1.0,1
idx__691,tt__workflow_management_with_service_quality_guarantees,1,1.0
tt__workflow_management_with_service_quality_guarantees,cid__title,1.0,1
idx__691,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__691,tn__2002,1,1
tn__2002,cid__year,1,1
idx__692,tt__tamraparni_dasu,1,1.0
tt__tamraparni_dasu,cid__author_1,1.0,1
idx__692,tt__theodore_johnson,1,1.0
tt__theodore_johnson,cid__author_2,1.0,1
idx__692,tt__s_muthukrishnan,1,1.0
tt__s_muthukrishnan,cid__author_3,1.0,1
idx__692,tt__vladislav_shkapenyuk,1,1.0
tt__vladislav_shkapenyuk,cid__author_4,1.0,1
idx__692,tt__mining_database_structure_o_how_to_build_a_data_quality_browser,1,1.0
tt__mining_database_structure_o_how_to_build_a_data_quality_browser,cid__title,1.0,1
idx__692,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__692,tn__2002,1,1
tn__2002,cid__year,1,1
idx__693,tt__gang_luo,1,1.0
tt__gang_luo,cid__author_1,1.0,1
idx__693,tt__curt_j_ellmann,1,1.0
tt__curt_j_ellmann,cid__author_2,1.0,1
idx__693,tt__peter_j_haas,1,1.0
tt__peter_j_haas,cid__author_3,1.0,1
idx__693,tt__jeffrey_f_naughton,1,1.0
tt__jeffrey_f_naughton,cid__author_4,1.0,1
idx__693,tt__a_scalable_hash_ripple_join_algorithm,1,1.0
tt__a_scalable_hash_ripple_join_algorithm,cid__title,1.0,1
idx__693,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__693,tn__2002,1,1
tn__2002,cid__year,1,1
idx__694,tt__nicolas_bruno,1,1.0
tt__nicolas_bruno,cid__author_1,1.0,1
idx__694,tt__surajit_chaudhuri,1,1.0
tt__surajit_chaudhuri,cid__author_2,1.0,1
idx__694,tt__exploiting_statistics_on_query_expressions_for_optimization,1,1.0
tt__exploiting_statistics_on_query_expressions_for_optimization,cid__title,1.0,1
idx__694,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__694,tn__2002,1,1
tn__2002,cid__year,1,1
idx__695,tt__vijayshankar_raman,1,1.0
tt__vijayshankar_raman,cid__author_1,1.0,1
idx__695,tt__joseph_m_hellerstein,1,1.0
tt__joseph_m_hellerstein,cid__author_2,1.0,1
idx__695,tt__partial_results_for_online_query_processing,1,1.0
tt__partial_results_for_online_query_processing,cid__title,1.0,1
idx__695,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__695,tn__2002,1,1
tn__2002,cid__year,1,1
idx__696,tt__anindya_datta,1,1.0
tt__anindya_datta,cid__author_1,1.0,1
idx__696,tt__kaushik_dutta,1,1.0
tt__kaushik_dutta,cid__author_2,1.0,1
idx__696,tt__helen_thomas,1,1.0
tt__helen_thomas,cid__author_3,1.0,1
idx__696,tt__debra_vandermeer,1,1.0
tt__debra_vandermeer,cid__author_4,1.0,1
idx__696,tt__proxybased_acceleration_of_dynamically_generated_content_on_the_world_wide_web_an_approach_and_implementation,1,1.0
tt__proxybased_acceleration_of_dynamically_generated_content_on_the_world_wide_web_an_approach_and_implementation,cid__title,1.0,1
idx__696,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__696,tn__2002,1,1
tn__2002,cid__year,1,1
idx__697,tt__torsten_grust,1,1.0
tt__torsten_grust,cid__author_1,1.0,1
idx__697,tt__accelerating_xpath_location_steps,1,1.0
tt__accelerating_xpath_location_steps,cid__title,1.0,1
idx__697,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__697,tn__2002,1,1
tn__2002,cid__year,1,1
idx__698,tt__chinwan_chung,1,1.0
tt__chinwan_chung,cid__author_1,1.0,1
idx__698,tt__junki_min,1,1.0
tt__junki_min,cid__author_2,1.0,1
idx__698,tt__kyuseok_shim,1,1.0
tt__kyuseok_shim,cid__author_3,1.0,1
idx__698,tt__apex_an_adaptive_path_index_for_xml_data,1,1.0
tt__apex_an_adaptive_path_index_for_xml_data,cid__title,1.0,1
idx__698,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__698,tn__2002,1,1
tn__2002,cid__year,1,1
idx__699,tt__raghav_kaushik,1,1.0
tt__raghav_kaushik,cid__author_1,1.0,1
idx__699,tt__philip_bohannon,1,1.0
tt__philip_bohannon,cid__author_2,1.0,1
idx__699,tt__jeffrey_f_naughton,1,1.0
tt__jeffrey_f_naughton,cid__author_3,1.0,1
idx__699,tt__henry_f_korth,1,1.0
tt__henry_f_korth,cid__author_4,1.0,1
idx__699,tt__covering_indexes_for_branching_path_queries,1,1.0
tt__covering_indexes_for_branching_path_queries,cid__title,1.0,1
idx__699,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__699,tn__2002,1,1
tn__2002,cid__year,1,1
idx__700,tt__jingren_zhou,1,1.0
tt__jingren_zhou,cid__author_1,1.0,1
idx__700,tt__kenneth_a_ross,1,1.0
tt__kenneth_a_ross,cid__author_2,1.0,1
idx__700,tt__implementing_database_operations_using_simd_instructions,1,1.0
tt__implementing_database_operations_using_simd_instructions,cid__title,1.0,1
idx__700,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__700,tn__2002,1,1
tn__2002,cid__year,1,1
idx__701,tt__shimin_chen,1,1.0
tt__shimin_chen,cid__author_1,1.0,1
idx__701,tt__phillip_b_gibbons,1,1.0
tt__phillip_b_gibbons,cid__author_2,1.0,1
idx__701,tt__todd_c_mowry,1,1.0
tt__todd_c_mowry,cid__author_3,1.0,1
idx__701,tt__gary_valentin,1,1.0
tt__gary_valentin,cid__author_4,1.0,1
idx__701,tt__fractal_prefetching_btrees_optimizing_both_cache_and_disk_performance,1,1.0
tt__fractal_prefetching_btrees_optimizing_both_cache_and_disk_performance,cid__title,1.0,1
idx__701,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__701,tn__2002,1,1
tn__2002,cid__year,1,1
idx__702,tt__wei_li,1,1.0
tt__wei_li,cid__author_1,1.0,1
idx__702,tt__dengfeng_gao,1,1.0
tt__dengfeng_gao,cid__author_2,1.0,1
idx__702,tt__richard_thomas_snodgrass,1,1.0
tt__richard_thomas_snodgrass,cid__author_3,1.0,1
idx__702,tt__skew_handling_techniques_in_sortmerge_join,1,1.0
tt__skew_handling_techniques_in_sortmerge_join,cid__title,1.0,1
idx__702,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__702,tn__2002,1,1
tn__2002,cid__year,1,1
idx__703,tt__juliana_freire,1,1.0
tt__juliana_freire,cid__author_1,1.0,1
idx__703,tt__jayant_r_haritsa,1,1.0
tt__jayant_r_haritsa,cid__author_2,1.0,1
idx__703,tt__maya_ramanath,1,1.0
tt__maya_ramanath,cid__author_3,1.0,1
idx__703,tt__prasan_roy,1,1.0
tt__prasan_roy,cid__author_4,1.0,1
idx__703,tt__statix_making_xml_count,1,1.0
tt__statix_making_xml_count,cid__title,1.0,1
idx__703,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__703,tn__2002,1,1
tn__2002,cid__year,1,1
idx__704,tt__alexander_hinneburg,1,1.0
tt__alexander_hinneburg,cid__author_1,1.0,1
idx__704,tt__daniel_a_keim,1,1.0
tt__daniel_a_keim,cid__author_2,1.0,1
idx__704,tt__markus_wawryniuk,1,1.0
tt__markus_wawryniuk,cid__author_3,1.0,1
idx__704,tt__hdeye_visual_clustering_of_high_dimensional_data,1,1.0
tt__hdeye_visual_clustering_of_high_dimensional_data,cid__title,1.0,1
idx__704,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__704,tn__2002,1,1
tn__2002,cid__year,1,1
idx__705,tt__jessica_m_phan,1,1.0
tt__jessica_m_phan,cid__author_1,1.0,1
idx__705,tt__raymond_ng,1,1.0
tt__raymond_ng,cid__author_2,1.0,1
idx__705,tt__gea_a_toolkit_for_gene_expression_analysis,1,1.0
tt__gea_a_toolkit_for_gene_expression_analysis,cid__title,1.0,1
idx__705,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__705,tn__2002,1,1
tn__2002,cid__year,1,1
idx__706,tt__sanjay_agrawal,1,1.0
tt__sanjay_agrawal,cid__author_1,1.0,1
idx__706,tt__surajit_chaudhuri,1,1.0
tt__surajit_chaudhuri,cid__author_2,1.0,1
idx__706,tt__gautam_das,1,1.0
tt__gautam_das,cid__author_3,1.0,1
idx__706,tt__dbxplorer_enabling_keyword_search_over_relational_databases,1,1.0
tt__dbxplorer_enabling_keyword_search_over_relational_databases,cid__title,1.0,1
idx__706,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__706,tn__2002,1,1
tn__2002,cid__year,1,1
idx__707,tt__jiawei_han,1,1.0
tt__jiawei_han,cid__author_1,1.0,1
idx__707,tt__jianyong_wang,1,1.0
tt__jianyong_wang,cid__author_2,1.0,1
idx__707,tt__guozhu_dong,1,1.0
tt__guozhu_dong,cid__author_3,1.0,1
idx__707,tt__jian_pei,1,1.0
tt__jian_pei,cid__author_4,1.0,1
idx__707,tt__cubeexplorer_online_exploration_of_data_cubes,1,1.0
tt__cubeexplorer_online_exploration_of_data_cubes,cid__title,1.0,1
idx__707,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__707,tn__2002,1,1
tn__2002,cid__year,1,1
idx__708,tt__daniela_florescu,1,1.0
tt__daniela_florescu,cid__author_1,1.0,1
idx__708,tt__andreas_gr252nhagen,1,1.0
tt__andreas_gr252nhagen,cid__author_2,1.0,1
idx__708,tt__donald_kossmann,1,1.0
tt__donald_kossmann,cid__author_3,1.0,1
idx__708,tt__steffen_rost,1,1.0
tt__steffen_rost,cid__author_4,1.0,1
idx__708,tt__xl_a_platform_for_web_services,1,1.0
tt__xl_a_platform_for_web_services,cid__title,1.0,1
idx__708,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__708,tn__2002,1,1
tn__2002,cid__year,1,1
idx__709,tt__valter_crescenzi,1,1.0
tt__valter_crescenzi,cid__author_1,1.0,1
idx__709,tt__giansalvatore_mecca,1,1.0
tt__giansalvatore_mecca,cid__author_2,1.0,1
idx__709,tt__paolo_merialdo,1,1.0
tt__paolo_merialdo,cid__author_3,1.0,1
idx__709,tt__roadrunner_automatic_data_extraction_from_dataintensive_web_sites,1,1.0
tt__roadrunner_automatic_data_extraction_from_dataintensive_web_sites,cid__title,1.0,1
idx__709,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__709,tn__2002,1,1
tn__2002,cid__year,1,1
idx__710,tt__chuck_cranor,1,1.0
tt__chuck_cranor,cid__author_1,1.0,1
idx__710,tt__yuan_gao,1,1.0
tt__yuan_gao,cid__author_2,1.0,1
idx__710,tt__theodore_johnson,1,1.0
tt__theodore_johnson,cid__author_3,1.0,1
idx__710,tt__vlaidslav_shkapenyuk,1,1.0
tt__vlaidslav_shkapenyuk,cid__author_4,1.0,1
idx__710,tt__gigascope_high_performance_network_monitoring_with_an_sql_interface,1,1.0
tt__gigascope_high_performance_network_monitoring_with_an_sql_interface,cid__title,1.0,1
idx__710,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__710,tn__2002,1,1
tn__2002,cid__year,1,1
idx__711,tt__samuel_madden,1,1.0
tt__samuel_madden,cid__author_1,1.0,1
idx__711,tt__joseph_m_hellerstein,1,1.0
tt__joseph_m_hellerstein,cid__author_2,1.0,1
idx__711,tt__distributing_queries_over_lowpower_wireless_sensor_networks,1,1.0
tt__distributing_queries_over_lowpower_wireless_sensor_networks,cid__title,1.0,1
idx__711,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__711,tn__2002,1,1
tn__2002,cid__year,1,1
idx__712,tt__wai_fu_fung,1,1.0
tt__wai_fu_fung,cid__author_1,1.0,1
idx__712,tt__david_sun,1,1.0
tt__david_sun,cid__author_2,1.0,1
idx__712,tt__johannes_gehrke,1,1.0
tt__johannes_gehrke,cid__author_3,1.0,1
idx__712,tt__cougar_the_network_is_the_database,1,1.0
tt__cougar_the_network_is_the_database,cid__title,1.0,1
idx__712,tt__international_conference_on_management_of_data,1,1.0
tt__international_conference_on_management_of_data,cid__venue,1.0,1
idx__712,tn__2002,1,1
tn__2002,cid__year,1,1
idx__713,tt__tengjiao_wang,1,1.0
tt__tengjiao_wang,cid__author_1,1.0,1
idx__713,tt__shiwei_tang,1,1.0
tt__shiwei_tang,cid__author_2,1.0,1
idx__713,tt__dongqing_yang,1,1.0
tt__dongqing_yang,cid__author_3,1.0,1
idx__713,tt__jun_gao,1,1.0
