3#__tn,3$__tt,5$__idx,1$__cid
idx__1291,tt__yamaha,1,1.0
tt__yamaha,cid__0_manufacturer,1.0,1
idx__1291,tn__35,1,1
tn__35,cid__0_price,1,1
idx__1291,tt__big_tiny_little_a_tiny_little_christmas,1,1.0
tt__big_tiny_little_a_tiny_little_christmas,cid__0_title,1.0,1
idx__1292,tt__microsoft,1,1.0
tt__microsoft,cid__0_manufacturer,1.0,1
idx__1292,tt__small_business_server_2003_20u_cal_addpak_user,1,1.0
tt__small_business_server_2003_20u_cal_addpak_user,cid__0_title,1.0,1
idx__1293,tt__individual_software,1,1.0
tt__individual_software,cid__0_manufacturer,1.0,1
idx__1293,tn__50,1,1
tn__50,cid__0_price,1,1
idx__1293,tt__systemsuite_8_professional,1,1.0
tt__systemsuite_8_professional,cid__0_title,1.0,1
idx__1294,tt__knowledge_adventure,1,1.0
tt__knowledge_adventure,cid__0_manufacturer,1.0,1
idx__1294,tn__20,1,1
tn__20,cid__0_price,1,1
idx__1294,tt__jumpstart_4th6th_grade_v_20_b43,1,1.0
tt__jumpstart_4th6th_grade_v_20_b43,cid__0_title,1.0,1
idx__1295,tt__avanquest_software,1,1.0
tt__avanquest_software,cid__0_manufacturer,1.0,1
idx__1295,tn__30,1,1
tn__30,cid__0_price,1,1
idx__1295,tt__pcdefense,1,1.0
tt__pcdefense,cid__0_title,1.0,1
idx__1296,tt__imaginova,1,1.0
tt__imaginova,cid__0_manufacturer,1.0,1
idx__1296,tn__20,1,1
tn__20,cid__0_price,1,1
idx__1296,tt__starry_night_astronomy_screensaver_winmac,1,1.0
tt__starry_night_astronomy_screensaver_winmac,cid__0_title,1.0,1
idx__1297,tt__findexcom_inc,1,1.0
tt__findexcom_inc,cid__0_manufacturer,1.0,1
idx__1297,tn__70,1,1
tn__70,cid__0_price,1,1
idx__1297,tt__quickverse_sermon_builder_40,1,1.0
tt__quickverse_sermon_builder_40,cid__0_title,1.0,1
idx__1298,tt__abacus,1,1.0
tt__abacus,cid__0_manufacturer,1.0,1
idx__1298,tn__30,1,1
tn__30,cid__0_price,1,1
idx__1298,tt__ultra_sudokuultra_kakuro,1,1.0
tt__ultra_sudokuultra_kakuro,cid__0_title,1.0,1
idx__1299,tt__topics_entertainment,1,1.0
tt__topics_entertainment,cid__0_manufacturer,1.0,1
idx__1299,tn__20,1,1
tn__20,cid__0_price,1,1
idx__1299,tt__snap_spelling_jewel_case,1,1.0
tt__snap_spelling_jewel_case,cid__0_title,1.0,1
idx__1300,tt__sonypicturesdigitalentertainment,1,1.0
tt__sonypicturesdigitalentertainment,cid__0_manufacturer,1.0,1
idx__1300,tt__acad_vegas_movie_studio_dvd_8_platinum,1,1.0
tt__acad_vegas_movie_studio_dvd_8_platinum,cid__0_title,1.0,1
idx__1301,tt__globalmarketingpartners,1,1.0
tt__globalmarketingpartners,cid__0_manufacturer,1.0,1
idx__1301,tn__40,1,1
tn__40,cid__0_price,1,1
idx__1301,tt__bitdefender_antivirus_100_2_year_subscription_for_2_pcs,1,1.0
tt__bitdefender_antivirus_100_2_year_subscription_for_2_pcs,cid__0_title,1.0,1
idx__1302,tt__encore,1,1.0
tt__encore,cid__0_manufacturer,1.0,1
idx__1302,tn__20,1,1
tn__20,cid__0_price,1,1
idx__1302,tt__scrabble_with_bonus_clue,1,1.0
tt__scrabble_with_bonus_clue,cid__0_title,1.0,1
idx__1303,tt__encore,1,1.0
tt__encore,cid__0_manufacturer,1.0,1
idx__1303,tn__10,1,1
tn__10,cid__0_price,1,1
idx__1303,tt__scrabble_complete_jewel_case,1,1.0
tt__scrabble_complete_jewel_case,cid__0_title,1.0,1
idx__1304,tt__re_launch,1,1.0
tt__re_launch,cid__0_manufacturer,1.0,1
idx__1304,tn__150,1,1
tn__150,cid__0_price,1,1
idx__1304,tt__piano_wizard_premier_software_stickers_midi_cable,1,1.0
tt__piano_wizard_premier_software_stickers_midi_cable,cid__0_title,1.0,1
idx__1305,tt__microsoft_software,1,1.0
tt__microsoft_software,cid__0_manufacturer,1.0,1
idx__1305,tn__799,1,1
tn__799,cid__0_price,1,1
idx__1305,tt__microsoft_visual_studio_professional_wmsdn_professional_2005_renewal,1,1.0
tt__microsoft_visual_studio_professional_wmsdn_professional_2005_renewal,cid__0_title,1.0,1
idx__1306,tt__emedia,1,1.0
tt__emedia,cid__0_manufacturer,1.0,1
idx__1306,tn__60,1,1
tn__60,cid__0_price,1,1
idx__1306,tt__emedia_guitarpro_5_winmac,1,1.0
tt__emedia_guitarpro_5_winmac,cid__0_title,1.0,1
idx__1307,tt__avanquest,1,1.0
tt__avanquest,cid__0_manufacturer,1.0,1
idx__1307,tn__20,1,1
tn__20,cid__0_price,1,1
idx__1307,tt__spycatcher_2007for_pc,1,1.0
tt__spycatcher_2007for_pc,cid__0_title,1.0,1
idx__1308,tt__intuit,1,1.0
tt__intuit,cid__0_manufacturer,1.0,1
idx__1308,tn__35,1,1
tn__35,cid__0_price,1,1
idx__1308,tt__intuit_quicken_home_inventory_manager_windows,1,1.0
tt__intuit_quicken_home_inventory_manager_windows,cid__0_title,1.0,1
idx__1309,tt__yamaha,1,1.0
tt__yamaha,cid__0_manufacturer,1.0,1
idx__1309,tn__32,1,1
tn__32,cid__0_price,1,1
idx__1309,tt__academy_award_winners,1,1.0
tt__academy_award_winners,cid__0_title,1.0,1
idx__1310,tt__computer_associates,1,1.0
tt__computer_associates,cid__0_manufacturer,1.0,1
idx__1310,tn__40,1,1
tn__40,cid__0_price,1,1
idx__1310,tt__ca_antivirus_2007,1,1.0
tt__ca_antivirus_2007,cid__0_title,1.0,1
idx__1311,tt__zone_labs,1,1.0
tt__zone_labs,cid__0_manufacturer,1.0,1
idx__1311,tn__40,1,1
tn__40,cid__0_price,1,1
idx__1311,tt__zonealarm_pro_firewall,1,1.0
tt__zonealarm_pro_firewall,cid__0_title,1.0,1
idx__1312,tt__victory_multimedia,1,1.0
tt__victory_multimedia,cid__0_manufacturer,1.0,1
idx__1312,tn__20,1,1
tn__20,cid__0_price,1,1
idx__1312,tt__sales_skills_20_ages_10,1,1.0
tt__sales_skills_20_ages_10,cid__0_title,1.0,1
idx__1313,tt__core_learning,1,1.0
tt__core_learning,cid__0_manufacturer,1.0,1
idx__1313,tn__20,1,1
tn__20,cid__0_price,1,1
idx__1313,tt__brain_builder,1,1.0
tt__brain_builder,cid__0_title,1.0,1
idx__1314,tt__aspyr_media,1,1.0
tt__aspyr_media,cid__0_manufacturer,1.0,1
idx__1314,tn__30,1,1
tn__30,cid__0_price,1,1
idx__1314,tt__return_to_castle_wolfenstein_mac,1,1.0
tt__return_to_castle_wolfenstein_mac,cid__0_title,1.0,1
idx__1315,tt__masque_publishing,1,1.0
tt__masque_publishing,cid__0_manufacturer,1.0,1
idx__1315,tt__solitaire_antics_deluxe,1,1.0
tt__solitaire_antics_deluxe,cid__0_title,1.0,1
idx__1316,tt__abacus,1,1.0
tt__abacus,cid__0_manufacturer,1.0,1
idx__1316,tn__20,1,1
tn__20,cid__0_price,1,1
idx__1316,tt__aircraft_collector_s_second_edition,1,1.0
tt__aircraft_collector_s_second_edition,cid__0_title,1.0,1
idx__1317,tt__findex,1,1.0
tt__findex,cid__0_manufacturer,1.0,1
idx__1317,tt__findex_quickverse_bible_study_2007_biblesuite,1,1.0
tt__findex_quickverse_bible_study_2007_biblesuite,cid__0_title,1.0,1
idx__1318,tt__riverdeep,1,1.0
tt__riverdeep,cid__0_manufacturer,1.0,1
idx__1318,tn__10,1,1
tn__10,cid__0_price,1,1
idx__1318,tt__treasure_mountain_jewel_case_ages_59_for_winmac,1,1.0
tt__treasure_mountain_jewel_case_ages_59_for_winmac,cid__0_title,1.0,1
idx__1319,tt__globalmarketingpartners,1,1.0
tt__globalmarketingpartners,cid__0_manufacturer,1.0,1
idx__1319,tn__51,1,1
tn__51,cid__0_price,1,1
idx__1319,tt__video_patrol_50_by_honest_technology,1,1.0
tt__video_patrol_50_by_honest_technology,cid__0_title,1.0,1
idx__1320,tt__topics_entertainment,1,1.0
tt__topics_entertainment,cid__0_manufacturer,1.0,1
idx__1320,tn__5,1,1
tn__5,cid__0_price,1,1
idx__1320,tt__snap_kakuro,1,1.0
tt__snap_kakuro,cid__0_title,1.0,1
idx__1321,tt__topics_entertainment,1,1.0
tt__topics_entertainment,cid__0_manufacturer,1.0,1
idx__1321,tn__10,1,1
tn__10,cid__0_price,1,1
idx__1321,tt__instant_immersion_american_sign_language_winmac,1,1.0
tt__instant_immersion_american_sign_language_winmac,cid__0_title,1.0,1
idx__1322,tt__adobe,1,1.0
tt__adobe,cid__0_manufacturer,1.0,1
idx__1322,tn__1599,1,1
tn__1599,cid__0_price,1,1
idx__1322,tt__adobe_creative_suite_cs3_design_premium_upsell,1,1.0
tt__adobe_creative_suite_cs3_design_premium_upsell,cid__0_title,1.0,1
idx__1323,tt__topics_entertainment,1,1.0
tt__topics_entertainment,cid__0_manufacturer,1.0,1
idx__1323,tn__20,1,1
tn__20,cid__0_price,1,1
idx__1323,tt__simple_slide_show,1,1.0
tt__simple_slide_show,cid__0_title,1.0,1
idx__1324,tt__encore_software,1,1.0
tt__encore_software,cid__0_manufacturer,1.0,1
idx__1324,tn__40,1,1
tn__40,cid__0_price,1,1
idx__1324,tt__printmaster_platinum_v_170,1,1.0
tt__printmaster_platinum_v_170,cid__0_title,1.0,1
idx__1325,tt__delorme,1,1.0
tt__delorme,cid__0_manufacturer,1.0,1
idx__1325,tn__60,1,1
tn__60,cid__0_price,1,1
idx__1325,tt__street_atlas_usa_2007_plus_dvd,1,1.0
tt__street_atlas_usa_2007_plus_dvd,cid__0_title,1.0,1
idx__1326,tt__knowledge_adventure,1,1.0
tt__knowledge_adventure,cid__0_manufacturer,1.0,1
idx__1326,tn__20,1,1
tn__20,cid__0_price,1,1
idx__1326,tt__jumpstart_world_2nd_grade,1,1.0
tt__jumpstart_world_2nd_grade,cid__0_title,1.0,1
idx__1327,tt__strategy_first,1,1.0
tt__strategy_first,cid__0_manufacturer,1.0,1
idx__1327,tn__40,1,1
tn__40,cid__0_price,1,1
idx__1327,tt__great_invasions,1,1.0
tt__great_invasions,cid__0_title,1.0,1
idx__1328,tt__sosaggregationcompany,1,1.0
tt__sosaggregationcompany,cid__0_manufacturer,1.0,1
idx__1328,tn__40,1,1
tn__40,cid__0_price,1,1
idx__1328,tt__web_graphics_creator,1,1.0
tt__web_graphics_creator,cid__0_title,1.0,1
idx__1329,tt__topics_entertainment,1,1.0
tt__topics_entertainment,cid__0_manufacturer,1.0,1
idx__1329,tn__50,1,1
tn__50,cid__0_price,1,1
idx__1329,tt__instant_immersion_translator_deluxe_20,1,1.0
tt__instant_immersion_translator_deluxe_20,cid__0_title,1.0,1
idx__1330,tt__onone_software,1,1.0
tt__onone_software,cid__0_manufacturer,1.0,1
idx__1330,tn__60,1,1
tn__60,cid__0_price,1,1
idx__1330,tt__onone_essentials_for_adobe_photoshop_elements_version_2_full,1,1.0
tt__onone_essentials_for_adobe_photoshop_elements_version_2_full,cid__0_title,1.0,1
idx__1331,tt__fogware_publishing,1,1.0
tt__fogware_publishing,cid__0_manufacturer,1.0,1
idx__1331,tn__20,1,1
tn__20,cid__0_price,1,1
idx__1331,tt__funny_faces_deluxe,1,1.0
tt__funny_faces_deluxe,cid__0_title,1.0,1
idx__1332,tt__emedia,1,1.0
tt__emedia,cid__0_manufacturer,1.0,1
idx__1332,tn__30,1,1
tn__30,cid__0_price,1,1
idx__1332,tt__emedia_blues_guitar_legends,1,1.0
tt__emedia_blues_guitar_legends,cid__0_title,1.0,1
idx__1333,tt__destineer,1,1.0
tt__destineer,cid__0_manufacturer,1.0,1
idx__1333,tn__35,1,1
tn__35,cid__0_price,1,1
idx__1333,tt__age_of_empires_iii_the_warchiefs_expansion_pack_mac,1,1.0
tt__age_of_empires_iii_the_warchiefs_expansion_pack_mac,cid__0_title,1.0,1
idx__1334,tt__adobe,1,1.0
tt__adobe,cid__0_manufacturer,1.0,1
idx__1334,tn__999,1,1
tn__999,cid__0_price,1,1
idx__1334,tt__adobe_creative_suite_cs3_web_standard,1,1.0
tt__adobe_creative_suite_cs3_web_standard,cid__0_title,1.0,1
idx__1335,tt__midisoft_corporation,1,1.0
tt__midisoft_corporation,cid__0_manufacturer,1.0,1
idx__1335,tt__guitar_tool_worship_edition,1,1.0
tt__guitar_tool_worship_edition,cid__0_title,1.0,1
idx__1336,tt__delorme,1,1.0
tt__delorme,cid__0_manufacturer,1.0,1
idx__1336,tn__50,1,1
tn__50,cid__0_price,1,1
idx__1336,tt__delorme_topo_usa_mapping_software_60_east_region,1,1.0
tt__delorme_topo_usa_mapping_software_60_east_region,cid__0_title,1.0,1
idx__1337,tt__nero_inc,1,1.0
tt__nero_inc,cid__0_manufacturer,1.0,1
idx__1337,tn__100,1,1
tn__100,cid__0_price,1,1
idx__1337,tt__nero_8_ultra_edition,1,1.0
tt__nero_8_ultra_edition,cid__0_title,1.0,1
idx__1338,tt__fogware_publishing,1,1.0
tt__fogware_publishing,cid__0_manufacturer,1.0,1
idx__1338,tn__30,1,1
tn__30,cid__0_price,1,1
idx__1338,tt__weekly_reader_mastering_high_school_2008,1,1.0
tt__weekly_reader_mastering_high_school_2008,cid__0_title,1.0,1
idx__1339,tt__truenorthtechnologyinc,1,1.0
tt__truenorthtechnologyinc,cid__0_manufacturer,1.0,1
idx__1339,tn__100,1,1
tn__100,cid__0_price,1,1
idx__1339,tt__northstar_for_pcmac,1,1.0
tt__northstar_for_pcmac,cid__0_title,1.0,1
idx__1340,tt__makemusic,1,1.0
tt__makemusic,cid__0_manufacturer,1.0,1
idx__1340,tn__375,1,1
tn__375,cid__0_price,1,1
idx__1340,tt__make_music_allegro_2007_labpack_5_user,1,1.0
tt__make_music_allegro_2007_labpack_5_user,cid__0_title,1.0,1
idx__1341,tt__topics_entertainment,1,1.0
tt__topics_entertainment,cid__0_manufacturer,1.0,1
idx__1341,tt__instant_immersion_hawaiian_audio,1,1.0
tt__instant_immersion_hawaiian_audio,cid__0_title,1.0,1
idx__1342,tt__languageengineeringcollc,1,1.0
tt__languageengineeringcollc,cid__0_manufacturer,1.0,1
idx__1342,tn__80,1,1
tn__80,cid__0_price,1,1
idx__1342,tt__power_translator_11_premium,1,1.0
tt__power_translator_11_premium,cid__0_title,1.0,1
idx__1343,tt__csdc,1,1.0
tt__csdc,cid__0_manufacturer,1.0,1
idx__1343,tn__80,1,1
tn__80,cid__0_price,1,1
idx__1343,tt__liquid_ledger_personal_finance,1,1.0
tt__liquid_ledger_personal_finance,cid__0_title,1.0,1
idx__1344,tt__masque_publishing,1,1.0
tt__masque_publishing,cid__0_manufacturer,1.0,1
idx__1344,tn__20,1,1
tn__20,cid__0_price,1,1
idx__1344,tt__sportsman_s_double_play,1,1.0
tt__sportsman_s_double_play,cid__0_title,1.0,1
idx__1345,tt__knowledge_adventure,1,1.0
tt__knowledge_adventure,cid__0_manufacturer,1.0,1
idx__1345,tn__20,1,1
tn__20,cid__0_price,1,1
idx__1345,tt__jumpstart_advanced_preschool_v2_0,1,1.0
tt__jumpstart_advanced_preschool_v2_0,cid__0_title,1.0,1
idx__1346,tt__csdc,1,1.0
tt__csdc,cid__0_manufacturer,1.0,1
idx__1346,tn__40,1,1
tn__40,cid__0_price,1,1
idx__1346,tt__visual_thesaurus_the_thinkmap_inc,1,1.0
tt__visual_thesaurus_the_thinkmap_inc,cid__0_title,1.0,1
idx__1347,tt__topics_education,1,1.0
tt__topics_education,cid__0_manufacturer,1.0,1
idx__1347,tn__20,1,1
tn__20,cid__0_price,1,1
idx__1347,tt__phonics_success_essentials_grades_79,1,1.0
tt__phonics_success_essentials_grades_79,cid__0_title,1.0,1
idx__1348,tt__dvo_enterprises,1,1.0
tt__dvo_enterprises,cid__0_manufacturer,1.0,1
idx__1348,tn__20,1,1
tn__20,cid__0_price,1,1
idx__1348,tt__cook_n_cd_recipe_cards,1,1.0
tt__cook_n_cd_recipe_cards,cid__0_title,1.0,1
idx__1349,tt__adobe,1,1.0
tt__adobe,cid__0_manufacturer,1.0,1
idx__1349,tn__799,1,1
tn__799,cid__0_price,1,1
idx__1349,tt__adobe_creative_suite_cs3_web_standard_upsell_mac,1,1.0
tt__adobe_creative_suite_cs3_web_standard_upsell_mac,cid__0_title,1.0,1
idx__1350,tt__abacus,1,1.0
tt__abacus,cid__0_manufacturer,1.0,1
idx__1350,tn__40,1,1
tn__40,cid__0_price,1,1
idx__1350,tt__train_sim_modeler_design_studio,1,1.0
tt__train_sim_modeler_design_studio,cid__0_title,1.0,1
idx__1351,tt__alfred_publishing,1,1.0
tt__alfred_publishing,cid__0_manufacturer,1.0,1
idx__1351,tn__10,1,1
tn__10,cid__0_price,1,1
idx__1351,tt__learn_to_play_keyboard_jewel_case,1,1.0
tt__learn_to_play_keyboard_jewel_case,cid__0_title,1.0,1
idx__1352,tt__topware_interactive,1,1.0
tt__topware_interactive,cid__0_manufacturer,1.0,1
idx__1352,tn__40,1,1
tn__40,cid__0_price,1,1
idx__1352,tt__ufo_afterlight,1,1.0
tt__ufo_afterlight,cid__0_title,1.0,1
idx__1353,tt__topics_entertainment,1,1.0
tt__topics_entertainment,cid__0_manufacturer,1.0,1
idx__1353,tn__30,1,1
tn__30,cid__0_price,1,1
idx__1353,tt__instant_immersion_italian_deluxe_v2_0_large_box,1,1.0
tt__instant_immersion_italian_deluxe_v2_0_large_box,cid__0_title,1.0,1
idx__1354,tt__aspyr_media,1,1.0
tt__aspyr_media,cid__0_manufacturer,1.0,1
idx__1354,tn__50,1,1
tn__50,cid__0_price,1,1
idx__1354,tt__enemy_territory_quake_wars,1,1.0
tt__enemy_territory_quake_wars,cid__0_title,1.0,1
idx__1355,tt__fogware_publishing,1,1.0
tt__fogware_publishing,cid__0_manufacturer,1.0,1
idx__1355,tn__20,1,1
tn__20,cid__0_price,1,1
idx__1355,tt__weekly_reader_mastering_elementarymiddle_school_math_learning,1,1.0
tt__weekly_reader_mastering_elementarymiddle_school_math_learning,cid__0_title,1.0,1
idx__1356,tt__dreamcatcher_interactive,1,1.0
tt__dreamcatcher_interactive,cid__0_manufacturer,1.0,1
idx__1356,tn__20,1,1
tn__20,cid__0_price,1,1
idx__1356,tt__sentinel_descendants_in_time,1,1.0
tt__sentinel_descendants_in_time,cid__0_title,1.0,1
idx__1357,tt__magix_entertainment,1,1.0
tt__magix_entertainment,cid__0_manufacturer,1.0,1
idx__1357,tn__20,1,1
tn__20,cid__0_price,1,1
idx__1357,tt__photostory_on_cd_dvd_5,1,1.0
tt__photostory_on_cd_dvd_5,cid__0_title,1.0,1
idx__1358,tt__adobe,1,1.0
tt__adobe,cid__0_manufacturer,1.0,1
idx__1358,tn__3314,1,1
tn__3314,cid__0_price,1,1
idx__1358,tt__flash_remoting_1_alp_ret_eng_cd_2u,1,1.0
tt__flash_remoting_1_alp_ret_eng_cd_2u,cid__0_title,1.0,1
idx__1359,tt__school_zone,1,1.0
tt__school_zone,cid__0_manufacturer,1.0,1
idx__1359,tn__10,1,1
tn__10,cid__0_price,1,1
idx__1359,tt__shapes,1,1.0
tt__shapes,cid__0_title,1.0,1
idx__1360,tt__nuancecommunicationsinc,1,1.0
tt__nuancecommunicationsinc,cid__0_manufacturer,1.0,1
idx__1360,tn__100,1,1
tn__100,cid__0_price,1,1
idx__1360,tt__dragon_naturally_speaking_standard_v9,1,1.0
tt__dragon_naturally_speaking_standard_v9,cid__0_title,1.0,1
idx__1361,tt__aladdin_systems,1,1.0
tt__aladdin_systems,cid__0_manufacturer,1.0,1
idx__1361,tn__30,1,1
tn__30,cid__0_price,1,1
idx__1361,tt__mediarecover,1,1.0
tt__mediarecover,cid__0_title,1.0,1
idx__1362,tt__nova_development,1,1.0
tt__nova_development,cid__0_manufacturer,1.0,1
idx__1362,tn__30,1,1
tn__30,cid__0_price,1,1
idx__1362,tt__photo_explosion_30,1,1.0
tt__photo_explosion_30,cid__0_title,1.0,1
idx__1363,tt__intuit,1,1.0
tt__intuit,cid__1_manufacturer,1.0,1
idx__1363,tn__39,1,1
tn__39,cid__1_price,1,1
idx__1363,tt__learning_quickbooks_2007,1,1.0
tt__learning_quickbooks_2007,cid__1_title,1.0,1
idx__1364,tn__8,1,1
tn__8,cid__1_price,1,1
idx__1364,tt__superstart_fun_with_reading_writing,1,1.0
tt__superstart_fun_with_reading_writing,cid__1_title,1.0,1
idx__1365,tt__intuit,1,1.0
tt__intuit,cid__1_manufacturer,1.0,1
idx__1365,tn__638,1,1
tn__638,cid__1_price,1,1
idx__1365,tt__qb_pos_60_basic_software,1,1.0
tt__qb_pos_60_basic_software,cid__1_title,1.0,1
idx__1366,tn__13,1,1
tn__13,cid__1_price,1,1
idx__1366,tt__math_missions_the_amazing_arcade_adventure_grades_35,1,1.0
tt__math_missions_the_amazing_arcade_adventure_grades_35,cid__1_title,1.0,1
idx__1367,tt__adobe_software,1,1.0
tt__adobe_software,cid__1_manufacturer,1.0,1
idx__1367,tn__806,1,1
tn__806,cid__1_price,1,1
idx__1367,tt__production_prem_cs3_mac_upgrad,1,1.0
tt__production_prem_cs3_mac_upgrad,cid__1_title,1.0,1
idx__1368,tt__corel_corporation,1,1.0
tt__corel_corporation,cid__1_manufacturer,1.0,1
idx__1368,tn__104,1,1
tn__104,cid__1_price,1,1
idx__1368,tt__video_studio_11_plus,1,1.0
tt__video_studio_11_plus,cid__1_title,1.0,1
idx__1369,tt__canopusgrass_valley,1,1.0
tt__canopusgrass_valley,cid__1_manufacturer,1.0,1
idx__1369,tn__586,1,1
tn__586,cid__1_price,1,1
idx__1369,tt__edius_pro_4,1,1.0
tt__edius_pro_4,cid__1_title,1.0,1
idx__1370,tt__intuit,1,1.0
tt__intuit,cid__1_manufacturer,1.0,1
idx__1370,tn__1055,1,1
tn__1055,cid__1_price,1,1
idx__1370,tt__qb_pos_60_pro_multi_store_sw,1,1.0
tt__qb_pos_60_pro_multi_store_sw,cid__1_title,1.0,1
idx__1371,tt__intuit,1,1.0
tt__intuit,cid__1_manufacturer,1.0,1
idx__1371,tn__26,1,1
tn__26,cid__1_price,1,1
idx__1371,tt__qb_credit_card_kit_30,1,1.0
tt__qb_credit_card_kit_30,cid__1_title,1.0,1
idx__1372,tt__sony_creative_software,1,1.0
tt__sony_creative_software,cid__1_manufacturer,1.0,1
idx__1372,tn__93,1,1
tn__93,cid__1_price,1,1
idx__1372,tt__vegas_movie_studiodvd_8_plat,1,1.0
tt__vegas_movie_studiodvd_8_plat,cid__1_title,1.0,1
idx__1373,tt__intuit,1,1.0
tt__intuit,cid__1_manufacturer,1.0,1
idx__1373,tn__1475,1,1
tn__1475,cid__1_price,1,1
idx__1373,tt__qb_pos_60_pro_solution_hwsw,1,1.0
tt__qb_pos_60_pro_solution_hwsw,cid__1_title,1.0,1
idx__1374,tn__30,1,1
tn__30,cid__1_price,1,1
idx__1374,tt__ares_rising,1,1.0
tt__ares_rising,cid__1_title,1.0,1
idx__1375,tn__15,1,1
tn__15,cid__1_price,1,1
idx__1375,tt__evergirl_pc_cdrom_video_game,1,1.0
tt__evergirl_pc_cdrom_video_game,cid__1_title,1.0,1
idx__1376,tn__2068,1,1
tn__2068,cid__1_price,1,1
idx__1376,tt__cd384aisk9_cisco_ios_advanced_ip_services_complete_package_cd,1,1.0
tt__cd384aisk9_cisco_ios_advanced_ip_services_complete_package_cd,cid__1_title,1.0,1
idx__1377,tn__155,1,1
tn__155,cid__1_price,1,1
idx__1377,tt__633808063023_wasp_bar_code_fontware_complete_package_10_users_cd_win_english,1,1.0
tt__633808063023_wasp_bar_code_fontware_complete_package_10_users_cd_win_english,cid__1_title,1.0,1
idx__1378,tn__95,1,1
tn__95,cid__1_price,1,1
idx__1378,tt__0202034_axis_camera_station_license_1_additional_user,1,1.0
tt__0202034_axis_camera_station_license_1_additional_user,cid__1_title,1.0,1
idx__1379,tn__137,1,1
tn__137,cid__1_price,1,1
idx__1379,tt__eu063av_aba_microsoft_windows_xp_professional_license_and_media_1_user_cto_english,1,1.0
tt__eu063av_aba_microsoft_windows_xp_professional_license_and_media_1_user_cto_english,cid__1_title,1.0,1
idx__1380,tn__196,1,1
tn__196,cid__1_price,1,1
idx__1380,tt__bb0gyna_ibm_informix_dynamic_server_enterprise_edition_v_94_media_cd_linux,1,1.0
tt__bb0gyna_ibm_informix_dynamic_server_enterprise_edition_v_94_media_cd_linux,cid__1_title,1.0,1
idx__1381,tn__499,1,1
tn__499,cid__1_price,1,1
idx__1381,tt__eqzfn07201_zetafax_business_edition_license_5_users_win,1,1.0
tt__eqzfn07201_zetafax_business_edition_license_5_users_win,cid__1_title,1.0,1
idx__1382,tn__2022,1,1
tn__2022,cid__1_price,1,1
idx__1382,tt__633808390266_wasp_mobileasset_professional_edition_combo_pack_with_spt_1800_v_5_comp,1,1.0
tt__633808390266_wasp_mobileasset_professional_edition_combo_pack_with_spt_1800_v_5_comp,cid__1_title,1.0,1
idx__1383,tn__3715,1,1
tn__3715,cid__1_price,1,1
idx__1383,tt__wg017449_watchguard_firebox_x5500e_utm_software_suite_subscription_license_1_year,1,1.0
tt__wg017449_watchguard_firebox_x5500e_utm_software_suite_subscription_license_1_year,cid__1_title,1.0,1
idx__1384,tn__149,1,1
tn__149,cid__1_price,1,1
idx__1384,tt__11k2990_international_printing_for_mysapcom_complete_package_1_client_cd_englis,1,1.0
tt__11k2990_international_printing_for_mysapcom_complete_package_1_client_cd_englis,cid__1_title,1.0,1
idx__1385,tn__663,1,1
tn__663,cid__1_price,1,1
idx__1385,tt__5325302018_snap_enterprise_data_replicator_license_1_server_linux_unix_win,1,1.0
tt__5325302018_snap_enterprise_data_replicator_license_1_server_linux_unix_win,cid__1_title,1.0,1
idx__1386,tn__19,1,1
tn__19,cid__1_price,1,1
idx__1386,tt__38039440dm_adobe_flash_cs3_professional_v_9_media_tlp_tlp_nonprofit_dvd_win,1,1.0
tt__38039440dm_adobe_flash_cs3_professional_v_9_media_tlp_tlp_nonprofit_dvd_win,cid__1_title,1.0,1
idx__1387,tn__16,1,1
tn__16,cid__1_price,1,1
idx__1387,tt__11105106_symantec_bindview_policy_manager_v_10_media_cd_win_english,1,1.0
tt__11105106_symantec_bindview_policy_manager_v_10_media_cd_win_english,cid__1_title,1.0,1
idx__1388,tn__1054,1,1
tn__1054,cid__1_price,1,1
idx__1388,tt__25510587_adobe_after_effects_cs3_professional_complete_package_1_user_dvd_win_c,1,1.0
tt__25510587_adobe_after_effects_cs3_professional_complete_package_1_user_dvd_win_c,cid__1_title,1.0,1
idx__1389,tn__751,1,1
tn__751,cid__1_price,1,1
idx__1389,tt__wg017127_watchguard_gateway_antivirus_for_email_maintenance_1_year_1_device_wi,1,1.0
tt__wg017127_watchguard_gateway_antivirus_for_email_maintenance_1_year_1_device_wi,cid__1_title,1.0,1
idx__1390,tn__1562,1,1
tn__1562,cid__1_price,1,1
idx__1390,tt__did0480pm311_plasmon_additional_maintenance_24x7_plasmon_diamond_technical_support_consul,1,1.0
tt__did0480pm311_plasmon_additional_maintenance_24x7_plasmon_diamond_technical_support_consul,cid__1_title,1.0,1
idx__1391,tn__179,1,1
tn__179,cid__1_price,1,1
idx__1391,tt__633808035020_wasp_nest_ccd_suite_business_edition_complete_package_1_user_cd_win,1,1.0
tt__633808035020_wasp_nest_ccd_suite_business_edition_complete_package_1_user_cd_win,cid__1_title,1.0,1
idx__1392,tn__30,1,1
tn__30,cid__1_price,1,1
idx__1392,tt__71100072_microsoft_entertainment_pocketpak_2004_productivity_pack_complete_package_1,1,1.0
tt__71100072_microsoft_entertainment_pocketpak_2004_productivity_pack_complete_package_1,cid__1_title,1.0,1
idx__1393,tn__3993,1,1
tn__3993,cid__1_price,1,1
