3#__tn,3$__tt,5$__idx,1$__cid
tt__thorn_street_brewery,cid__0_brew_factory_name,1.0,1
idx__1370,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1371,tn__7,1,1
tn__7,cid__0_abv,1,1
idx__1371,tt__the_reckoner,1,1.0
tt__the_reckoner,cid__0_beer_name,1.0,1
idx__1371,tt__ethereal_brewing,1,1.0
tt__ethereal_brewing,cid__0_brew_factory_name,1.0,1
idx__1371,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1372,tn__6,1,1
tn__6,cid__0_abv,1,1
idx__1372,tt__bald_guy,1,1.0
tt__bald_guy,cid__0_beer_name,1.0,1
idx__1372,tt__columbia_kettle_works,1,1.0
tt__columbia_kettle_works,cid__0_brew_factory_name,1.0,1
idx__1372,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1373,tn__5,1,1.0
tn__5,cid__0_abv,1.0,1
idx__1373,tt__drummond_gluten_free,1,1.0
tt__drummond_gluten_free,cid__0_beer_name,1.0,1
idx__1373,tt__something_brewing,1,1.0
tt__something_brewing,cid__0_brew_factory_name,1.0,1
idx__1373,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1374,tt__pub_ale,1,1.0
tt__pub_ale,cid__0_beer_name,1.0,1
idx__1374,tt__dostal_alley_brewpub,1,1.0
tt__dostal_alley_brewpub,cid__0_brew_factory_name,1.0,1
idx__1374,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1375,tn__6,1,1
tn__6,cid__0_abv,1,1
idx__1375,tt__clifford_the_big_red_ale,1,1.0
tt__clifford_the_big_red_ale,cid__0_beer_name,1.0,1
idx__1375,tt__books_brews,1,1.0
tt__books_brews,cid__0_brew_factory_name,1.0,1
idx__1375,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1376,tt__esser_s_anniversary_ale,1,1.0
tt__esser_s_anniversary_ale,cid__0_beer_name,1.0,1
idx__1376,tt__cross_plains_beer_company,1,1.0
tt__cross_plains_beer_company,cid__0_brew_factory_name,1.0,1
idx__1376,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1377,tn__4,1,1
tn__4,cid__0_abv,1,1
idx__1377,tt__wild_range_amber_ale,1,1.0
tt__wild_range_amber_ale,cid__0_beer_name,1.0,1
idx__1377,tt__world_brews,1,1.0
tt__world_brews,cid__0_brew_factory_name,1.0,1
idx__1377,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1378,tn__9,1,1
tn__9,cid__0_abv,1,1
idx__1378,tt__westfield_river_big_red_barn,1,1.0
tt__westfield_river_big_red_barn,cid__0_beer_name,1.0,1
idx__1378,tt__westfield_river_brewing_company,1,1.0
tt__westfield_river_brewing_company,cid__0_brew_factory_name,1.0,1
idx__1378,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1379,tn__6,1,1
tn__6,cid__0_abv,1,1
idx__1379,tt__ginger_slap,1,1.0
tt__ginger_slap,cid__0_beer_name,1.0,1
idx__1379,tt__palmetto_brewing_company,1,1.0
tt__palmetto_brewing_company,cid__0_brew_factory_name,1.0,1
idx__1379,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1380,tn__4,1,1
tn__4,cid__0_abv,1,1
idx__1380,tt__american_rye,1,1.0
tt__american_rye,cid__0_beer_name,1.0,1
idx__1380,tt__buxton_brewery,1,1.0
tt__buxton_brewery,cid__0_brew_factory_name,1.0,1
idx__1380,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1381,tn__6,1,1
tn__6,cid__0_abv,1,1
idx__1381,tt__dumb_luck_amber,1,1.0
tt__dumb_luck_amber,cid__0_beer_name,1.0,1
idx__1381,tt__lazy_boy_brewing,1,1.0
tt__lazy_boy_brewing,cid__0_brew_factory_name,1.0,1
idx__1381,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1382,tn__7,1,1
tn__7,cid__0_abv,1,1
idx__1382,tt__artigianale_italian_red_ale,1,1.0
tt__artigianale_italian_red_ale,cid__0_beer_name,1.0,1
idx__1382,tt__amarcord_birra_artigianale_italiana,1,1.0
tt__amarcord_birra_artigianale_italiana,cid__0_brew_factory_name,1.0,1
idx__1382,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1383,tn__7,1,1
tn__7,cid__0_abv,1,1
idx__1383,tt__nestor_grade,1,1.0
tt__nestor_grade,cid__0_beer_name,1.0,1
idx__1383,tt__castle_danger_brewery,1,1.0
tt__castle_danger_brewery,cid__0_brew_factory_name,1.0,1
idx__1383,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1384,tn__5,1,1.0
tn__5,cid__0_abv,1.0,1
idx__1384,tt__redoubt_red,1,1.0
tt__redoubt_red,cid__0_beer_name,1.0,1
idx__1384,tt__nw_peaks_brewery,1,1.0
tt__nw_peaks_brewery,cid__0_brew_factory_name,1.0,1
idx__1384,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1385,tn__5,1,1.0
tn__5,cid__0_abv,1.0,1
idx__1385,tt__barrio_red_cat_amber,1,1.0
tt__barrio_red_cat_amber,cid__0_beer_name,1.0,1
idx__1385,tt__barrio_brewing_company,1,1.0
tt__barrio_brewing_company,cid__0_brew_factory_name,1.0,1
idx__1385,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1386,tn__7,1,1
tn__7,cid__0_abv,1,1
idx__1386,tt__cold_brew_red_ale,1,1.0
tt__cold_brew_red_ale,cid__0_beer_name,1.0,1
idx__1386,tt__cigar_city_brewing,1,1.0
tt__cigar_city_brewing,cid__0_brew_factory_name,1.0,1
idx__1386,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1387,tn__5,1,1.0
tn__5,cid__0_abv,1.0,1
idx__1387,tt__revolution_harbor_amber_ale,1,1.0
tt__revolution_harbor_amber_ale,cid__0_beer_name,1.0,1
idx__1387,tt__custom_tap_brews,1,1.0
tt__custom_tap_brews,cid__0_brew_factory_name,1.0,1
idx__1387,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1388,tn__11,1,1
tn__11,cid__0_abv,1,1
idx__1388,tt__barrel_aged_odin_s_beard,1,1.0
tt__barrel_aged_odin_s_beard,cid__0_beer_name,1.0,1
idx__1388,tt__imperial_oak_brewing,1,1.0
tt__imperial_oak_brewing,cid__0_brew_factory_name,1.0,1
idx__1388,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1389,tn__5,1,1.0
tn__5,cid__0_abv,1.0,1
idx__1389,tt__naparbier_amber_ale,1,1.0
tt__naparbier_amber_ale,cid__0_beer_name,1.0,1
idx__1389,tt__naparbier_sdad_coop,1,1.0
tt__naparbier_sdad_coop,cid__0_brew_factory_name,1.0,1
idx__1389,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1390,tn__5,1,1.0
tn__5,cid__0_abv,1.0,1
idx__1390,tt__scandal_ale,1,1.0
tt__scandal_ale,cid__0_beer_name,1.0,1
idx__1390,tt__pacific_western_brewing_company,1,1.0
tt__pacific_western_brewing_company,cid__0_brew_factory_name,1.0,1
idx__1390,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1391,tn__6,1,1
tn__6,cid__0_abv,1,1
idx__1391,tt__dragoon,1,1.0
tt__dragoon,cid__0_beer_name,1.0,1
idx__1391,tt__new_english_brewing_co,1,1.0
tt__new_english_brewing_co,cid__0_brew_factory_name,1.0,1
idx__1391,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1392,tt__mr_toad_s_wild_red_ale,1,1.0
tt__mr_toad_s_wild_red_ale,cid__0_beer_name,1.0,1
idx__1392,tt__old_market_pub_and_brewery,1,1.0
tt__old_market_pub_and_brewery,cid__0_brew_factory_name,1.0,1
idx__1392,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1393,tn__7,1,1
tn__7,cid__0_abv,1,1
idx__1393,tt__hop_test_1_ginger_red_ale,1,1.0
tt__hop_test_1_ginger_red_ale,cid__0_beer_name,1.0,1
idx__1393,tt__al_s_of_hampden_pizza_boy_brewing,1,1.0
tt__al_s_of_hampden_pizza_boy_brewing,cid__0_brew_factory_name,1.0,1
idx__1393,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1394,tn__6,1,1
tn__6,cid__0_abv,1,1
idx__1394,tt__hooligan_amber_ale,1,1.0
tt__hooligan_amber_ale,cid__0_beer_name,1.0,1
idx__1394,tt__bentley_brewing_company_dark_horse_tavern,1,1.0
tt__bentley_brewing_company_dark_horse_tavern,cid__0_brew_factory_name,1.0,1
idx__1394,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1395,tt__revolution_red,1,1.0
tt__revolution_red,cid__0_beer_name,1.0,1
idx__1395,tt__martha_s_exchange,1,1.0
tt__martha_s_exchange,cid__0_brew_factory_name,1.0,1
idx__1395,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1396,tn__4,1,1
tn__4,cid__0_abv,1,1
idx__1396,tt__masswhole_hop_session,1,1.0
tt__masswhole_hop_session,cid__0_beer_name,1.0,1
idx__1396,tt__wormtown_brewery,1,1.0
tt__wormtown_brewery,cid__0_brew_factory_name,1.0,1
idx__1396,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1397,tt__chunky_gal,1,1.0
tt__chunky_gal,cid__0_beer_name,1.0,1
idx__1397,tt__tipping_point_brewery_tavern,1,1.0
tt__tipping_point_brewery_tavern,cid__0_brew_factory_name,1.0,1
idx__1397,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1398,tn__6,1,1
tn__6,cid__0_abv,1,1
idx__1398,tt__red_emma_amber_ale,1,1.0
tt__red_emma_amber_ale,cid__0_beer_name,1.0,1
idx__1398,tt__captured_by_porches_brewing_company,1,1.0
tt__captured_by_porches_brewing_company,cid__0_brew_factory_name,1.0,1
idx__1398,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1399,tn__5,1,1.0
tn__5,cid__0_abv,1.0,1
idx__1399,tt__willimantic_fire_engine_red,1,1.0
tt__willimantic_fire_engine_red,cid__0_beer_name,1.0,1
idx__1399,tt__willimantic_brewing_co,1,1.0
tt__willimantic_brewing_co,cid__0_brew_factory_name,1.0,1
idx__1399,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1400,tn__4,1,1
tn__4,cid__0_abv,1,1
idx__1400,tt__st_peter_s_amarillo_ale,1,1.0
tt__st_peter_s_amarillo_ale,cid__0_beer_name,1.0,1
idx__1400,tt__st_peter_s_brewery_co_ltd,1,1.0
tt__st_peter_s_brewery_co_ltd,cid__0_brew_factory_name,1.0,1
idx__1400,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1401,tn__5,1,1.0
tn__5,cid__0_abv,1.0,1
idx__1401,tt__lunch_pail_ale,1,1.0
tt__lunch_pail_ale,cid__0_beer_name,1.0,1
idx__1401,tt__breaker_brewing_company,1,1.0
tt__breaker_brewing_company,cid__0_brew_factory_name,1.0,1
idx__1401,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1402,tt__amber_evl_ale,1,1.0
tt__amber_evl_ale,cid__0_beer_name,1.0,1
idx__1402,tt__ellicottville_brewing_co,1,1.0
tt__ellicottville_brewing_co,cid__0_brew_factory_name,1.0,1
idx__1402,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1403,tt__reindeer_ale,1,1.0
tt__reindeer_ale,cid__0_beer_name,1.0,1
idx__1403,tt__triple_rock_brewery_alehouse,1,1.0
tt__triple_rock_brewery_alehouse,cid__0_brew_factory_name,1.0,1
idx__1403,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1404,tt__archbishop_amber,1,1.0
tt__archbishop_amber,cid__0_beer_name,1.0,1
idx__1404,tt__st_francis_brewery_restaurant,1,1.0
tt__st_francis_brewery_restaurant,cid__0_brew_factory_name,1.0,1
idx__1404,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1405,tt__roosevelt_imperial_red,1,1.0
tt__roosevelt_imperial_red,cid__0_beer_name,1.0,1
idx__1405,tt__turner_alley_brewing,1,1.0
tt__turner_alley_brewing,cid__0_brew_factory_name,1.0,1
idx__1405,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1406,tt__victory_amber,1,1.0
tt__victory_amber,cid__0_beer_name,1.0,1
idx__1406,tt__oaken_barrel_brewing_company,1,1.0
tt__oaken_barrel_brewing_company,cid__0_brew_factory_name,1.0,1
idx__1406,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1407,tt__burnt_sugar_ale,1,1.0
tt__burnt_sugar_ale,cid__0_beer_name,1.0,1
idx__1407,tt__river_horse_brewing_co,1,1.0
tt__river_horse_brewing_co,cid__0_brew_factory_name,1.0,1
idx__1407,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1408,tn__6,1,1
tn__6,cid__0_abv,1,1
idx__1408,tt__scratch_beer_199_2015_amber_ale,1,1.0
tt__scratch_beer_199_2015_amber_ale,cid__0_beer_name,1.0,1
idx__1408,tt__tr_egs_brewing_company,1,1.0
tt__tr_egs_brewing_company,cid__0_brew_factory_name,1.0,1
idx__1408,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1409,tn__6,1,1
tn__6,cid__0_abv,1,1
idx__1409,tt__trouble_ahead_red,1,1.0
tt__trouble_ahead_red,cid__0_beer_name,1.0,1
idx__1409,tt__golden_road_brewing,1,1.0
tt__golden_road_brewing,cid__0_brew_factory_name,1.0,1
idx__1409,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1410,tn__5,1,1.0
tn__5,cid__0_abv,1.0,1
idx__1410,tt__trois_de_pique,1,1.0
tt__trois_de_pique,cid__0_beer_name,1.0,1
idx__1410,tt__linox,1,1.0
tt__linox,cid__0_brew_factory_name,1.0,1
idx__1410,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1411,tt__winter_amber_ale,1,1.0
tt__winter_amber_ale,cid__0_beer_name,1.0,1
idx__1411,tt__hops_grillhouse_brewery,1,1.0
tt__hops_grillhouse_brewery,cid__0_brew_factory_name,1.0,1
idx__1411,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1412,tn__4,1,1
tn__4,cid__0_abv,1,1
idx__1412,tt__sportsman_s_ale,1,1.0
tt__sportsman_s_ale,cid__0_beer_name,1.0,1
idx__1412,tt__uncle_buck_s_brewery_steakhouse,1,1.0
tt__uncle_buck_s_brewery_steakhouse,cid__0_brew_factory_name,1.0,1
idx__1412,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1413,tn__5,1,1.0
tn__5,cid__0_abv,1.0,1
idx__1413,tt__original_joe_s_red_ale,1,1.0
tt__original_joe_s_red_ale,cid__0_beer_name,1.0,1
idx__1413,tt__big_rock_brewery,1,1.0
tt__big_rock_brewery,cid__0_brew_factory_name,1.0,1
idx__1413,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1414,tn__4,1,1
tn__4,cid__0_abv,1,1
idx__1414,tt__pamlico_amber,1,1.0
tt__pamlico_amber,cid__0_beer_name,1.0,1
idx__1414,tt__fordham_brewing_company,1,1.0
tt__fordham_brewing_company,cid__0_brew_factory_name,1.0,1
idx__1414,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1415,tn__5,1,1.0
tn__5,cid__0_abv,1.0,1
idx__1415,tt__hop_on,1,1.0
tt__hop_on,cid__0_beer_name,1.0,1
idx__1415,tt__old_market_pub_and_brewery,1,1.0
tt__old_market_pub_and_brewery,cid__0_brew_factory_name,1.0,1
idx__1415,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1416,tn__8,1,1
tn__8,cid__0_abv,1,1
idx__1416,tt__imperial_redioactive,1,1.0
tt__imperial_redioactive,cid__0_beer_name,1.0,1
idx__1416,tt__bottle_logic_brewing,1,1.0
tt__bottle_logic_brewing,cid__0_brew_factory_name,1.0,1
idx__1416,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1417,tn__4,1,1
tn__4,cid__0_abv,1,1
idx__1417,tt__ranga_premium_red_ale,1,1.0
tt__ranga_premium_red_ale,cid__0_beer_name,1.0,1
idx__1417,tt__ranga_brewing_co,1,1.0
tt__ranga_brewing_co,cid__0_brew_factory_name,1.0,1
idx__1417,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1418,tn__4,1,1
tn__4,cid__0_abv,1,1
idx__1418,tt__kilt_lifter,1,1.0
tt__kilt_lifter,cid__0_beer_name,1.0,1
idx__1418,tt__appalachian_mountain_brewery,1,1.0
tt__appalachian_mountain_brewery,cid__0_brew_factory_name,1.0,1
idx__1418,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1419,tn__5,1,1.0
tn__5,cid__0_abv,1.0,1
idx__1419,tt__false_prophet,1,1.0
tt__false_prophet,cid__0_beer_name,1.0,1
idx__1419,tt__monkish_brewing_co,1,1.0
tt__monkish_brewing_co,cid__0_brew_factory_name,1.0,1
idx__1419,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1420,tn__6,1,1
tn__6,cid__0_abv,1,1
idx__1420,tt__red_ipa,1,1.0
tt__red_ipa,cid__0_beer_name,1.0,1
idx__1420,tt__dust_bowl_brewing_company,1,1.0
tt__dust_bowl_brewing_company,cid__0_brew_factory_name,1.0,1
idx__1420,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1421,tn__4,1,1
tn__4,cid__0_abv,1,1
idx__1421,tt__red_electric_ira,1,1.0
tt__red_electric_ira,cid__0_beer_name,1.0,1
idx__1421,tt__sasquatch_brewing_company,1,1.0
tt__sasquatch_brewing_company,cid__0_brew_factory_name,1.0,1
idx__1421,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1422,tn__6,1,1
tn__6,cid__0_abv,1,1
idx__1422,tt__salty_coconut_red_ale,1,1.0
tt__salty_coconut_red_ale,cid__0_beer_name,1.0,1
idx__1422,tt__sycamore_brewing,1,1.0
tt__sycamore_brewing,cid__0_brew_factory_name,1.0,1
idx__1422,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1423,tt__red_truck_ale,1,1.0
tt__red_truck_ale,cid__0_beer_name,1.0,1
idx__1423,tt__big_ridge_brewing_co,1,1.0
tt__big_ridge_brewing_co,cid__0_brew_factory_name,1.0,1
idx__1423,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1424,tn__5,1,1.0
tn__5,cid__0_abv,1.0,1
idx__1424,tt__oatmeal_amber,1,1.0
tt__oatmeal_amber,cid__0_beer_name,1.0,1
idx__1424,tt__john_harvard_s_brewery_ale_house,1,1.0
tt__john_harvard_s_brewery_ale_house,cid__0_brew_factory_name,1.0,1
idx__1424,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1425,tt__autumn_amber_ale,1,1.0
tt__autumn_amber_ale,cid__0_beer_name,1.0,1
idx__1425,tt__boylan_bridge_brewpub,1,1.0
tt__boylan_bridge_brewpub,cid__0_brew_factory_name,1.0,1
idx__1425,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1426,tn__9,1,1
tn__9,cid__0_abv,1,1
idx__1426,tt__jones,1,1.0
tt__jones,cid__0_beer_name,1.0,1
idx__1426,tt__pinglehead_brewing_co_brewer_s_pizza,1,1.0
tt__pinglehead_brewing_co_brewer_s_pizza,cid__0_brew_factory_name,1.0,1
idx__1426,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1427,tn__5,1,1.0
tn__5,cid__0_abv,1.0,1
idx__1427,tt__afterglow_aphrodisiac_ale,1,1.0
tt__afterglow_aphrodisiac_ale,cid__0_beer_name,1.0,1
idx__1427,tt__picaroons_brewing_co,1,1.0
tt__picaroons_brewing_co,cid__0_brew_factory_name,1.0,1
idx__1427,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1428,tn__5,1,1.0
tn__5,cid__0_abv,1.0,1
idx__1428,tt__dora_drawdy_drool,1,1.0
tt__dora_drawdy_drool,cid__0_beer_name,1.0,1
idx__1428,tt__mount_dora_brewing,1,1.0
tt__mount_dora_brewing,cid__0_brew_factory_name,1.0,1
idx__1428,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1429,tn__7,1,1
tn__7,cid__0_abv,1,1
idx__1429,tt__angry_troll_amber,1,1.0
tt__angry_troll_amber,cid__0_beer_name,1.0,1
idx__1429,tt__broken_goblet_brewing_company,1,1.0
tt__broken_goblet_brewing_company,cid__0_brew_factory_name,1.0,1
idx__1429,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1430,tn__5,1,1.0
tn__5,cid__0_abv,1.0,1
idx__1430,tt__big_life_amber,1,1.0
tt__big_life_amber,cid__0_beer_name,1.0,1
idx__1430,tt__sleeman_breweries_ltd,1,1.0
tt__sleeman_breweries_ltd,cid__0_brew_factory_name,1.0,1
idx__1430,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1431,tn__4,1,1
tn__4,cid__0_abv,1,1
idx__1431,tt__easter_ale,1,1.0
tt__easter_ale,cid__0_beer_name,1.0,1
idx__1431,tt__electric_nurse_brewtrade_sweden_ab,1,1.0
tt__electric_nurse_brewtrade_sweden_ab,cid__0_brew_factory_name,1.0,1
idx__1431,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1432,tt__antler_ale,1,1.0
tt__antler_ale,cid__0_beer_name,1.0,1
idx__1432,tt__okanagan_spring_brewery,1,1.0
tt__okanagan_spring_brewery,cid__0_brew_factory_name,1.0,1
idx__1432,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1433,tn__5,1,1.0
tn__5,cid__0_abv,1.0,1
idx__1433,tt__molly_american_red_ale,1,1.0
tt__molly_american_red_ale,cid__0_beer_name,1.0,1
idx__1433,tt__new_helvetia_brewing_company,1,1.0
tt__new_helvetia_brewing_company,cid__0_brew_factory_name,1.0,1
idx__1433,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1434,tt__route_34_red_ale,1,1.0
tt__route_34_red_ale,cid__0_beer_name,1.0,1
idx__1434,tt__rogue_s_harbor_brewing,1,1.0
tt__rogue_s_harbor_brewing,cid__0_brew_factory_name,1.0,1
idx__1434,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1435,tn__7,1,1
tn__7,cid__0_abv,1,1
idx__1435,tt__alley_way_amber,1,1.0
tt__alley_way_amber,cid__0_beer_name,1.0,1
idx__1435,tt__growlers,1,1.0
tt__growlers,cid__0_brew_factory_name,1.0,1
idx__1435,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1436,tn__6,1,1
tn__6,cid__0_abv,1,1
idx__1436,tt__mountian_goat_rare_breed_india_red_ale,1,1.0
tt__mountian_goat_rare_breed_india_red_ale,cid__0_beer_name,1.0,1
idx__1436,tt__mountain_goat_beer_pty_ltd,1,1.0
tt__mountain_goat_beer_pty_ltd,cid__0_brew_factory_name,1.0,1
idx__1436,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1437,tn__6,1,1
tn__6,cid__0_abv,1,1
idx__1437,tt__double_red,1,1.0
tt__double_red,cid__0_beer_name,1.0,1
idx__1437,tt__ice_harbor_brewing_company,1,1.0
tt__ice_harbor_brewing_company,cid__0_brew_factory_name,1.0,1
idx__1437,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1438,tn__8,1,1
tn__8,cid__0_abv,1,1
idx__1438,tt__kim_jong_ale,1,1.0
tt__kim_jong_ale,cid__0_beer_name,1.0,1
idx__1438,tt__free_will_brewing_co,1,1.0
tt__free_will_brewing_co,cid__0_brew_factory_name,1.0,1
idx__1438,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1439,tn__4,1,1
tn__4,cid__0_abv,1,1
idx__1439,tt__arvada_red,1,1.0
tt__arvada_red,cid__0_beer_name,1.0,1
idx__1439,tt__arvada_beer_company,1,1.0
tt__arvada_beer_company,cid__0_brew_factory_name,1.0,1
idx__1439,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1440,tn__4,1,1
tn__4,cid__0_abv,1,1
idx__1440,tt__first_flight_amber_ale,1,1.0
tt__first_flight_amber_ale,cid__0_beer_name,1.0,1
idx__1440,tt__flyers_restaurant_and_brewery,1,1.0
tt__flyers_restaurant_and_brewery,cid__0_brew_factory_name,1.0,1
idx__1440,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1441,tn__6,1,1
tn__6,cid__0_abv,1,1
idx__1441,tt__arctic_amber,1,1.0
tt__arctic_amber,cid__0_beer_name,1.0,1
idx__1441,tt__rivertowne_pourhouse,1,1.0
tt__rivertowne_pourhouse,cid__0_brew_factory_name,1.0,1
idx__1441,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1442,tn__4,1,1
tn__4,cid__0_abv,1,1
idx__1442,tt__river_rat_red,1,1.0
tt__river_rat_red,cid__0_beer_name,1.0,1
idx__1442,tt__riverport_brewing_company,1,1.0
tt__riverport_brewing_company,cid__0_brew_factory_name,1.0,1
idx__1442,tt__american_amber_red_ale,1,1.0
tt__american_amber_red_ale,cid__0_style,1.0,1
idx__1443,tn__5,1,1.0
tn__5,cid__0_abv,1.0,1
idx__1443,tt__derby_gurl,1,1.0
tt__derby_gurl,cid__0_beer_name,1.0,1
idx__1443,tt__device_brewing_co,1,1.0
tt__device_brewing_co,cid__0_brew_factory_name,1.0,1
idx__1443,tt__american_amber_red_ale,1,1.0
