3#__tn,3$__tt,5$__idx,1$__cid
tt__docks,cid__name,1.0,1
idx__231,tn__2129868080,1,1
tn__2129868080,cid__phone,1,1
idx__231,tt__seafood,1,1.0
tt__seafood,cid__type,1.0,1
idx__232,tt__157_duane_st_between_w_broadway_and_hudson_st,1,1.0
tt__157_duane_st_between_w_broadway_and_hudson_st,cid__addr,1.0,1
idx__232,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__232,tn__230,1,1
tn__230,cid__class,1,1
idx__232,tt__duane_park_cafe,1,1.0
tt__duane_park_cafe,cid__name,1.0,1
idx__232,tn__2127325555,1,1
tn__2127325555,cid__phone,1,1
idx__232,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__233,tt__219_w_broadway_between_franklin_and_white_sts,1,1.0
tt__219_w_broadway_between_franklin_and_white_sts,cid__addr,1.0,1
idx__233,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__233,tn__231,1,1
tn__231,cid__class,1,1
idx__233,tt__el_teddy_s,1,1.0
tt__el_teddy_s,cid__name,1.0,1
idx__233,tn__2129417070,1,1
tn__2129417070,cid__phone,1,1
idx__233,tt__mexican,1,1.0
tt__mexican,cid__type,1.0,1
idx__234,tt__1325_5th_ave_at_111th_st,1,1.0
tt__1325_5th_ave_at_111th_st,cid__addr,1.0,1
idx__234,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__234,tn__232,1,1
tn__232,cid__class,1,1
idx__234,tt__em_ily_s,1,1.0
tt__em_ily_s,cid__name,1.0,1
idx__234,tn__2129961212,1,1
tn__2129961212,cid__phone,1,1
idx__234,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__235,tt__6_e_32nd_st,1,1.0
tt__6_e_32nd_st,cid__addr,1.0,1
idx__235,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__235,tn__233,1,1
tn__233,cid__class,1,1
idx__235,tt__em_pire_korea,1,1.0
tt__em_pire_korea,cid__name,1.0,1
idx__235,tn__2127251333,1,1
tn__2127251333,cid__phone,1,1
idx__235,tt__asian,1,1.0
tt__asian,cid__type,1.0,1
idx__236,tt__2150_broadway_between_75th_and_76th_sts,1,1.0
tt__2150_broadway_between_75th_and_76th_sts,cid__addr,1.0,1
idx__236,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__236,tn__234,1,1
tn__234,cid__class,1,1
idx__236,tt__ernie_s,1,1.0
tt__ernie_s,cid__name,1.0,1
idx__236,tn__2124961588,1,1
tn__2124961588,cid__phone,1,1
idx__236,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__237,tt__1288_1st_ave_at_69th_st,1,1.0
tt__1288_1st_ave_at_69th_st,cid__addr,1.0,1
idx__237,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__237,tn__235,1,1
tn__235,cid__class,1,1
idx__237,tt__evergreen_cafe,1,1.0
tt__evergreen_cafe,cid__name,1.0,1
idx__237,tn__2127443266,1,1
tn__2127443266,cid__phone,1,1
idx__237,tt__asian,1,1.0
tt__asian,cid__type,1.0,1
idx__238,tt__39_desbrosses_st_near_west_st,1,1.0
tt__39_desbrosses_st_near_west_st,cid__addr,1.0,1
idx__238,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__238,tn__236,1,1
tn__236,cid__class,1,1
idx__238,tt__f_ille_ponte_ristorante,1,1.0
tt__f_ille_ponte_ristorante,cid__name,1.0,1
idx__238,tn__2122264621,1,1
tn__2122264621,cid__phone,1,1
idx__238,tt__italian,1,1.0
tt__italian,cid__type,1.0,1
idx__239,tt__340_w_broadway_at_grand_st,1,1.0
tt__340_w_broadway_at_grand_st,cid__addr,1.0,1
idx__239,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__239,tn__237,1,1
tn__237,cid__class,1,1
idx__239,tt__felix,1,1.0
tt__felix,cid__name,1.0,1
idx__239,tn__2124310021,1,1
tn__2124310021,cid__phone,1,1
idx__239,tt__french,1,1.0
tt__french,cid__type,1.0,1
idx__240,tt__29_e_65th_st,1,1.0
tt__29_e_65th_st,cid__addr,1.0,1
idx__240,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__240,tn__238,1,1
tn__238,cid__class,1,1
idx__240,tt__ferrier,1,1.0
tt__ferrier,cid__name,1.0,1
idx__240,tn__2127729000,1,1
tn__2127729000,cid__phone,1,1
idx__240,tt__french,1,1.0
tt__french,cid__type,1.0,1
idx__241,tt__57_e_57th_st,1,1.0
tt__57_e_57th_st,cid__addr,1.0,1
idx__241,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__241,tn__239,1,1
tn__239,cid__class,1,1
idx__241,tt__fifty_seven_fifty_seven,1,1.0
tt__fifty_seven_fifty_seven,cid__name,1.0,1
idx__241,tn__2127585757,1,1
tn__2127585757,cid__phone,1,1
idx__241,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__242,tt__635_9th_ave_between_44th_and_45th_sts,1,1.0
tt__635_9th_ave_between_44th_and_45th_sts,cid__addr,1.0,1
idx__242,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__242,tn__240,1,1
tn__240,cid__class,1,1
idx__242,tt__film_center_cafe,1,1.0
tt__film_center_cafe,cid__name,1.0,1
idx__242,tn__2122622525,1,1
tn__2122622525,cid__phone,1,1
idx__242,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__243,tt__1900_broadway_between_63rd_and_64th_sts,1,1.0
tt__1900_broadway_between_63rd_and_64th_sts,cid__addr,1.0,1
idx__243,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__243,tn__241,1,1
tn__241,cid__class,1,1
idx__243,tt__fiorello_s_roman_cafe,1,1.0
tt__fiorello_s_roman_cafe,cid__name,1.0,1
idx__243,tn__2125955330,1,1
tn__2125955330,cid__phone,1,1
idx__243,tt__italian,1,1.0
tt__italian,cid__type,1.0,1
idx__244,tt__522_columbus_ave_between_85th_and_86th_sts,1,1.0
tt__522_columbus_ave_between_85th_and_86th_sts,cid__addr,1.0,1
idx__244,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__244,tn__242,1,1
tn__242,cid__class,1,1
idx__244,tt__firehouse,1,1.0
tt__firehouse,cid__name,1.0,1
idx__244,tn__2125953139,1,1
tn__2125953139,cid__phone,1,1
idx__244,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__245,tt__87_1st_ave_between_5th_and_6th_sts,1,1.0
tt__87_1st_ave_between_5th_and_6th_sts,cid__addr,1.0,1
idx__245,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__245,tn__243,1,1
tn__243,cid__class,1,1
idx__245,tt__first,1,1.0
tt__first,cid__name,1.0,1
idx__245,tn__2126743823,1,1
tn__2126743823,cid__phone,1,1
idx__245,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__246,tt__73_w_71st_st,1,1.0
tt__73_w_71st_st,cid__addr,1.0,1
idx__246,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__246,tn__244,1,1
tn__244,cid__class,1,1
idx__246,tt__fishin_eddie,1,1.0
tt__fishin_eddie,cid__name,1.0,1
idx__246,tn__2128743474,1,1
tn__2128743474,cid__phone,1,1
idx__246,tt__seafood,1,1.0
tt__seafood,cid__type,1.0,1
idx__247,tt__348_e_62nd_st,1,1.0
tt__348_e_62nd_st,cid__addr,1.0,1
idx__247,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__247,tn__245,1,1
tn__245,cid__class,1,1
idx__247,tt__fleur_de_jour,1,1.0
tt__fleur_de_jour,cid__name,1.0,1
idx__247,tn__2123552020,1,1
tn__2123552020,cid__phone,1,1
idx__247,tt__coffee_bar,1,1.0
tt__coffee_bar,cid__type,1.0,1
idx__248,tt__21_west_17th_st_between_5th_and_6th_aves,1,1.0
tt__21_west_17th_st_between_5th_and_6th_aves,cid__addr,1.0,1
idx__248,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__248,tn__246,1,1
tn__246,cid__class,1,1
idx__248,tt__flowers,1,1.0
tt__flowers,cid__name,1.0,1
idx__248,tn__2126918888,1,1
tn__2126918888,cid__phone,1,1
idx__248,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__249,tt__6_w_24th_st,1,1.0
tt__6_w_24th_st,cid__addr,1.0,1
idx__249,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__249,tn__247,1,1
tn__247,cid__class,1,1
idx__249,tt__follonico,1,1.0
tt__follonico,cid__name,1.0,1
idx__249,tn__2126916359,1,1
tn__2126916359,cid__phone,1,1
idx__249,tt__italian,1,1.0
tt__italian,cid__type,1.0,1
idx__250,tt__54_pearl_st_at_broad_st,1,1.0
tt__54_pearl_st_at_broad_st,cid__addr,1.0,1
idx__250,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__250,tn__248,1,1
tn__248,cid__class,1,1
idx__250,tt__fraunces_tavern,1,1.0
tt__fraunces_tavern,cid__name,1.0,1
idx__250,tn__2122690144,1,1
tn__2122690144,cid__phone,1,1
idx__250,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__251,tt__458_6th_ave_at_11th_st,1,1.0
tt__458_6th_ave_at_11th_st,cid__addr,1.0,1
idx__251,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__251,tn__249,1,1
tn__249,cid__class,1,1
idx__251,tt__french_roast,1,1.0
tt__french_roast,cid__name,1.0,1
idx__251,tn__2125332233,1,1
tn__2125332233,cid__phone,1,1
idx__251,tt__french,1,1.0
tt__french,cid__type,1.0,1
idx__252,tt__2340_broadway_at_85th_st,1,1.0
tt__2340_broadway_at_85th_st,cid__addr,1.0,1
idx__252,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__252,tn__250,1,1
tn__250,cid__class,1,1
idx__252,tt__french_roast_cafe,1,1.0
tt__french_roast_cafe,cid__name,1.0,1
idx__252,tn__2127991533,1,1
tn__2127991533,cid__phone,1,1
idx__252,tt__coffee_bar,1,1.0
tt__coffee_bar,cid__type,1.0,1
idx__253,tt__402_w_43rd_st_off_9th_ave,1,1.0
tt__402_w_43rd_st_off_9th_ave,cid__addr,1.0,1
idx__253,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__253,tn__251,1,1
tn__251,cid__class,1,1
idx__253,tt__frico_bar,1,1.0
tt__frico_bar,cid__name,1.0,1
idx__253,tn__2125647272,1,1
tn__2125647272,cid__phone,1,1
idx__253,tt__italian,1,1.0
tt__italian,cid__type,1.0,1
idx__254,tt__467_columbus_ave_between_82nd_and_83rd_sts,1,1.0
tt__467_columbus_ave_between_82nd_and_83rd_sts,cid__addr,1.0,1
idx__254,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__254,tn__252,1,1
tn__252,cid__class,1,1
idx__254,tt__fujiyama_mama,1,1.0
tt__fujiyama_mama,cid__name,1.0,1
idx__254,tn__2127691144,1,1
tn__2127691144,cid__phone,1,1
idx__254,tt__asian,1,1.0
tt__asian,cid__type,1.0,1
idx__255,tt__685_amsterdam_ave_at_93rd_st,1,1.0
tt__685_amsterdam_ave_at_93rd_st,cid__addr,1.0,1
idx__255,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__255,tn__253,1,1
tn__253,cid__class,1,1
idx__255,tt__gabriela_s,1,1.0
tt__gabriela_s,cid__name,1.0,1
idx__255,tn__2129610574,1,1
tn__2129610574,cid__phone,1,1
idx__255,tt__mexican,1,1.0
tt__mexican,cid__type,1.0,1
idx__256,tt__228_w_52nd_st,1,1.0
tt__228_w_52nd_st,cid__addr,1.0,1
idx__256,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__256,tn__254,1,1
tn__254,cid__class,1,1
idx__256,tt__gallagher_s,1,1.0
tt__gallagher_s,cid__name,1.0,1
idx__256,tn__2122455336,1,1
tn__2122455336,cid__phone,1,1
idx__256,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__257,tt__15_fulton_st,1,1.0
tt__15_fulton_st,cid__addr,1.0,1
idx__257,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__257,tn__255,1,1
tn__255,cid__class,1,1
idx__257,tt__gianni_s,1,1.0
tt__gianni_s,cid__name,1.0,1
idx__257,tn__2126087300,1,1
tn__2126087300,cid__phone,1,1
idx__257,tt__seafood,1,1.0
tt__seafood,cid__type,1.0,1
idx__258,tt__208_e_58th_st_between_2nd_and_3rd_aves,1,1.0
tt__208_e_58th_st_between_2nd_and_3rd_aves,cid__addr,1.0,1
idx__258,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__258,tn__256,1,1
tn__256,cid__class,1,1
idx__258,tt__girafe,1,1.0
tt__girafe,cid__name,1.0,1
idx__258,tn__2127523054,1,1
tn__2127523054,cid__phone,1,1
idx__258,tt__italian,1,1.0
tt__italian,cid__type,1.0,1
idx__259,tt__33_93_2nd_ave_between_5th_and_6th_sts,1,1.0
tt__33_93_2nd_ave_between_5th_and_6th_sts,cid__addr,1.0,1
idx__259,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__259,tn__257,1,1
tn__257,cid__class,1,1
idx__259,tt__global,1,1.0
tt__global,cid__name,1.0,1
idx__259,tn__2124778427,1,1
tn__2124778427,cid__phone,1,1
idx__259,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__260,tt__18_e_broadway_at_catherine_st,1,1.0
tt__18_e_broadway_at_catherine_st,cid__addr,1.0,1
idx__260,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__260,tn__258,1,1
tn__258,cid__class,1,1
idx__260,tt__golden_unicorn,1,1.0
tt__golden_unicorn,cid__name,1.0,1
idx__260,tn__2129410911,1,1
tn__2129410911,cid__phone,1,1
idx__260,tt__asian,1,1.0
tt__asian,cid__type,1.0,1
idx__261,tt__228_thompson_st_between_w_3rd_and_bleecker_sts,1,1.0
tt__228_thompson_st_between_w_3rd_and_bleecker_sts,cid__addr,1.0,1
idx__261,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__261,tn__259,1,1
tn__259,cid__class,1,1
idx__261,tt__grand_ticino,1,1.0
tt__grand_ticino,cid__name,1.0,1
idx__261,tn__2127775922,1,1
tn__2127775922,cid__phone,1,1
idx__261,tt__italian,1,1.0
tt__italian,cid__type,1.0,1
idx__262,tt__151_w_54th_st_in_the_rihga_royal_hotel,1,1.0
tt__151_w_54th_st_in_the_rihga_royal_hotel,cid__addr,1.0,1
idx__262,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__262,tn__260,1,1
tn__260,cid__class,1,1
idx__262,tt__halcyon,1,1.0
tt__halcyon,cid__name,1.0,1
idx__262,tn__2124688888,1,1
tn__2124688888,cid__phone,1,1
idx__262,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__263,tt__221_w_57th_st,1,1.0
tt__221_w_57th_st,cid__addr,1.0,1
idx__263,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__263,tn__261,1,1
tn__261,cid__class,1,1
idx__263,tt__hard_rock_cafe,1,1.0
tt__hard_rock_cafe,cid__name,1.0,1
idx__263,tn__2124896565,1,1
tn__2124896565,cid__phone,1,1
idx__263,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__264,tt__1340_1st_ave_at_72nd_st,1,1.0
tt__1340_1st_ave_at_72nd_st,cid__addr,1.0,1
idx__264,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__264,tn__262,1,1
tn__262,cid__class,1,1
idx__264,tt__hilife_restaurant_and_lounge,1,1.0
tt__hilife_restaurant_and_lounge,cid__name,1.0,1
idx__264,tn__2122493600,1,1
tn__2122493600,cid__phone,1,1
idx__264,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__265,tt__20_cornelia_st_between_bleecker_and_w_4th_st,1,1.0
tt__20_cornelia_st_between_bleecker_and_w_4th_st,cid__addr,1.0,1
idx__265,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__265,tn__263,1,1
tn__263,cid__class,1,1
idx__265,tt__home,1,1.0
tt__home,cid__name,1.0,1
idx__265,tn__2122439579,1,1
tn__2122439579,cid__phone,1,1
idx__265,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__266,tt__4_world_financial_center,1,1.0
tt__4_world_financial_center,cid__addr,1.0,1
idx__266,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__266,tn__264,1,1
tn__264,cid__class,1,1
idx__266,tt__hudson_river_club,1,1.0
tt__hudson_river_club,cid__name,1.0,1
idx__266,tn__2127861500,1,1
tn__2127861500,cid__phone,1,1
idx__266,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__267,tt__122_e_27th_st_between_lexington_and_park_aves,1,1.0
tt__122_e_27th_st_between_lexington_and_park_aves,cid__addr,1.0,1
idx__267,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__267,tn__265,1,1
tn__265,cid__class,1,1
idx__267,tt__i_trulli,1,1.0
tt__i_trulli,cid__name,1.0,1
idx__267,tn__2124817372,1,1
tn__2124817372,cid__phone,1,1
idx__267,tt__italian,1,1.0
tt__italian,cid__type,1.0,1
idx__268,tt__125_mulberry_st_between_canal_and_hester_sts,1,1.0
tt__125_mulberry_st_between_canal_and_hester_sts,cid__addr,1.0,1
idx__268,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__268,tn__266,1,1
tn__266,cid__class,1,1
idx__268,tt__il_cortile,1,1.0
tt__il_cortile,cid__name,1.0,1
idx__268,tn__2122266060,1,1
tn__2122266060,cid__phone,1,1
idx__268,tt__italian,1,1.0
tt__italian,cid__type,1.0,1
idx__269,tt__492_broome_st_near_w_broadway,1,1.0
tt__492_broome_st_near_w_broadway,cid__addr,1.0,1
idx__269,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__269,tn__268,1,1
tn__268,cid__class,1,1
idx__269,tt__inca_grill,1,1.0
tt__inca_grill,cid__name,1.0,1
idx__269,tn__2129663371,1,1
tn__2129663371,cid__phone,1,1
idx__269,tt__latin_american,1,1.0
tt__latin_american,cid__type,1.0,1
idx__270,tt__430_lafayette_st_between_4th_st_and_astor_pl,1,1.0
tt__430_lafayette_st_between_4th_st_and_astor_pl,cid__addr,1.0,1
idx__270,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__270,tn__269,1,1
tn__269,cid__class,1,1
idx__270,tt__indochine,1,1.0
tt__indochine,cid__name,1.0,1
idx__270,tn__2125055111,1,1
tn__2125055111,cid__phone,1,1
idx__270,tt__asian,1,1.0
tt__asian,cid__type,1.0,1
idx__271,tt__82_e_3rd_st_between_1st_and_2nd_aves,1,1.0
tt__82_e_3rd_st_between_1st_and_2nd_aves,cid__addr,1.0,1
idx__271,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__271,tn__270,1,1
tn__270,cid__class,1,1
idx__271,tt__internet_cafe,1,1.0
tt__internet_cafe,cid__name,1.0,1
idx__271,tn__2126140747,1,1
tn__2126140747,cid__phone,1,1
idx__271,tt__coffee_bar,1,1.0
tt__coffee_bar,cid__type,1.0,1
idx__272,tt__13_w_46th_st,1,1.0
tt__13_w_46th_st,cid__addr,1.0,1
idx__272,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__272,tn__271,1,1
tn__271,cid__class,1,1
idx__272,tt__ipanema,1,1.0
tt__ipanema,cid__name,1.0,1
idx__272,tn__2127305848,1,1
tn__2127305848,cid__phone,1,1
idx__272,tt__latin_american,1,1.0
tt__latin_american,cid__type,1.0,1
idx__273,tt__68_w_58th_st,1,1.0
tt__68_w_58th_st,cid__addr,1.0,1
idx__273,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__273,tn__272,1,1
tn__272,cid__class,1,1
idx__273,tt__jean_lafitte,1,1.0
tt__jean_lafitte,cid__name,1.0,1
idx__273,tn__2127512323,1,1
tn__2127512323,cid__phone,1,1
idx__273,tt__french,1,1.0
tt__french,cid__type,1.0,1
idx__274,tt__15_w_44th_st,1,1.0
tt__15_w_44th_st,cid__addr,1.0,1
idx__274,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__274,tn__273,1,1
tn__273,cid__class,1,1
idx__274,tt__jewel_of_india,1,1.0
tt__jewel_of_india,cid__name,1.0,1
idx__274,tn__2128695544,1,1
tn__2128695544,cid__phone,1,1
idx__274,tt__asian,1,1.0
tt__asian,cid__type,1.0,1
idx__275,tt__219_e_44th_st_between_2nd_and_3rd_aves,1,1.0
tt__219_e_44th_st_between_2nd_and_3rd_aves,cid__addr,1.0,1
idx__275,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__275,tn__274,1,1
tn__274,cid__class,1,1
idx__275,tt__jimmy_sung_s,1,1.0
tt__jimmy_sung_s,cid__name,1.0,1
idx__275,tn__2126825678,1,1
tn__2126825678,cid__phone,1,1
idx__275,tt__asian,1,1.0
tt__asian,cid__type,1.0,1
idx__276,tt__326_w_46th_st,1,1.0
tt__326_w_46th_st,cid__addr,1.0,1
idx__276,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__276,tn__275,1,1
tn__275,cid__class,1,1
idx__276,tt__joe_allen,1,1.0
tt__joe_allen,cid__name,1.0,1
idx__276,tn__2125816464,1,1
tn__2125816464,cid__phone,1,1
idx__276,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__277,tt__152_w_52nd_st,1,1.0
tt__152_w_52nd_st,cid__addr,1.0,1
idx__277,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__277,tn__276,1,1
tn__276,cid__class,1,1
idx__277,tt__judson_grill,1,1.0
tt__judson_grill,cid__name,1.0,1
idx__277,tn__2125825252,1,1
tn__2125825252,cid__phone,1,1
idx__277,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__278,tt__227_e_67th_st,1,1.0
tt__227_e_67th_st,cid__addr,1.0,1
idx__278,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__278,tn__277,1,1
tn__277,cid__class,1,1
idx__278,tt__l_absinthe,1,1.0
tt__l_absinthe,cid__name,1.0,1
idx__278,tn__2127944950,1,1
tn__2127944950,cid__phone,1,1
idx__278,tt__french,1,1.0
tt__french,cid__type,1.0,1
idx__279,tt__1191_1st_ave_between_64th_and_65th_sts,1,1.0
tt__1191_1st_ave_between_64th_and_65th_sts,cid__addr,1.0,1
idx__279,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__279,tn__278,1,1
tn__278,cid__class,1,1
idx__279,tt__l_auberge,1,1.0
tt__l_auberge,cid__name,1.0,1
idx__279,tn__2122888791,1,1
tn__2122888791,cid__phone,1,1
idx__279,tt__middle_eastern,1,1.0
tt__middle_eastern,cid__type,1.0,1
idx__280,tt__310_w_4th_st_between_w_12th_and_bank_sts,1,1.0
tt__310_w_4th_st_between_w_12th_and_bank_sts,cid__addr,1.0,1
idx__280,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__280,tn__279,1,1
tn__279,cid__class,1,1
idx__280,tt__l_auberge_du_midi,1,1.0
tt__l_auberge_du_midi,cid__name,1.0,1
idx__280,tn__2122424705,1,1
tn__2122424705,cid__phone,1,1
idx__280,tt__french,1,1.0
tt__french,cid__type,1.0,1
idx__281,tt__432_lafayette_st_near_astor_pl,1,1.0
tt__432_lafayette_st_near_astor_pl,cid__addr,1.0,1
idx__281,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__281,tn__280,1,1
tn__280,cid__class,1,1
idx__281,tt__l_udo,1,1.0
tt__l_udo,cid__name,1.0,1
idx__281,tn__2123880978,1,1
tn__2123880978,cid__phone,1,1
idx__281,tt__french,1,1.0
tt__french,cid__type,1.0,1
idx__282,tt__4_w_49th_st,1,1.0
tt__4_w_49th_st,cid__addr,1.0,1
idx__282,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__282,tn__281,1,1
tn__281,cid__class,1,1
idx__282,tt__la_reserve,1,1.0
tt__la_reserve,cid__name,1.0,1
idx__282,tn__2122472993,1,1
tn__2122472993,cid__phone,1,1
idx__282,tt__french,1,1.0
tt__french,cid__type,1.0,1
idx__283,tt__168_1st_ave_between_10th_and_11th_sts,1,1.0
tt__168_1st_ave_between_10th_and_11th_sts,cid__addr,1.0,1
idx__283,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__283,tn__282,1,1
tn__282,cid__class,1,1
idx__283,tt__lanza_restaurant,1,1.0
tt__lanza_restaurant,cid__name,1.0,1
idx__283,tn__2126747014,1,1
tn__2126747014,cid__phone,1,1
idx__283,tt__italian,1,1.0
tt__italian,cid__type,1.0,1
idx__284,tt__361_w_46th_st,1,1.0
tt__361_w_46th_st,cid__addr,1.0,1
idx__284,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__284,tn__283,1,1
tn__283,cid__class,1,1
idx__284,tt__lattanzi_ristorante,1,1.0
tt__lattanzi_ristorante,cid__name,1.0,1
idx__284,tn__2123150980,1,1
tn__2123150980,cid__phone,1,1
idx__284,tt__italian,1,1.0
tt__italian,cid__type,1.0,1
idx__285,tt__211_w_broadway_at_franklin_st,1,1.0
tt__211_w_broadway_at_franklin_st,cid__addr,1.0,1
idx__285,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__285,tn__284,1,1
tn__284,cid__class,1,1
idx__285,tt__layla,1,1.0
tt__layla,cid__name,1.0,1
idx__285,tn__2124310700,1,1
tn__2124310700,cid__phone,1,1
idx__285,tt__middle_eastern,1,1.0
tt__middle_eastern,cid__type,1.0,1
idx__286,tt__106_e_57th_st,1,1.0
tt__106_e_57th_st,cid__addr,1.0,1
idx__286,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__286,tn__285,1,1
tn__285,cid__class,1,1
idx__286,tt__le_chantilly,1,1.0
tt__le_chantilly,cid__name,1.0,1
idx__286,tn__2127512931,1,1
tn__2127512931,cid__phone,1,1
idx__286,tt__french,1,1.0
tt__french,cid__type,1.0,1
idx__287,tt__149_e_57th_st,1,1.0
tt__149_e_57th_st,cid__addr,1.0,1
idx__287,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__287,tn__286,1,1
tn__286,cid__class,1,1
idx__287,tt__le_colonial,1,1.0
tt__le_colonial,cid__name,1.0,1
idx__287,tn__2127520808,1,1
tn__2127520808,cid__phone,1,1
idx__287,tt__asian,1,1.0
tt__asian,cid__type,1.0,1
idx__288,tt__50_macdougal_st_between_houston_and_prince_sts,1,1.0
tt__50_macdougal_st_between_houston_and_prince_sts,cid__addr,1.0,1
idx__288,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__288,tn__287,1,1
tn__287,cid__class,1,1
idx__288,tt__le_gamin,1,1.0
tt__le_gamin,cid__name,1.0,1
idx__288,tn__2122544678,1,1
tn__2122544678,cid__phone,1,1
idx__288,tt__coffee_bar,1,1.0
tt__coffee_bar,cid__type,1.0,1
idx__289,tt__25_cleveland_pl_near_spring_st,1,1.0
tt__25_cleveland_pl_near_spring_st,cid__addr,1.0,1
idx__289,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__289,tn__288,1,1
tn__288,cid__class,1,1
idx__289,tt__le_jardin,1,1.0
tt__le_jardin,cid__name,1.0,1
idx__289,tn__2123439599,1,1
tn__2123439599,cid__phone,1,1
idx__289,tt__french,1,1.0
tt__french,cid__type,1.0,1
idx__290,tt__168_w_18th_st,1,1.0
tt__168_w_18th_st,cid__addr,1.0,1
idx__290,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__290,tn__289,1,1
tn__289,cid__class,1,1
idx__290,tt__le_madri,1,1.0
