author_1,author_2,author_3,author_4,title,venue,year
raghu_ramakrishnan,hector_garciamolina,gerhard_rossbach,abraham_silberschatz,scientific_journals_extinction_or_explosion_panel,very_large_data_bases,1995
norman_w_paton,carole_a_goble,nan,nan,information_management_for_genome_level_bioinformatics,very_large_data_bases,2001
alin_deutsch,lucian_popa,val_tannen,nan,physical_data_independenc_constraint_and_optimization_with_universal_plans,very_large_data_bases,1999
junmin_gu,torben_bach_pedersen,arie_shoshani,nan,olap_powerful_and_easytouse_federations_of_olap_and_object_databases,very_large_data_bases,2000
hongjun_lu,rudy_setiono,huan_liu,nan,neurorule_a_connectionist_approach_to_data_mining,very_large_data_bases,1995
henry_f_korth,nan,nan,nan,the_double_life_of_the_transaction_abstraction_fundamental_principle_and_evolving_system_concept,very_large_data_bases,1995
frank_leymann,nan,nan,nan,managing_business_processes_via_workflow_technology,very_large_data_bases,2001
ambuj_shatdal,chander_kant,jeffrey_f_naughton,nan,cache_conscious_algorithms_for_relational_query_processing,very_large_data_bases,1994
minos_n_garofalakis,banu_214zden,abraham_silberschatz,nan,resource_scheduling_in_enhanced_payperview_continuous_media_databases,very_large_data_bases,1997
wei_wang,jiong_yang,richard_r_muntz,nan,sting_a_statistical_information_grid_approach_to_spatial_data_mining,very_large_data_bases,1997
chaitanya_k_baru,nan,nan,nan,performance_of_future_database_systems_bottlenecks_and_bonananzas,very_large_data_bases,1996
peter_scheuermann,junho_shim,radek_vingralek,nan,watchman_a_data_warehouse_intelligent_cache_manager,very_large_data_bases,1996
h_v_jagadish,nick_koudas,s_muthukrishnan,nan,mining_deviants_in_a_time_series_database,very_large_data_bases,1999
evangelos_zirintsis,graham_n_c_kirby,ronald_morrison,nan,hyperprogramming_in_java,very_large_data_bases,1999
gopalan_arun,ashok_joshi,nan,nan,koda_the_architecture_and_interface_of_a_data_model_independent_kernel,very_large_data_bases,1998
peter_fankhauser,georges_gardarin,m_lopez,j_mu241oz,experiences_in_federated_databases_from_irodb_to_miroweb,very_large_data_bases,1998
jian_yang,kamalakar_karlapalem,qing_li,nan,algorithms_for_materialized_view_design_in_data_warehousing_environment,very_large_data_bases,1997
dimitri_theodoratos,timos_k_sellis,nan,nan,data_warehouse_configuration,very_large_data_bases,1997
thomas_seidl,hanspeter_kriegel,nan,nan,efficient_useradaptable_similarity_search_in_large_multimedia_databases,very_large_data_bases,1997
daniela_florescu,daphne_koller,alon_y_levy,nan,using_probabilistic_information_in_data_integration,very_large_data_bases,1997
arjan_pellenkoft,c233sar_a_galindolegaria,martin_l_kersten,nan,the_complexity_of_transformationbased_join_enumeration,very_large_data_bases,1997
steven_d_whitehead,himanshu_sinha,michael_murphy,nan,gte_superpages_using_ir_techniques_for_searching_complex_objects,very_large_data_bases,1997
soumen_chakrabarti,byron_dom,rakesh_agrawal,prabhakar_raghavan,using_taxonom_discriminant_and_signatures_for_navigating_in_text_databases,very_large_data_bases,1997
timos_k_sellis,nick_roussopoulos,christos_faloutsos,nan,multidimensional_access_methods_trees_have_grown_everywhere,very_large_data_bases,1997
peter_c_lockemann,ulrike_k246lsch,arne_koschel,ralf_kramer,the_network_as_a_global_database_challenges_of_interoperabilit_proactivit_interactivenes_legacy,very_large_data_bases,1997
achim_kraiss,gerhard_weikum,nan,nan,vertical_data_migration_in_large_nearline_document_archives_based_on_markovchain_predictions,very_large_data_bases,1997
peter_triantafillou,thomas_papadakis,nan,nan,ondemand_data_elevation_in_hierarchical_multimedia_storage_servers,very_large_data_bases,1997
vasilis_vassalos,yannis_papakonstantinou,nan,nan,describing_and_using_query_capabilities_of_heterogeneous_sources,very_large_data_bases,1997
phillip_b_gibbons,yossi_matias,viswanath_poosala,nan,fast_incremental_maintenance_of_approximate_histograms,very_large_data_bases,1997
wensyan_li,k_sel231uk_candan,kyoji_hirata,yoshinori_hara,facilitating_multimedia_database_exploration_through_visual_interfaces_and_perpetual_query_reformulations,very_large_data_bases,1997
sven_helmer,guido_moerkotte,nan,nan,evaluation_of_main_memory_join_algorithms_for_joins_with_set_comparison_join_predicates,very_large_data_bases,1997
andr233_eickler,alfons_kemper,donald_kossmann,nan,finding_data_in_the_neighborhood,very_large_data_bases,1997
hannu_toivonen,nan,nan,nan,sampling_large_databases_for_association_rules,very_large_data_bases,1996
curtis_e_dyreson,nan,nan,nan,information_retrieval_from_an_incomplete_data_cube,very_large_data_bases,1996
christos_faloutsos,yossi_matias,abraham_silberschatz,nan,modeling_skewed_distribution_using_multifractals_and_the_8020_law,very_large_data_bases,1996
sriram_padmanabhan,nan,nan,nan,extracting_large_data_sets_using_db2_parallel_edition,very_large_data_bases,1996
yasushi_ogawa,nan,nan,nan,effective_efficient_document_ranking_without_using_a_large_lexicon,very_large_data_bases,1996
viswanath_poosala,yannis_e_ioannidis,nan,nan,estimation_of_queryresult_distribution_and_its_application_in_paralleljoin_load_balancing,very_large_data_bases,1996
swarup_acharya,michael_j_franklin,stanley_b_zdonik,nan,disseminating_updates_on_broadcast_disks,very_large_data_bases,1996
umang_gupta,nan,nan,nan,the_changing_landscape_of_the_software_industry_and_its_implications_for_india,very_large_data_bases,1996
dieter_gawlick,nan,nan,nan,scalablity_and_availability_in_oracle7_73,very_large_data_bases,1996
surajit_chaudhuri,kyuseok_shim,nan,nan,optimization_of_queries_with_userdefined_predicates,very_large_data_bases,1996
shaul_dar,michael_j_franklin,bj246rn_222243r_j243nsson,divesh_srivastava,semantic_data_caching_and_replacement,very_large_data_bases,1996
vijay_v_raghavan,nan,nan,nan,loading_the_data_warehouse_across_various_parallel_architectures,very_large_data_bases,1996
luc_bouganim,daniela_florescu,patrick_valduriez,nan,dynamic_load_balancing_in_hierarchical_parallel_database_systems,very_large_data_bases,1996
sin_yeung_lee,tok_wang_ling,nan,nan,further_improvements_on_integrity_constraint_checking_for_stratifiable_deductive_databases,very_large_data_bases,1996
alon_y_levy,nan,nan,nan,obtaining_complete_answers_from_incomplete_databases,very_large_data_bases,1996
r_ramakrishnan,d_janaki_ram,nan,nan,modeling_design_versions,very_large_data_bases,1996
luisfelipe_cabrera,robert_rees,wayne_hineman,nan,applying_database_technology_in_the_adsm_mass_storage_system,very_large_data_bases,1995
kazuhiko_mogi,masaru_kitsuregawa,nan,nan,hot_block_clustering_for_disk_arrays_with_dynamic_striping,very_large_data_bases,1995
staffan_flodin,tore_risch,nan,nan,processing_objectoriented_queries_with_invertible_late_bound_functions,very_large_data_bases,1995
markus_tresch,neal_palmer,allen_luniewski,nan,type_classification_of_semistructured_documents,very_large_data_bases,1995
ramakrishnan_srikant,rakesh_agrawal,nan,nan,mining_generalized_association_rules,very_large_data_bases,1995
leonard_j_seligman,nicholas_j_belkin,erich_j_neuhold,michael_stonebraker,metrics_for_accessing_heterogeneous_data_is_there_any_hope_panel,very_large_data_bases,1995
stuart_e_madnick,nan,nan,nan,from_vldb_to_vmldb_very_many_large_data_bases_dealing_with_largescale_semantic_heterogenity,very_large_data_bases,1995
marcel_kornacker,douglas_banks,nan,nan,highconcurrency_locking_in_rtrees,very_large_data_bases,1995
harry_leslie,rohit_jain,dave_birdsall,hedieh_yaghmai,efficient_search_of_multidimensional_btrees,very_large_data_bases,1995
georgios_evangelidis,david_b_lomet,betty_salzberg,nan,the_hbptree_a_modified_hbtree_supporting_concurrenc_recovery_and_node_consolidation,very_large_data_bases,1995
eric_simon,angelika_kotz_dittrich,nan,nan,promises_and_realities_of_active_database_systems,very_large_data_bases,1995
andreas_reuter,stefano_ceri,jim_gray,betty_salzberg,databases_and_workflow_management_what_is_it_all_about_panel,very_large_data_bases,1995
tor_didriksen,c233sar_a_galindolegaria,eirik_dahle,nan,database_decentralization_a_practical_approach,very_large_data_bases,1995
surajit_chaudhuri,shahram_ghandeharizadeh,cyrus_shahabi,nan,retrieval_of_composite_multimedia_objects,very_large_data_bases,1995
christian_kalus,peter_dadam,nan,nan,flexible_relations_operational_support_of_variant_relational_structures,very_large_data_bases,1995
fabrizio_ferrandina,thorsten_meyer,roberto_zicari,guy_ferran,schema_and_database_evolution_in_the_o2_object_database_system,very_large_data_bases,1995
christos_faloutsos,volker_gaede,nan,nan,analysis_of_ndimensional_quadtrees_using_the_hausdorff_fractal_dimension,very_large_data_bases,1996
dan_suciu,nan,nan,nan,implementation_and_analysis_of_a_parallel_collection_query_language,very_large_data_bases,1996
georges_gardarin,fei_sha,zhaohui_tang,nan,calibrating_the_query_optimizer_cost_model_of_irod_an_objectoriented_federated_database_system,very_large_data_bases,1996
ron_sacksdavis,nan,nan,nan,the_structured_information_manager_a_database_system_for_sgml_documents,very_large_data_bases,1996
boris_klots,nan,nan,nan,cache_coherency_in_oracle_parallel_server,very_large_data_bases,1996
georges_gardarin,jeanrobert_gruser,zhaohui_tang,nan,costbased_selection_of_path_expression_processing_algorithms_in_objectoriented_databases,very_large_data_bases,1996
yannis_papakonstantinou,serge_abiteboul,hector_garciamolina,nan,object_fusion_in_mediator_systems,very_large_data_bases,1996
ashish_gupta,inderpal_singh_mumick,nan,nan,what_is_the_data_warehousing_problem_are_materialized_views_the_answer,very_large_data_bases,1996
takeshi_fukuda,yasuhiko_morimoto,shinichi_morishita,takeshi_tokuyama,constructing_efficient_decision_trees_by_using_optimized_numeric_association_rules,very_large_data_bases,1996
yannis_e_ioannidis,miron_livny,s_gupta,nagavamsi_ponnekanti,zoo_a_desktop_experiment_management_environment,very_large_data_bases,1996
flip_korn,nikolaos_sidiropoulos,christos_faloutsos,eliot_siegel,fast_nearest_neighbor_search_in_medical_image_databases,very_large_data_bases,1996
amit_shukla,prasad_deshpande,jeffrey_f_naughton,karthikeyan_ramasamy,storage_estimation_for_multidimensional_aggregates_in_the_presence_of_hierarchies,very_large_data_bases,1996
john_c_shafer,rakesh_agrawal,manish_mehta,nan,sprint_a_scalable_parallel_classifier_for_data_mining,very_large_data_bases,1996
amit_p_sheth,nan,nan,nan,bellcores_adaptx_harness_system_for_managing_information_on_internet_and_intranets,very_large_data_bases,1996
mark_sullivan,nan,nan,nan,tribeca_a_stream_database_manager_for_network_traffic_analysis,very_large_data_bases,1996
laks_v_s_lakshmanan,fereidoon_sadri,iyer_n_subramanian,nan,schemasql_a_language_for_interoperability_in_relational_multidatabase_systems,very_large_data_bases,1996
pedro_celis,nan,nan,nan,the_query_optimizer_in_tandems_new_serverware_sql_product,very_large_data_bases,1996
ramesh_bhashyam,nan,nan,nan,tpcd_the_challenge_issues_and_results,very_large_data_bases,1996
alon_y_levy,anand_rajaraman,joann_j_ordille,nan,querying_heterogeneous_information_sources_using_source_descriptions,very_large_data_bases,1996
amit_p_sheth,krys_kochut,john_a_miller,devashish_worah,supporting_statewide_immunisation_tracking_using_multiparadigm_workflow_technology,very_large_data_bases,1996
nelson_mendon231a_mattos,nan,nan,nan,supporting_procedural_constructs_in_sql_compilers,very_large_data_bases,1996
kenneth_c_sevcik,nick_koudas,nan,nan,filter_trees_for_managing_spatial_data_over_a_range_of_size_granularities,very_large_data_bases,1996
michael_j_carey,david_j_dewitt,nan,nan,of_objects_and_databases_a_decade_of_turmoil,very_large_data_bases,1996
marisa_s_viveros,john_p_nearhos,michael_j_rothman,nan,applying_data_mining_techniques_to_a_health_insurance_information_system,very_large_data_bases,1996
jochen_van_den_bercken,bernhard_seeger,nan,nan,query_processing_techniques_for_multiversion_access_methods,very_large_data_bases,1996
martin_staudt,matthias_jarke,nan,nan,incremental_maintenance_of_externally_materialized_views,very_large_data_bases,1996
nan,nan,nan,nan,minesettm_a_system_for_highend_data_mining_and_visualization,very_large_data_bases,1996
wilburt_labio,hector_garciamolina,nan,nan,efficient_snapshot_differential_algorithms_for_data_warehousing,very_large_data_bases,1996
william_j_mckenna,louis_burger,chi_hoang,melissa_truong,eroc_a_toolkit_for_building_neato_query_optimizers,very_large_data_bases,1996
elisa_bertino,claudio_bettini,elena_ferrari,pierangela_samarati,supporting_periodic_authorizations_and_temporal_reasoning_in_database_access_control,very_large_data_bases,1996
michael_h_b246hlen,richard_thomas_snodgrass,michael_d_soo,nan,coalescing_in_temporal_databases,very_large_data_bases,1996
jim_kleewein,nan,nan,nan,practical_issues_with_commercial_use_of_federated_databases,very_large_data_bases,1996
e_panagos,a_biliris,nan,nan,synchronization_and_recovery_in_a_clientserver_storage_system,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1997
michael_steinbrunn,guido_moerkotte,alfons_kemper,nan,heuristic_and_randomized_optimization_for_the_join_ordering_problem,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1997
laura_m_haas,michael_j_carey,miron_livny,amit_shukla,sing_the_truth_about_ad_hoc_join_costs,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1997
david_lomet,betty_salzberg,nan,nan,concurrency_and_recovery_for_index_trees,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1997
gustav_fahl,tore_risch,nan,nan,query_processing_over_object_views_of_relational_data,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1997
m_p_papazoglou,b_j_kr228mer,nan,nan,erratuma_database_model_for_object_dynamics,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1997
klemens_b246hm,karl_aberer,erich_j_neuhold,xiaoya_yang,structured_document_storage_and_refined_declarative_and_navigational_access_mechanisms_in_hyperstorm,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1997
oscar_d237az,arturo_jaime,nan,nan,exact_an_extensible_approach_to_active_objectoriented_databases,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1997
manish_mehta,david_j_dewitt,nan,nan,data_placement_in_sharednothing_parallel_database_systems,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1997
vigyan_singhal,alan_jay_smith,nan,nan,analysis_of_locking_behavior_in_three_real_database_systems,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1997
t_catarci,g_santucci,j_cardiff,nan,graphical_interaction_with_heterogeneous_databases,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1997
m_p_papazoglou,b_j_kr228mer,nan,nan,a_database_model_for_object_dynamics,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1997
yannis_e_ioannidis,raymond_t_ng,kyuseok_shim,timos_k_sellis,parametric_query_optimization,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1997
mingsyan_chen,huii_hsiao,philip_s_yu,nan,on_applying_hash_filters_to_improving_the_execution_of_multijoin_queries,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1997
edward_e_cobb,nan,nan,nan,the_impact_of_object_technology_on_commercial_transaction_processing,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1997
sharad_mehrotra,henry_f_korth,avi_silberschatz,nan,concurrency_control_in_hierarchical_multidatabase_systems,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1997
m_tamer_214zsu,stavros_christodoulakis,nan,nan,introduction,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1998
haitao_jiang,ahmed_k_elmagarmid,nan,nan,spatial_and_temporal_contentbased_access_to_hypervideo_databases,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1998
raymond_t_ng,paul_shum,nan,nan,optimal_clip_ordering_for_multiclip_queries,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1998
aya_soffer,hanan_samet,nan,nan,integrating_symbolic_images_into_a_multimedia_database_system_using_classification_and_abstraction_approaches,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1998
pavel_zezula,pasquale_savino,giuseppe_amato,fausto_rabitti,approximate_similarity_retrieval_with_mtrees,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1998
nevzat_hurkan_balkir,gultekin_ozsoyoglu,nan,nan,delivering_presentations_from_multimedia_servers,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1998
georgios_evangelidis,david_lomet,betty_salzberg,nan,the_hb_pitree_a_multiattribute_index_supporting_concurrenc_recovery_and_node_consolidation,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1997
gennady_antoshenkov,nan,nan,nan,dictionarybased_orderpreserving_string_compression,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1997
serge_abiteboul,sophie_cluet,tova_milo,nan,a_logical_view_of_structured_files,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1998
beng_chin_ooi,kianlee_tan,tat_seng_chua,wynne_hsu,fast_image_retrieval_using_colorspatial_information,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1998
matthias_jarke,nan,nan,nan,guest_editorial,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1998
praveen_seshadri,nan,nan,nan,enhanced_abstract_data_types_in_objectrelational_databases,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1998
achim_kraiss,gerhard_weikum,nan,nan,integrated_document_caching_and_prefetching_in_storage_hierarchies_based_on_markovchain_predictions,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1998
soumen_chakrabarti,byron_dom,rakesh_agrawal,prabhakar_raghavan,scalable_feature_selectio_classification_and_signature_generation_for_organizing_large_text_databases_into_hierarchical_topic_taxonomies,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1998
p_roy,s_seshadri,a_silberschatz,s_sudarshan,garbage_collection_in_objectoriented_databases_using_transactional_cyclic_reference_counting,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1998
wee_teck_ng,peter_m_chen,nan,nan,integrating_reliable_memory_in_databases,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1998
gisli_r_hjaltason,hanan_samet,nan,nan,speeding_up_construction_of_pmr_quadtreebased_spatial_indexes,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2002
yasushi_sakurai,masatoshi_yoshikawa,shunsuke_uemura,haruhiko_kojima,spatial_indexing_of_highdimensional_data_based_on_relative_approximation,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2002
arunprasad_p_marathe,kenneth_salem,nan,nan,query_processing_techniques_for_arrays,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2002
e_ferrari,nr_adam,v_atluri,e_bertino,an_authorization_system_for_digital_libraries,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2002
massimo_mecella,barbara_pernici,nan,nan,designing_wrapper_components_for_eservices_in_integrating_heterogeneous_systems,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2001
fabio_casati,mingchien_shan,dimitrios_georgakopoulos,nan,guest_editorial,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2001
ling_feng,jeffrey_xu_yu,hongjun_lu,jiawei_han,a_template_model_for_multidimensional_intertransactional_association_rules,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2002
alexandros_nanopoulos,yannis_manolopoulos,nan,nan,efficient_similarity_search_for_market_basket_data,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2002
vipul_kashyap,amit_sheth,nan,nan,semantic_and_schematic_similarities_between_database_objects_a_contextbased_approach,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1996
bruno_becker,stephan_gschwind,thomas_ohler,bernhard_seeger,an_asymptotically_optimal_multiversion_btree,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1996
john_mylopoulos,vinay_chaudhri,dimitris_plexousakis,adel_shrufi,building_knowledge_base_management_systems,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1996
gennady_antoshenkov,mohamed_ziauddin,nan,nan,query_processing_and_optimization_in_oracle_rdb,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1996
george_a_mihaila,louiqa_raschid,anthony_tomasic,nan,locating_and_accessing_data_repositories_with_websemantics,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2002
gonzalo_navarro,nan,nan,nan,searching_in_metric_spaces_by_spatial_approximation,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2002
davood_rafiei,alberto_o_mendelzon,nan,nan,efficient_retrieval_of_similar_shapes,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2002
simonas_352altenis,christian_s_jensen,nan,nan,indexing_of_nowrelative_spatiobitemporal_data,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2002
evan_p_harris,kotagiri_ramamohanarao,nan,nan,join_algorithm_costs_revisited,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1996
krithi_ramamritham,panos_k_chrysanthis,nan,nan,a_taxonomy_of_correctness_criteria_in_database_applications,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1996
arthur_m_keller,julie_basu,nan,nan,a_predicatebased_caching_scheme_for_clientserver_database_architectures,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1996
michael_stonebraker,paul_m_aoki,witold_litwin,avi_pfeffer,mariposa_a_widearea_distributed_database_system,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1996
theo_h228rder,joachim_reinert,nan,nan,access_path_support_for_referential_integrity_in_sql2,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1996
beng_chin_ooi,jiawei_han,hongjun_lu,kian_lee_tan,index_nesting_an_efficient_approach_to_indexing_in_objectoriented_databases,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1996
debabrata_dey,terence_m_barron,veda_c_storey,nan,a_complete_temporal_relational_algebra,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1996
yuhming_shyy,javier_arroyo,stanley_yw_su,herman_lam,the_design_and_implementation_of_k_a_highlevel_knowledgebase_programming_language_of_osamkbms,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1996
odysseas_g_tsatalos,marvin_h_solomon,yannis_e_ioannidis,nan,the_gmap_a_versatile_tool_for_physical_data_independence,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1996
alexandra_poulovassilis,carol_small,nan,nan,algebraic_query_optimisation_for_database_programming_languages,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1996
thomas_a_mueck,martin_l_polaschek,nan,nan,a_configurable_type_hierarchy_index_for_oodb,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1997
stefan_berchtold,daniel_a_keim,hanspeter_kriegel,nan,using_extended_feature_objects_for_partial_similarity_retrieval,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1997
david_j_de_witt,jeffrey_f_naughton,john_c_shafer,shivakumar_venkataraman,parallelizing_oodbms_traversals_a_performance_evaluation,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1996
rajendran_m_sivasankaran,john_a_stankovic,don_towsley,bhaskar_purimetla,priority_assignment_in_realtime_active_databases,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1996
eric_amiel,mariejo_bellosta,eric_dujardin,eric_simon,typesafe_relaxing_of_schema_consistency_rules_for_flexible_modelling_in_oodbms,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1996
doug_fang,shahram_ghandeharizadeh,dennis_mcleod,nan,an_experimental_objectbased_sharing_system_for_networked_databases,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,1996
paolo_atzeni,alberto_o_mendelzon,nan,nan,guest_editorial,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2000
weifa_liang,maria_e_orlowska,jeffrey_x_yu,nan,optimizing_multiple_dimensional_queries_simultaneously_in_multidimensional_databases,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2000
jeanrobert_gruser,louiqa_raschid,vladimir_zadorozhny,tao_zhan,learning_response_time_for_websources_using_query_feedback_and_application_in_query_optimization,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2000
boris_chidlovskii,uwe_m_borghoff,nan,nan,semantic_caching_of_web_queries,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2000
kristian_torp,christian_s_jensen,richard_thomas_snodgrass,nan,effective_timestamping_in_databases,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2000
flip_korn,alexandros_labrinidis,yannis_kotidis,christos_faloutsos,quantifiable_data_mining_using_ratio_rules,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2000
esther_pacitti,eric_simon,nan,nan,update_propagation_strategies_to_improve_freshness_in_lazy_master_replicated_databases,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2000
gholamhosein_sheikholeslami,surojit_chatterjee,aidong_zhang,nan,wavecluster_a_waveletbased_clustering_approach_for_spatial_data_in_very_large_databases,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2000
peter_muth,patrick_oneil,achim_pick,gerhard_weikum,the_lham_logstructured_history_data_access_method,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2000
binto_george,jayant_r_haritsa,nan,nan,secure_buffering_in_firm_realtime_database_systems,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2000
edwin_m_knorr,raymond_t_ng,vladimir_tucakov,nan,distancebased_outliers_algorithms_and_applications,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2000
david_gibson,jon_kleinberg,prabhakar_raghavan,nan,clustering_categorical_data_an_approach_based_on_dynamical_systems,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2000
zachary_g_ives,a_y_halevy,d_s_weld,nan,an_xml_query_engine_for_networkbound_data,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2002
cy_chan,p_felber,m_garofalakis,r_rastogi,efficient_filtering_of_xml_documents_with_xpath_expressions,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2002
r_braumandl,j_claussen,a_kemper,d_kossmann,functionaljoin_processing,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2000
o_shmueli,j_widom,nan,nan,foreword_by_the_vldb_98_pc_chairmen,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2000
h_v_jagadish,s_alkhalifa,a_chapman,l_v_s_lakshmanan,timber_a_native_xml_database,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2002
t_fiebig,s_helmer,cc_kanne,g_moerkotte,anatomy_of_a_native_xml_base_management_system,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2002
s_ameryahia,s_cho,l_v_s_lakshmanan,d_srivastava,tree_pattern_query_minimization,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2002
sy_chien,v_j_tsotras,c_zaniolo,nan,efficient_schemes_for_managing_multiversionxml_documents,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2002
domenico_beneventano,sonia_bergamaschi,claudio_sartori,nan,description_logics_for_semantic_query_optimization_in_objectoriented_database_systems,acm_transactions_on_database_systems_tods,2003
richard_m_karp,scott_shenker,christos_h_papadimitriou,nan,a_simple_algorithm_for_finding_frequent_elements_in_streams_and_bags,acm_transactions_on_database_systems_tods,2003
sergey_melnik,hector_garciamolina,nan,nan,adaptive_algorithms_for_set_containment_joins,acm_transactions_on_database_systems_tods,2003
alon_y_halevy,nan,nan,nan,guest_editorial,the_vldb_journal_mdash_the_international_journal_on_very_large_data_bases,2002
christophe_bobineau,luc_bouganim,philippe_pucheral,patrick_valduriez,picodmbs_scaling_down_database_techniques_for_the_smartcard,very_large_data_bases,2000
nicolas_anciaux,christophe_bobineau,luc_bouganim,philippe_pucheral,picodbms_validation_and_experience,very_large_data_bases,2001
dimitris_margaritis,christos_faloutsos,sebastian_thrun,nan,netcube_a_scalable_tool_for_fast_data_mining_and_compression,very_large_data_bases,2001
david_w_adler,nan,nan,nan,db2_spatial_extender_spatial_data_within_the_rdbms,very_large_data_bases,2001
kjetil_n248rv229g,nan,nan,nan,the_persistent_cache_improving_oid_indexing_in_temporal_objectoriented_database_systems,very_large_data_bases,1999
haifeng_yu,amin_vahdat,nan,nan,efficient_numerical_error_bounding_for_replicated_network_services,very_large_data_bases,2000
