addr,city,class,name,phone,type
90_prince_st_between_broadway_and_mercer_st,new_york,378,zoe,212966_6722,american
163_ponce_de_leon_ave,atlanta,379,abbey,404876_8532,international
783_martin_luther_king_jr_dr,atlanta,380,aleck_s_barbecue_heaven,404525_2062,barbecue
3195_roswell_rd,atlanta,381,annie_s_thai_castle,404264_9546,asian
3109_piedmont_rd_just_south_of_peachtree_rd,atlanta,382,anthonys,404262_7379,american
265_pharr_rd,atlanta,383,atlanta_fish_market,404262_3165,american
260_e_paces_ferry_road,atlanta,384,beesley_s_of_buckhead,404264_1334,continental
3500_peachtree_rd_phipps_plaza,atlanta,385,bertolini_s,404233_2333,italian
1100_peachtree_st,atlanta,386,bistango,404724_0901,mediterranean
7050_jimmy_carter_blvd_norcross,atlanta,387,cafe_renaissance,770441_0291,american
1186_n_highland_ave,atlanta,388,camille_s,404872_7203,italian
3300_peachtree_rd_grand_hyatt,atlanta,389,cassis,404365_8100,mediterranean
50_hurt_plaza,atlanta,390,city_grill,404524_2489,international
40_buckhead_crossing_mall_on_the_sidney_marcus_blvd,atlanta,391,coco_loco,404364_0212,caribbean
1879_cheshire_bridge_rd,atlanta,392,colonnade_restaurant,404874_5642,southern
3380_peachtree_rd,atlanta,393,dante_s_down_the_hatch_buckhead,404266_1600,continental
underground_underground_mall_underground_atlanta,atlanta,394,dante_s_down_the_hatch,404577_1800,continental
1811_piedmont_ave_near_cheshire_bridge_rd,atlanta,395,fat_matt_s_rib_shack,404607_1622,barbecue
923_peachtree_st_at_8th_st,atlanta,396,french_quarter_food_shop,404875_2489,southern
6359_jimmy_carter_blvd_at_buford_hwy_norcross,atlanta,397,holt_bros_barbq,770242_3984,barbecue
4320_powers_ferry_rd,atlanta,398,horseradish_grill,404255_7277,southern
192_peachtree_center_ave_at_international_blvd,atlanta,399,hsu_s_gourmet,404659_2788,asian
2285_peachtree_rd_peachtree_battle_condominium,atlanta,400,imperial_fez,404351_0870,mediterranean
3300_peachtree_rd_grand_hyatt,atlanta,401,kamogawa,404841_0314,asian
holiday_inncrowne_plaza_at_ravinia_dunwoody,atlanta,402,la_grotta_at_ravinia_dunwoody_rd,770395_9925,italian
c_buford_hwy_northwoods_plaza_doraville,atlanta,403,little_szechuan,770451_0192,asian
6301_roswell_rd_sandy_springs_plaza_sandy_springs,atlanta,404,lowcountry_barbecue,404255_5160,barbecue
1931_peachtree_rd,atlanta,405,luna_si,404355_5993,continental
1402_n_highland_ave,atlanta,406,mambo_restaurante_cubano,404874_2626,caribbean
3209_maple_dr,atlanta,407,mckinnon_s_louisiane,404237_1313,southern
park_place_across_from_perimeter_mall_dunwoody,atlanta,408,mi_spia_dunwoody_rd,770393_1333,italian
247_buckhead_ave_east_village_sq,atlanta,409,nickiemoto_s_a_sushi_bar,404842_0334,fusion
1829_peachtree_rd,atlanta,410,palisades,404350_6755,continental
555_peachtree_st_at_linden_ave,atlanta,411,pleasant_peasant,404874_3223,american
500_pharr_rd,atlanta,412,pricci,404237_2941,italian
870_n_highland_ave,atlanta,413,rj_s_uptown_kitchen_wine_bar,404875_7775,american
25_irby_ave,atlanta,414,rib_ranch,404233_7644,barbecue
3043_buford_hwy,atlanta,415,sa_tsu_ki,404325_5285,asian
6050_peachtree_pkwy_norcross,atlanta,416,sato_sushi_and_thai,770449_0033,asian
1144_crescent_ave,atlanta,417,south_city_kitchen,404873_7358,southern
2345_cheshire_bridge_rd,atlanta,418,south_of_france,404325_6963,french
3384_shallowford_rd_chamblee,atlanta,419,stringer_s_fish_camp_and_oyster_bar,770458_7145,southern
2165_cheshire_bridge_rd,atlanta,420,sundown_cafe,404321_1118,american
889_w_peachtree_st,atlanta,421,taste_of_new_orleans,404874_5535,southern
3393_peachtree_rd,atlanta,422,tomtom,404264_1163,continental
3700_w_flamingo,las_vegas,423,antonio_s,702252_7737,italian
3645_las_vegas_blvd_s,las_vegas,424,bally_s_big_kitchen,702739_4111,buffets
4850_flamingo_rd,las_vegas,425,bamboo_garden,702871_3262,asian
4041_audrie_st_at_flamingo_rd,las_vegas,426,battista_s_hole_in_the_wall,702732_1424,italian
3570_las_vegas_blvd_s,las_vegas,427,bertolini_s,702735_4663,italian
128_fremont_st,las_vegas,428,binion_s_coffee_shop,702382_1600,coffee_shopsdiners
3400_las_vegas_blvd_s,las_vegas,429,bistro,702791_7111,continental
4111_boulder_hwy,las_vegas,430,broiler,702432_7777,american
3555_las_vegas_blvd_s,las_vegas,431,bugsy_s_diner,702733_3111,coffee_shopsdiners
1350_e_flamingo_rd,las_vegas,432,cafe_michelle,702735_8686,american
3570_las_vegas_blvd_s,las_vegas,433,cafe_roma,702731_7547,coffee_shopsdiners
3333_s_maryland_pkwy,las_vegas,434,capozzoli_s,702731_5311,italian
3700_w_flamingo_rd,las_vegas,435,carnival_world,702252_7777,buffets
1_main_st,las_vegas,436,center_stage_plaza_hotel,702386_2512,american
2880_las_vegas_blvd_s,las_vegas,437,circus_circus,702734_0410,buffets
3570_las_vegas_blvd_s,las_vegas,438,em_press_court,702731_7888,asian
2411_w_sahara_ave,las_vegas,439,feast,702367_2411,buffets
129_e_fremont_st,las_vegas,440,golden_nugget_hotel,702385_7111,buffets
308_w_sahara_ave,las_vegas,441,golden_steer,702384_4470,steak_houses
129_e_fremont_st,las_vegas,442,lillie_langtry_s,702385_7111,asian
1510_e_flamingo_rd,las_vegas,443,mandarin_court,702737_1234,asian
3120_las_vegas_blvd_s,las_vegas,444,margarita_s_mexican_cantina,702794_8200,mexican
5111_w_boulder_hwy,las_vegas,445,mary_s_diner,702454_8073,coffee_shopsdiners
3400_las_vegas_blvd_s,las_vegas,446,mikado,702791_7111,asian
400_e_sahara_ave,las_vegas,447,pamplemousse,702733_2066,continental
3000_las_vegas_blvd_s,las_vegas,448,ralph_s_diner,702732_6330,coffee_shopsdiners
3570_las_vegas_blvd_s,las_vegas,449,the_bacchanal,702731_7525,only_in_las_vegas
3713_w_sahara_ave,las_vegas,450,venetian,702876_4190,italian
6182_w_flamingo_rd,las_vegas,451,viva_mercado_s,702871_8826,mexican
3900_paradise_rd,las_vegas,452,yolie_s,702794_0700,steak_houses
2223_market_st,san_francisco,453,2223,415431_0692,american
1722_sacramento_st,san_francisco,454,acquarello,415567_5432,italian
243_o_farrell_st,san_francisco,455,bardelli_s,415982_0243,old_san_francisco
2030_union_st,san_francisco,456,betelnut,415929_8855,asian
155_steuart_st,san_francisco,457,bistro_roti,415495_6500,french
56_gold_st,san_francisco,458,bix,415433_6300,american
598_fourth_st,san_francisco,459,bizou,415543_2222,french
800_greenwich_st,san_francisco,460,buca_giovanni,415776_7766,italian
3347_fillmore_st,san_francisco,461,cafe_adriano,415474_4180,italian
2317_chestnut_st,san_francisco,462,cafe_marimba,415776_1506,mexicanlatin_americanspanish
625_polk_st,san_francisco,463,california_culinary_academy,415771_3500,french
1600_powell_st,san_francisco,464,capp_s_corner,415989_2589,italian
1772_market_st,san_francisco,465,carta,415863_3516,american
4th_and_howard_sts,san_francisco,466,chevys,415543_8060,mexicanlatin_americanspanish
500_jackson_st,san_francisco,467,cypress_club,415296_8555,american
732_broadway,san_francisco,468,des_alpes,415788_9900,french
161_sutter_st,san_francisco,469,faz,415362_0404,greek_and_middle_eastern
1300_battery_st,san_francisco,470,fog_city_diner,415982_2000,american
market_and_new_montgomery_sts,san_francisco,471,garden_court,415546_5011,old_san_francisco
ghirardelli_sq,san_francisco,472,gaylord_s,415771_8822,asian
501_geary_st,san_francisco,473,grand_cafe_hotel_monaco,415292_0101,american
bldg_a_fort_mason,san_francisco,474,greens,415771_6222,vegetarian
4_embarcadero_center,san_francisco,475,harbor_village,415781_8833,asian
2100_van_ness_ave,san_francisco,476,harris,415673_1888,steak_houses
161_steuart_st,san_francisco,477,harry_denton_s,415882_1333,american
320_hayes_st,san_francisco,478,hayes_street_grill,415863_5545,seafood
430_broadway,san_francisco,479,helmand,415362_0641,greek_and_middle_eastern
5322_geary_blvd,san_francisco,480,hong_kong_flower_lounge,415668_8998,asian
2332_clement_st,san_francisco,481,hong_kong_villa,415752_8833,asian
1521_hyde_st,san_francisco,482,hyde_street_bistro,415441_7778,italian
1265_battery_st,san_francisco,483,il_fornaio_levi_s_plaza,415986_0100,italian
3345_steiner_st,san_francisco,484,izzy_s_steak_chop_house,415563_0487,steak_houses
615_sacramento_st,san_francisco,485,jack_s,415986_9854,old_san_francisco
5116_geary_blvd,san_francisco,486,kabuto_sushi,415752_5652,asian
600_5th_ave,san_francisco,487,katia_s,415668_9292,
221_powell_st,san_francisco,488,kuleto_s,415397_7720,italian
2_new_montgomery_st_at_market_st,san_francisco,489,kyoya_sheraton_palace_hotel,415546_5000,asian
519_columbus_ave,san_francisco,490,l_osteria_del_forno,415982_1124,italian
453_bush_st,san_francisco,491,le_central,415391_2233,french
133_clement_st,san_francisco,492,le_soleil,415668_4848,asian
607_front_st,san_francisco,493,macarthur_park,415398_5700,american
3226_mission_st,san_francisco,494,manora,415861_6224,asian
470_green_st,san_francisco,495,maykadeh,415362_8286,greek_and_middle_eastern
ghirardelli_sq,san_francisco,496,mccormick_kuleto_s,415929_1730,seafood
246_mcallister_st,san_francisco,497,millennium,415487_9800,vegetarian
1652_stockton_st,san_francisco,498,moose_s,415989_7800,mediterranean
3131_webster_st,san_francisco,499,north_india,415931_1556,asian
1_market_st,san_francisco,500,one_market,415777_5577,american
1915_fillmore_st,san_francisco,501,oritalia,415346_1333,italian
500_post_st,san_francisco,502,pacific_pan_pacific_hotel,415929_2087,french
640_sacramento_st,san_francisco,503,palio_d_asti,415395_9800,italian
3011_steiner_st,san_francisco,504,pane_e_vino,415346_2111,italian
1015_battery_st,san_francisco,505,pastis,415391_2555,french
1944_union_st,san_francisco,506,perry_s,415922_9022,american
631_b_kearny_st,san_francisco,507,r_g_lounge,415982_7877,or_415982_3811_asian
558_sacramento_st,san_francisco,508,rubicon,415434_4100,american
1_tillman_pl,san_francisco,509,rumpus,415421_2300,american
1702_post_st,san_francisco,510,sanppo,415346_3486,asian
432_powell_st,san_francisco,511,scala_s_bistro,415395_8555,italian
108_south_park,san_francisco,512,south_park_cafe,415495_7275,french
4,san_francisco,513,splendido_embarcadero,415986_3222,mediterranean
150_redwood_alley,san_francisco,514,stars,415861_7827,american
500_van_ness_ave,san_francisco,515,stars_cafe,415861_4344,american
1240_9th_ave,san_francisco,516,stoyanof_s_cafe,415664_3664,greek_and_middle_eastern
3300_geary_blvd,san_francisco,517,straits_cafe,415668_1783,asian
601_hayes_st,san_francisco,518,suppenkuche,415252_9289,russiangerman
240_california_st,san_francisco,519,tadich_grill,415391_2373,seafood
3235_sacramento_st,san_francisco,520,the_heights,415474_8890,french
298_gough_st,san_francisco,521,thepin,415863_9335,asian
3148_geary_blvd,san_francisco,522,ton_kiang,415752_4440,asian
600_montgomery_st,san_francisco,523,vertigo,415433_7250,mediterranean
2125_fillmore_st,san_francisco,524,vivande_porta_via,415346_4430,italian
670_golden_gate_ave,san_francisco,525,vivande_ristorante,415673_9245,italian
2257_chestnut_st,san_francisco,526,world_wrapps,415563_9727,american
101_spear_st,san_francisco,527,wu_kong,415957_9300,asian
427_battery_st,san_francisco,528,yank_sing,415541_4949,asian
1220_9th_ave,san_francisco,529,yaya_cuisine,415566_6966,greek_and_middle_eastern
1611_post_st,san_francisco,530,yoyo_tsumami_bistro,415922_7788,french
2000_hyde_st,san_francisco,531,zarzuela,415346_0800,mexicanlatin_americanspanish
1658_market_st,san_francisco,532,zuni_cafe_grill,415552_2522,mediterranean
10801_w_pico_blvd,west_la,534,apple_pan_the,3104753585,american
2027_sawtelle_blvd,west_la,535,asahi_ramen,3104792231,noodle_shops
3345_kimber_dr,westlake_village,536,baja_fresh,8054984049,mexican
9882_little_santa_monica_blvd,beverly_hills,537,belvedere_the,3107882306,pacific_new_wave
1433_third_st_promenade,santa_monica,538,benita_s_frites,3104582889,fast_food
515_s_olive_st,los_angeles,539,bernard_s,2136121580,continental
45_s_mentor_ave,pasadena,540,bistro_45,8187952478,californian
19565_parthenia_ave,northridge,541,brent_s_deli,8188865679,delis
9600_brighton_way,beverly_hills,542,brighton_coffee_shop,3102767732,coffee_shops
1570_rosecrans_ave_s,pasadena,543,bristol_farms_market_cafe,3106435229,californian
3838_centinela_ave,mar_vista,544,bruno_s,3103975703,italian
838_lincoln_blvd,venice,545,cafe_50s,3103991955,american
9777_little_santa_monica_blvd,beverly_hills,546,cafe_blanc,3108880108,pacific_new_wave
3266_w_sixth_st,la,547,cassell_s,2134808668,hamburgers
1716_pch,redondo_beach,548,chez_melange,3105401222,eclectic
1020_n_san_vicente_blvd,w_hollywood,549,diaghilev,3108541111,russian
1136_westwood_blvd,westwood,550,don_antonio_s,3102091422,italian
8909_sunset_blvd,w_hollywood,551,duke_s,3106523100,coffee_shops
1059_broxton_ave,westwood,552,falafel_king,3102084444,middle_eastern
1949_westwood_blvd,west_la,553,feast_from_the_east,3104750400,chinese
6333_w_third_st,la,554,gumbo_pot_the,2139330358,cajuncreole
6145_franklin_ave,hollywood,555,hollywood_hills_coffee_shop,2134677678,coffee_shops
10428_12_national_blvd,la,556,indo_cafe,3108151290,indonesian
8424_beverly_blvd,la,557,jan_s_family_restaurant,2136512866,coffee_shops
502_santa_monica_blvd,santa_monica,558,jiraffe,3109176671,californian
2011_ocean_front_walk,venice,559,jody_maroni_s_sausage_kingdom,3103061995,hot_dogs
1023_abbot_kinney_blvd,venice,560,joe_s,3103995811,american_new
10516_w_pico_blvd,west_la,561,john_o_groats,3102040692,coffee_shops
4017_s_sepulveda_blvd,culver_city,562,johnnie_s_pastrami,3103976654,delis
4663_long_beach_blvd,long_beach,563,johnny_reb_s_southern_smokehouse,3104237327,southernsoul
7507_melrose_ave,la,564,johnny_rockets_la,2136513361,american
4000_colfax_ave,studio_city,565,killer_shrimp,8185081570,seafood
6333_w_third_st,la,566,kokomo_cafe,2139330773,american
8393_w_beverly_blvd,la,567,koo_koo_roo,2136559045,chicken
10506_little_santa_monica_blvd,century_city,568,la_cachette,3104704992,french_new
22800_pch,malibu,569,la_salsa_la,3104566299,mexican
1842_e_first,st_boyle_hts,570,la_serenata_de_garibaldi,2132652887,mexicantexmex
704_s_alvarado_st,la,571,langer_s,2134838050,delis
30869_thousand_oaks_blvd,westlake_village,572,local_nochol,8187067706,health_food
10509_w_pico_blvd,rancho_park,573,main_course_the,3104757564,american
519_s_fairfax_ave,la,574,mani_s_bakery_espresso_bar,2139388800,desserts
22nd_street_grill_25_22nd,st_hermosa_beach,575,martha_s,3103767786,american
13329_washington_blvd,marina_del_rey,576,maxwell_s_cafe,3103067829,american
1147_third_st,santa_monica,577,michael_s_los_angeles,3104510843,californian
8474_w_third_st,la,578,mishima,2137820181,noodle_shops
7261_melrose_ave,la,579,mo_better_meatty_meat,2139355280,hamburgers
17040_ventura_blvd,encino,580,mulberry_st,8189068881,pizza
3117_ocean_park_blvd,santa_monica,581,ocean_park_cafe,3104525728,american
145_n_atlantic_blvd,monterey_park,582,ocean_star,8183082128,seafood
875_s_figueroa_st_downtown,la,583,original_pantry_bakery,2136276879,diners
510_s_arroyo_pkwy,pasadena,584,parkway_grill,8187951001,californian
642_broadway,chinatown,585,pho_hoa,2136265530,vietnamese
709_n_la_brea_ave,la,586,pink_s_famous_chili_dogs,2139314223,hot_dogs
2635_w_olive_ave,burbank,587,poquito_mas,8185632252,mexican
923_e_third_st,los_angeles,588,r23,2136877178,japanese
2901_pico_blvd,santa_monica,589,rae_s,3108287937,diners
15322_ventura_blvd,encino,590,rubin_s_red_hots,8189056515,hot_dogs
45_s_fair_oaks_ave,pasadena,591,ruby_s_la,8187967829,diners
1198_pch,seal_beach,592,russell_s_burgers,3105969556,hamburgers
224_s_beverly_dr,beverly_hills,593,ruth_s_chris_steak_house_los_angeles,3108598744,steakhouses
1505_mission_st_s,pasadena,594,shiro,8187994774,pacific_new_wave
11288_ventura_blvd,studio_city,595,sushi_nozawa,8185087017,japanese
8360_melrose_ave,la,596,sweet_lady_jane,2136537145,desserts
11677_san_vicente_blvd,brentwood,597,taiko,3102077782,noodle_shops
2575_beverly_blvd,la,598,tommy_s,2133899060,hamburgers
1305_highland_ave,manhattan_beach,599,uncle_bill_s_pancake_house,3105455177,diners
544_s_grand_ave,los_angeles,600,water_grill,2138910900,seafood
1415_e_colorado_st,glendale,601,zankou_chicken,8182441937,middle_eastern
764_ninth_ave,new_york_city,602,afghan_kebab_house,2123071612,afghan
21_e_62nd_st,new_york_city,603,arcadia,2122232900,american_new
93_ave_a,new_york_city,604,benny_s_burritos,2122542054,mexican
424_amsterdam_ave,new_york_city,605,cafe_con_leche,2125957000,cuban
331_w_fourth_st,new_york_city,606,corner_bistro,2122429502,hamburgers
368_bleecker_st,new_york_city,607,cucina_della_fontana,2122420636,italian
87_e_fourth_st,new_york_city,608,cucina_di_pesce,2122606800,seafood
44_w_56th_st,new_york_city,609,darbar,2124327227,indian
432_sixth_ave,new_york_city,610,ej_s_luncheonette,2124735555,diners
228_w_47th_st,new_york_city,611,edison_cafe,2128405000,diners
2402_31st_st,queens,612,elias_corner,7189321510,greek
483_amsterdam_ave,new_york_city,613,good_enough_to_eat,2124960163,american
2090_broadway,new_york_city,614,gray_s_papaya,2127990243,hot_dogs
86_w_third_st,new_york_city,615,il_mulino,2126733783,italian
3703_74th_st,queens,616,jackson_diner,7186721232,indian
9_pell_st,queens,617,joe_s_shanghai,7185393838,chinese
48_w_65th_st,new_york_city,618,john_s_pizzeria,2127217001,pizza
127_greene_st,new_york_city,619,kelley_ping,2122281212,panasian
117_second_ave,new_york_city,620,kiev,2126744040,ukrainian
2nd_fl,new_york_city,621,kuruma_zushi,2123172802,japanese
2199_broadway,new_york_city,622,la_caridad,2128742780,cuban
3_e_52nd_st,new_york_city,623,la_grenouille,2127521495,french_classic
61a_seventh_ave,brooklyn,624,lemongrass_grill,7183997100,thai
32_spring_st,new_york_city,625,lombardi_s,2129417994,pizza
466_hudson_st,new_york_city,626,marnie_s_noodle_shop,2127413214,asian
39_w_55th_st,new_york_city,627,menchankotei,2122471585,japanese
296_bleecker_st,new_york_city,628,mitali_eastwest,2129891367,indian
435_amsterdam_ave,new_york_city,629,monsoon_ny,2125808686,thai
405_atlantic_ave,brooklyn,630,moustache,7188525555,middle_eastern
105_hudson_st,new_york_city,631,nobu,2122190500,japanese
17_barrow_st,new_york_city,632,one_if_by_land_tibs,2122280822,continental
lower_level,new_york_city,633,oyster_bar,2124906650,seafood
837_second_ave,new_york_city,634,palm,2126872953,steakhouses
840_second_ave,new_york_city,635,palm_too,2126975198,steakhouses
19_old_fulton_st,brooklyn,636,patsy_s_pizza,7188584300,pizza
178_broadway,brooklyn,637,peter_luger_steak_house,7183877400,steakhouses
308_e_sixth_st,new_york_city,638,rose_of_india,2125335011,indian
411_third_ave,new_york_city,639,sam_s_noodle_shop,2122132288,chinese
1295_madison_ave,new_york_city,640,sarabeth_s,2124107335,american
210_e_46th_st,new_york_city,641,sparks_steak_house,2126874855,steakhouses
516_51st_ave,queens,642,stick_to_your_ribs,7189373030,bbq
38_e_51st_st,new_york_city,643,sushisay,2127551780,japanese
328_lenox_ave,new_york_city,644,sylvia_s,2129960660,southernsoul
1588_york_ave,new_york_city,645,szechuan_hunan_cottage,2125355223,chinese
1460_first_ave,new_york_city,646,szechuan_kitchen,2122494615,chinese
80_montague_st,queens,647,teresa_s,7185202910,polish
151_hudson_st,new_york_city,648,thai_house_cafe,2123341085,thai
106_bayard_st,new_york_city,649,thailand_restaurant,2123493132,thai
144_second_ave,new_york_city,650,veselka,2122289682,ukrainian
689_ninth_ave,new_york_city,651,westside_cottage,2122450800,chinese
107th_fl,new_york_city,652,windows_on_the_world,2125247000,eclectic
205_e_49th_st,new_york_city,653,wollensky_s_grill,2127530444,steakhouses
122_e_17th_st,new_york_city,654,yama,2124750969,japanese
953_second_ave,new_york_city,655,zarela,2126446740,mexican
401_s_6th_st,las_vegas,656,andre_s_french_restaurant,7023855016,french_classic
3300_las_vegas_blvd_s,las_vegas,657,buccaneer_bay_club,7028947350,continental
3700_w_flamingo_rd,las_vegas,658,buzio_s_in_the_rio,7022527697,seafood
3799_las_vegas_blvd_s,las_vegas,659,em_eril_s_new_orleans_fish_house,7028917374,seafood
3700_w_flamingo_rd,las_vegas,660,fiore_rotisserie_grille,7022527702,italian
202_e_fremont_st,las_vegas,661,hugo_s_cellar,7023854011,continental
3300_las_vegas_blvd_s,las_vegas,662,madame_ching_s,7028947111,asian
4750_w_sahara_ave,las_vegas,663,mayflower_cuisinier,7028708432,chinese
3595_las_vegas_blvd_s,las_vegas,664,michael_s_las_vegas,7027377111,continental
3145_las_vegas_blvd_s,las_vegas,665,monte_carlo,7027334524,french_new
3400_las_vegas_blvd_s,las_vegas,666,moongate,7027917352,chinese
3200_las_vegas_blvd_s,las_vegas,667,morton_s_of_chicago_las_vegas,7028930703,steakhouses
3925_paradise_rd,las_vegas,668,nicky_blair_s,7027929900,italian
355_convention_center_dr,las_vegas,669,piero_s_restaurant,7023692305,italian
3500_las_vegas_blvd_s,las_vegas,670,spago_las_vegas,7023696300,californian
128_e_fremont_st,las_vegas,671,steakhouse_the,7023821600,steakhouses
129_fremont_st,las_vegas,672,stefano_s,7023857111,italian
3645_las_vegas_blvd_s,las_vegas,673,sterling_brunch,7027394651,eclectic
3799_las_vegas_blvd_s,las_vegas,674,tre_visi,7028917331,italian
103_w_paces_ferry_rd,atlanta,675,103_west,4042335993,continental
659_peachtree_st,atlanta,676,alon_s_at_the_terrace,4047240444,sandwiches
1134_euclid_ave,atlanta,677,baker_s_cajun_cafe,4042235039,cajuncreole
1437_virginia_ave,atlanta,678,barbecue_kitchen,4047669906,bbq
56_e_andrews_dr_nw,atlanta,679,bistro_the,4042315733,french_bistro
375_14th_st,atlanta,680,bobby_june_s_kountry_kitchen,4048763872,southernsoul
2911_s_pharr_court,atlanta,681,bradshaw_s_restaurant,4042617015,southernsoul
4274_peachtree_rd,atlanta,682,brookhaven_cafe,4042315907,vegetarian
5975_roswell_rd,atlanta,683,cafe_sunflower,4042561675,health_food
4199_paces_ferry_rd,atlanta,684,canoe,7704322663,american_new
1021_cobb_pkwy_se,marietta,685,carey_s,7704228042,hamburgers
1215_powers_ferry_rd,marietta,686,carey_s_corner,7709330909,hamburgers
70_w_paces_ferry_rd,atlanta,687,chops,4042622675,steakhouses
4279_roswell_rd,atlanta,688,chopstix,4042554868,chinese
1029_edgewood_ave_se,atlanta,689,deacon_burton_s_soulfood_restaurant,4045231929,southernsoul
600_ponce_de_leon_ave,atlanta,690,eats,4048889149,italian
1655_mclendon_ave,atlanta,691,flying_biscuit_the,4046878888,eclectic
1031_peachtree_st_ne,atlanta,692,frijoleros,4048928226,texmex
1087_green_st,roswell,693,greenwood_s,7709925383,southernsoul
171_mcdonough_blvd,atlanta,694,harold_s_barbecue,4046279268,bbq
2905_buford_hwy,atlanta,695,havana_sandwich_shop,4046364094,cuban
2469_cobb_pkwy,smyrna,696,house_of_chan,7709559444,chinese
3675_satellite_blvd,duluth,697,indian_delights,1008138212,indian
790_ponce_de_leon_ave,atlanta,698,java_jive,4048766161,coffee_shops
2970_cobb_pkwy,atlanta,699,johnny_rockets_at,7709556068,american
1248_clairmont_rd,decatur,700,kalo_s_coffee_house,4043253733,coffeehouses
4427_roswell_rd,atlanta,701,la_fonda_latina,4043038201,spanish
3525_mall_blvd,duluth,702,lettuce_souprise_you_at,7704189969,cafeterias
1031_ponce_de_leon_ave,atlanta,703,majestic,4048750276,diners
303_peachtree_st_ne,atlanta,704,morton_s_of_chicago_atlanta,4045774366,steakhouses
1248_clairmont_rd,atlanta,705,my_thai,4046364280,thai
3060_peachtree_rd,atlanta,706,nava,4042401984,southwestern
1495_chattahoochee_ave_nw,atlanta,707,nuevo_laredo_cantina,4043529009,mexican
4330_peachtree_rd,atlanta,708,original_pancake_house_at,4042374116,american
3391_peachtree_rd_ne,atlanta,709,palm_the_atlanta,4048141955,steakhouses
2118_n_decatur_rd,decatur,710,rainbow_restaurant,4046333538,vegetarian
519_e_paces_ferry_rd,atlanta,712,riviera,4042627112,mediterranean
200_14th_st_nw,atlanta,713,silver_skillet_the,4048741388,coffee_shops
3330_piedmont_rd,atlanta,714,soto,4042332005,japanese
764_marietta_st_nw,atlanta,715,thelma_s_kitchen,4046885855,cafeterias
774_ponce_de_leon_ave_ne,atlanta,716,tortillas,4048920193,texmex
70_w_crossville_rd,roswell,717,van_gogh_s_restaurant_bar,7709931156,american_new
220_sandy_springs_circle,atlanta,718,veggieland,4042313111,vegetarian
3172_peachtree_rd_ne,atlanta,719,white_house_restaurant,4042377601,diners
4837_old_national_hwy,college_park,720,zabelee,4047682705,thai
2315_clement_st,san_francisco,721,bill_s_place,4152215262,hamburgers
2298_market_st,san_francisco,722,cafe_flore,4156218579,californian
423_columbus_ave,san_francisco,723,caffe_greco,4153976261,continental
240_columbus_ave,san_francisco,724,campo_santo,4154339623,mexican
1805_haight_st,san_francisco,725,cha_cha_cha_s,4153865758,caribbean
2217_union_st,san_francisco,726,doidge_s,4159212149,american
522_jones_st,san_francisco,727,dottie_s_true_blue_cafe,4158852767,diners
3221_mission_st,san_francisco,728,dusit_thai,4158264639,thai
1283_ninth_ave,san_francisco,729,ebisu,4155661770,japanese
1550_california_st,san_francisco,730,em_erald_garden_restaurant,4156731155,vietnamese
1500_church_st,san_francisco,731,eric_s_chinese_restaurant,4152820919,chinese
1582_folsom_st,san_francisco,732,hamburger_mary_s,4156261985,hamburgers
333_bush_st,san_francisco,733,kelly_s_on_trinity,4153624454,californian
515_valencia_st,san_francisco,734,la_cumbre,4158638205,mexican
288_noe_st,san_francisco,735,la_mediterranee,4154317210,mediterranean
2889_mission_st,san_francisco,736,la_taqueria,4152857117,mexican
2209_polk_st,san_francisco,737,mario_s_bohemian_cigar_store_cafe,4157768226,italian
2225_irving_st,san_francisco,738,marnee_thai,4156659500,thai
3355_geary_st,san_francisco,739,mel_s_drivein,4153872244,hamburgers
1322_grant_st,san_francisco,740,mo_s_burgers,4157883779,hamburgers
631_larkin_st,san_francisco,741,phnom_penh_cambodian_restaurant,4157755979,cambodian
2817_24th_st,san_francisco,742,roosevelt_tamale_parlor,4155509213,mexican
300_de_haro_st,san_francisco,743,sally_s_cafe_bakery,4156266006,american
1328_18th_st,san_francisco,744,san_francisco_bbq,4154318956,thai
584_valencia_st,san_francisco,745,slanted_door,4158618032,vietnamese
1517_polk_st,san_francisco,746,swan_oyster_depot,4156731101,seafood
400_waller_st,san_francisco,747,thep_phanom,4154312526,thai
3108_16th_st,san_francisco,748,ti_couz,4152527373,french
1870_fillmore_st,san_francisco,749,trio_cafe,4155632248,american
8_sixth_st,san_francisco,750,tu_lan,4156260927,vietnamese
201_ivy_st,san_francisco,751,vicolo_pizzeria,4158632382,pizza
2141_polk_st,san_francisco,752,wahaka_oaxaca_mexican_grill,4157751055,mexican
435_s_la_cienega_blvd,los_angeles,0,arnie_morton_s_of_chicago,3102461501,steakhouses
12224_ventura_blvd,studio_city,1,art_s_deli,8187621221,delis
701_stone_canyon_rd,bel_air,2,belair_hotel,3104721211,californian
14016_ventura_blvd,sherman_oaks,3,cafe_bizou,8187883536,french_bistro
624_s_la_brea_ave,los_angeles,4,campanile,2139381447,californian
2709_main_st,santa_monica,5,chinois_on_main,3103929025,pacific_new_wave
6703_melrose_ave,los_angeles,6,citrus,2138570034,californian
8358_sunset_blvd,w_hollywood,7,fenix_at_the_argyle,2138486677,french_new
23725_w_malibu_rd,malibu,8,granita,3104560488,californian
9560_dayton_way,beverly_hills,9,grill_the,3102760615,american_traditional
1972_hillhurst_ave,los_feliz,10,katsu,2136651891,japanese
