beer_name,brew_factory_name,style,abv
roo_s_red_ale,903_brewers,american_amber_red_ale,6.9
namber_ale,nano_brew_cleveland,american_amber_red_ale,5.5
amber_ella,eight_degrees_brewing,american_amber_red_ale,6.8
ballistic_brewing_co_gorgon_red_ale,indian_wells_brewing_company,american_amber_red_ale,5.5
thunder_canyon_deep_canyon_amber_ale,thunder_canyon_brewery,american_amber_red_ale,4.8
habanero_smoked_ale,alligator_brewing_company,american_amber_red_ale,5.0
raging_rhino_red,mc_kenzie_brewing_company,american_amber_red_ale,5.4
schoolhouse_honey_amber_ale,latitude_42_brewing_company,american_amber_red_ale,5.0
barrels_harbor_red_ale,barrel_harbor_brewing,american_amber_red_ale,5.2
eve_amber_ale,lonerider_brewing_company,american_amber_red_ale,4.2
raccoon_red_ale,rock_bottom_restaurant_brewery,american_amber_red_ale,5.9
julesnadder,n_gne_det_kompromissl_se_bryggeri_as,american_amber_red_ale,4.5
cane_fire_red,kauai_island_brewery_grill,american_amber_red_ale,6.3
brutopian_valhalla,brutopia_brewery,american_amber_red_ale,5.5
heavy_hitter,yalobusha_brewing_company,american_amber_red_ale,8.0
elektron,the_actual_brewing_co,american_amber_red_ale,6.3
north_coast_red_ale,seaside_brewing_company,american_amber_red_ale,6.7
buoy_nw_red_ale,buoy_beer_company,american_amber_red_ale,6.7
red_roadster,silver_peak_restaurant_brewery,american_amber_red_ale,8.0
big_horn_buttface_amber_ale,cb_potts,american_amber_red_ale,
american_bold_ale,vindication_brewing_co,american_amber_red_ale,7.2
stone_hammer_maple_red_ale,fm_brewery,american_amber_red_ale,5.0
otto_amber,empire_brewing_company,american_amber_red_ale,
high_west_barrels_aged_libertine,fulton_beer,american_amber_red_ale,8.5
red_carpet_ale,so_cal_beer_company,american_amber_red_ale,5.9
standing_stone_amber_ale,standing_stone_brewing_company,american_amber_red_ale,6.0
joker_amber,northwest_brewing_company,american_amber_red_ale,6.0
red_drum,cask_larder,american_amber_red_ale,5.4
native_son,lost_rhino_brewing_company,american_amber_red_ale,6.7
red_giant_ale,big_island_brewhaus_tako_taco_taqueria,american_amber_red_ale,6.5
knuckleball,happy_valley_brewing_company,american_amber_red_ale,5.1
fantapants,feral_brewing_co,american_amber_red_ale,7.4
wolf_rock,sharp_s_brewery,american_amber_red_ale,4.8
remington_red,bricktown_brewery,american_amber_red_ale,4.0
americ_ale,south_county_brewing_co,american_amber_red_ale,6.3
thistle_stop_amber,johansson_s_dining_house,american_amber_red_ale,5.3
thoroughbred_red,hops_grillhouse_brewery,american_amber_red_ale,5.1
502_amber,wichita_brewing_co_pizzeria_west,american_amber_red_ale,5.8
creeper_trail_amber_ale,wolf_hills_brewing_company,american_amber_red_ale,4.8
agate_pass_amber,hood_canal_brewing,american_amber_red_ale,
amber_s_hot_friend,skookum_brewery,american_amber_red_ale,
old_detroit_amber_ale,frankenmuth_brewery,american_amber_red_ale,5.6
2010_reserve_amber_ale,endeavour_beverages,american_amber_red_ale,5.2
table_42_red,hollister_brewing_co,american_amber_red_ale,5.4
4_brother_sibling_rivalry,sand_creek_brewing_company,american_amber_red_ale,4.7
rise_of_the_phoenix,minneapolis_town_hall_brewery,american_amber_red_ale,
red_water,crow_peak_brewing,american_amber_red_ale,6.5
penn_s_curse_amber,rock_bottom_restaurant_brewery,american_amber_red_ale,5.1
anniversary_ale_2014,minneapolis_town_hall_brewery,american_amber_red_ale,7.3
mosh_pit,acoustic_ales_brewing_experiment,american_amber_red_ale,6.7
crum,stony_creek_brewery,american_amber_red_ale,6.2
m_ri,lvisholt_bruggh_s,american_amber_red_ale,5.5
fat_tire,new_belgium_brewing,american_amber_red_ale,5.2
bdb_bi_g_bodyibu,birra_del_borgo,american_amber_red_ale,7.1
ale_mohnaty_shmel,moskovskaya_pivovarennaya_kompaniya,american_amber_red_ale,5.0
columbus_red,minneapolis_town_hall_brewery,american_amber_red_ale,5.5
dogcatcher,coda_brewing_co,american_amber_red_ale,5.5
naughty_redhead_imperial_red_ale,sick_n_twisted_brewing_co,american_amber_red_ale,8.0
blushing_beavers,belching_beaver_brewery,american_amber_red_ale,6.0
crimson_bombshell,indiana_city_brewing_company,american_amber_red_ale,8.9
yard_house_amber_ale,firestone_walker_brewing_co,american_amber_red_ale,
redside_india_red_ale,good_life_brewing_company_bier_hall,american_amber_red_ale,6.0
comet,wicked_weed_brewing,american_amber_red_ale,8.5
tasting_room_series_red_ipa,boulevard_brewing_co,american_amber_red_ale,5.8
reggae_red,slo_brewing_co,american_amber_red_ale,5.0
revolution,heritage_brewing_co,american_amber_red_ale,5.6
ragged_mountain_red_ale,flying_goose_brew_pub_grille,american_amber_red_ale,5.2
grimousse,le_grimoire,american_amber_red_ale,5.0
trainwreck_red,crooked_fence_brewing,american_amber_red_ale,6.0
decoy_red,wicked_weed_brewing,american_amber_red_ale,6.0
grizz,2_brothers_brewery,american_amber_red_ale,5.7
hammerhead_red_ale,brewsters_brewing_company_restaurant_oliver_square,american_amber_red_ale,5.0
grass_fed_red,cigar_city_brewing,american_amber_red_ale,6.0
super_jupiters_grapefruit_isa,howe_sound_inn_brewing_company,american_amber_red_ale,4.5
rio_chama_amber_ale,chama_river_brewing_company,american_amber_red_ale,5.0
boomers_s_canadian_red_ale,howe_sound_inn_brewing_company,american_amber_red_ale,5.0
gir_rallar_amber_ale,gir_bryggeri,american_amber_red_ale,4.7
india_red_delicious,deschutes_brewery,american_amber_red_ale,6.1
the_honeyed_one,high_hops_brewery,american_amber_red_ale,6.3
red_reuben,bison_brewing,american_amber_red_ale,7.0
boy_s_red,brick_house_brewery,american_amber_red_ale,5.5
highwayman_thrice_hopped_red_ale,the_portland_hotel_james_squire_brewhouse,american_amber_red_ale,
red_riser_ira,mc_menamins,american_amber_red_ale,7.1
monkey_head,triple_rock_brewery_alehouse,american_amber_red_ale,8.0
dells_chief_amber_ale,wisconsin_dells_brewing_co,american_amber_red_ale,5.0
double_down_imperial_red,wildcard_brewing,american_amber_red_ale,
rod_bender,3_daughters_brewing,american_amber_red_ale,5.9
motorman_reserve,red_car_brewery_and_restaurant,american_amber_red_ale,5.7
rumspringa_red_caboose_ale,rumspringa_brewing_company,american_amber_red_ale,5.4
farmhouse_red_ale,hall_brewing_co,american_amber_red_ale,4.0
jt_schmids_s_emil_s_amber_ale,jt_schmid_s_restaurant_brewery,american_amber_red_ale,5.2
hospitalitea,the_unknown_brewing_co,american_amber_red_ale,5.6
christmas_cranberry_ale,blue_gray_brewing_co,american_amber_red_ale,6.8
milly_s_tasha_s_red_tail_ale,milly_s_tavern_stark_brewing_company,american_amber_red_ale,4.8
hoppopotamus,iron_hill_brewery_restaurant,american_amber_red_ale,7.9
sanibel_red_island_ale,point_ybel_brewing_company,american_amber_red_ale,5.6
back_draft,tall_tales_brewing,american_amber_red_ale,5.5
fly_fisher_red,gore_range_brewery,american_amber_red_ale,5.5
nice_and_naughty_christmas_ale,naked_dove_brewing_company,american_amber_red_ale,
waves_of_grain,the_lab_lexington_avenue_brewery,american_amber_red_ale,5.5
bushwacker,prairie_fire_brewing_co,american_amber_red_ale,7.1
mac_kenzie_river_driftboat_amber,blackfoot_river_brewing_company,american_amber_red_ale,5.5
apparition_amber_ale,the_brewerie_at_union_station,american_amber_red_ale,
red_circle_ale,battlefield_brew_works,american_amber_red_ale,5.2
scratch_beer_176_2015_red_ale,tr_egs_brewing_company,american_amber_red_ale,6.4
rebel_red,big_dog_s_draft_house,american_amber_red_ale,5.6
red_duck_amber_ale,purrumbete_brewing_company_red_duck,american_amber_red_ale,4.8
big_rig_rideau_red,big_rig_brewery,american_amber_red_ale,5.2
quimera_amber_ale,casa_cervecera_quinta_normal_sa,american_amber_red_ale,5.7
aberrant_amber,people_s_brewing_company,american_amber_red_ale,5.5
chinook_chopper_ale,northwest_brewing_company,american_amber_red_ale,5.3
rooibos_red_ale_with_vanilla,dangerous_man_brewing,american_amber_red_ale,
oso_bueno,11_below_brewing,american_amber_red_ale,5.3
scratch_beer_200_2015_red_steam_common_ale,tr_egs_brewing_company,american_amber_red_ale,6.5
red_leader_rebel_red,pizza_port_solana_beach,american_amber_red_ale,
weed_amber_ale,the_weed_company,american_amber_red_ale,5.5
assawoman_amber,burley_oak_brewery,american_amber_red_ale,6.9
indian_red_head,catawba_brewing_co,american_amber_red_ale,5.0
1890_founder_s_ale,grayton_beer_company,american_amber_red_ale,6.1
the_libertine_heaven_hill_barrelaged,fulton_beer,american_amber_red_ale,8.5
mistress_jade_s_hemp_ale,sherwood_brewing_company,american_amber_red_ale,6.0
red_tape,fort_myers_brewing_company,american_amber_red_ale,5.2
cinnamon_girl,revolver_brewing,american_amber_red_ale,6.8
red_elephant,laurelwood_public_house_brewery,american_amber_red_ale,7.0
i_drink_therefore_i_amber,fairhope_brewing_company,american_amber_red_ale,5.9
battle_of_wil_s,revolution_brewing_company,american_amber_red_ale,5.3
firecat,seventh_son_brewing_co,american_amber_red_ale,9.4
back_street_rita_red_ale,back_street_brewery,american_amber_red_ale,
chill_clifton,exile_brewing_co,american_amber_red_ale,8.0
hoosac_tunnel_pale_ale,berkshire_brewing_company_inc,american_amber_red_ale,6.3
big_cedar_ira,backwoods_brewing_company,american_amber_red_ale,6.5
imperial_red_ryeot,la_cumbre_brewing_co,american_amber_red_ale,9.0
durham_red_dragon,county_durham_brewing_company,american_amber_red_ale,4.7
la_colborne,microbrasserie_le_naufrageur,american_amber_red_ale,5.0
cheer_beer,blue_mountain_brewery,american_amber_red_ale,6.5
olde_richmond_batch_no_9_red_ale,olde_richmond_beer_company,american_amber_red_ale,
red_rooster_ale,river_city_brewing_company,american_amber_red_ale,
rockets_city_red,straight_to_ale,american_amber_red_ale,5.0
ant_hill_red_ale,big_bear_mountain_brewery,american_amber_red_ale,5.5
scout_dog_44,veterans_united_craft_brewery,american_amber_red_ale,5.4
red_tao,black_lotus_brewery,american_amber_red_ale,5.5
rusted_butte_red_ale,out_of_bounds_brewing_company,american_amber_red_ale,5.8
paddle_wheeler,persimmon_hollow_brewing,american_amber_red_ale,5.6
sierra_amber_ale,silver_peak_restaurant_brewery,american_amber_red_ale,4.5
stowe_mountain_lodge_hourglass_ale,rock_art_brewery,american_amber_red_ale,6.0
roll_cage_red,motorworks_brewing,american_amber_red_ale,6.5
absolution_ale,church_brew_works,american_amber_red_ale,5.8
argilla_amber,argilla_brewing_co,american_amber_red_ale,5.0
top_sail,belmont_brewing_company,american_amber_red_ale,5.5
10_on_the_richter_scale,allentown_brew_works,american_amber_red_ale,10.4
victorville_red,cannonball_creek_brewing_company,american_amber_red_ale,
rj_king_wingwalker_winter_brew,world_brews,american_amber_red_ale,6.3
side_car,sierra_nevada_brewing_co,american_amber_red_ale,5.6
plucky_rooster_ale,plattsburgh_brewing_company,american_amber_red_ale,5.0
292_ale,lawson_s_finest_liquids,american_amber_red_ale,5.5
legend_of_the_bay_giant_s_tomb,hockley_valley_brewing_co,american_amber_red_ale,5.0
ambr_e_damour,golden_lion_brewing_company_pub_brasserie_le_lion_dor,american_amber_red_ale,4.8
rojo_mojo_red_ale,the_port_gastropub_sea_level_brewing_company,american_amber_red_ale,5.2
ride_your_bike_double_red_ale,oakshire_brewing,american_amber_red_ale,8.6
pancake_junkie,begyle_brewing_company,american_amber_red_ale,7.2
screening_room_red,naked_city_taphouse,american_amber_red_ale,7.0
ridgeback_red,block_15_brewery_restaurant,american_amber_red_ale,6.3
mosaic_ira,three_notch_d_brewing_company,american_amber_red_ale,8.2
boutefeu,microbrasserie_du_lacsaintjean,american_amber_red_ale,5.1
pretzel_city_amber,generations_brewing,american_amber_red_ale,5.1
kettle_valley_amber_ale,the_tin_whistle_brewing_company,american_amber_red_ale,5.0
wynwood_fox,wynwood_brewing_company,american_amber_red_ale,7.7
feight,8_th_wonder_brewery,american_amber_red_ale,5.2
rusted_rail_ale,old_rail_brewing_company,american_amber_red_ale,5.4
anthracite_ale,breaker_brewing_company,american_amber_red_ale,5.5
amber_falcons,minneapolis_town_hall_brewery,american_amber_red_ale,
paradox_red_ale,paradox_brewery,american_amber_red_ale,5.0
scarlet_fever,the_wild_beer_co,american_amber_red_ale,4.8
46_star_oklahoma_amber_ale,bricktown_brewery,american_amber_red_ale,
voodoo_dog,silver_moon_brewing,american_amber_red_ale,5.5
street_fight,angry_hank_s_microbrewery,american_amber_red_ale,6.5
pinchy,marshall_wharf_brewing_company_three_tides_restaurant,american_amber_red_ale,3.0
sixth_anniversary_imperial_red,freetail_brewing_company,american_amber_red_ale,6.6
reyes_adobe_imperial_red,ladyface_ale_companie,american_amber_red_ale,9.8
festivus_2014,minneapolis_town_hall_brewery,american_amber_red_ale,6.1
prototype_92915,foundation_brewing_company,american_amber_red_ale,6.3
cusque_a_red_lager,compania_cervecera_del_sur_del_peru_sa_cervesur,american_amber_red_ale,5.0
ole_59er_amber_ale,colorado_mountain_brewery,american_amber_red_ale,5.2
indian_red_ale,valley_brewing_company,american_amber_red_ale,6.5
righteously_hopped_red_ipa,mother_earth_brew_co,american_amber_red_ale,6.0
brewer_s_boot_amber_ale,bosque_brewing_co,american_amber_red_ale,5.8
grizzly_bear_red_ale,thirsty_bear_brewing_company,american_amber_red_ale,
bobcat_imperial_red,middleton_brewing,american_amber_red_ale,6.3
red_necktar,city_star_brewing_company,american_amber_red_ale,6.5
muzzle_flash,brass_cannon_brewing,american_amber_red_ale,
hook_island_red,the_five_points_brewing_company,american_amber_red_ale,6.0
hater,pizza_port_solana_beach,american_amber_red_ale,5.5
red_tail,beard_brau,american_amber_red_ale,5.1
ocho_reales,sierra_madre_brewing_co,american_amber_red_ale,5.0
american_sky_amber_salute,american_sky_brewing_co,american_amber_red_ale,5.4
arkansas_red_ale,core_brewing_distilling_co,american_amber_red_ale,5.2
too_sticky_to_roll,burnside_brewing_co,american_amber_red_ale,6.2
duff_s_microbrew,cb_craft_brewers,american_amber_red_ale,4.5
angry_peaches,garage_project,american_amber_red_ale,6.8
red_von_boorien,elliott_bay_brewing_co,american_amber_red_ale,
woodenhead_ale,river_city_brewing_company,american_amber_red_ale,6.7
no_03_amber_ale,gella_s_diner_lb_brewing_co,american_amber_red_ale,5.0
uncle_billy_s_organic_amber,uncle_billy_s_brew_que,american_amber_red_ale,5.1
birra_moretti_red_ale,birra_moretti_heineken,american_amber_red_ale,
sunset_red,sarasota_brewing_company,american_amber_red_ale,7.0
rubbish_oat_amber_ale,lyn_lake_brewery,american_amber_red_ale,
j_paul_s_1889_amber_ale,old_dominion_brewing_company,american_amber_red_ale,4.7
anacortes_red_ale,anacortes_brewery_rockfish_grill,american_amber_red_ale,4.2
rockets_s_red_ale,liberty_steakhouse_brewery,american_amber_red_ale,6.0
red_collar,indiana_city_brewing_company,american_amber_red_ale,8.0
mc_swaggers_s,crooked_can_brewing_company,american_amber_red_ale,6.0
dragonmead_crooked_door_amber_ale,dragonmead_microbrewery,american_amber_red_ale,5.0
reggie_s_french_river_red,lily_s_seafood_bc,american_amber_red_ale,5.8
red_table,monkish_brewing_co,american_amber_red_ale,5.6
almogver_cervesa_artesanal,cerveses_almogver,american_amber_red_ale,4.5
el_paisano,barley_forge_brewing_co,american_amber_red_ale,5.7
lonesome_boatman_ale,outer_light_brewing_company,american_amber_red_ale,5.2
alpine_amber_ale,the_brewery_at_lake_tahoe,american_amber_red_ale,
quills_karoo_red,porcupine_quill_micro_brewery_and_deli,american_amber_red_ale,5.5
cuvee_rouge_2015_bottle_vintage,marble_brewery,american_amber_red_ale,7.4
agave_amber_ale,thump_keg_brewing_co,american_amber_red_ale,5.8
red_planet,draught_house_pub_brewery,american_amber_red_ale,4.8
columbus_kashmir,columbus_brewing_company,american_amber_red_ale,5.5
reel_amber,port_townsend_brewing_company,american_amber_red_ale,5.2
dansk_amber_ale,solvang_brewing_company,american_amber_red_ale,
bca,abandon_brewing_co,american_amber_red_ale,5.5
alamosa_amber,san_luis_valley_brewing_company,american_amber_red_ale,4.7
east_coast_amber_ale,war_horse_brewing_company,american_amber_red_ale,5.3
rusted_route_amber_ale,roundabout_brewery,american_amber_red_ale,5.1
big_rye_wibby,iron_hill_brewery_restaurant,american_amber_red_ale,7.5
vigilante,4_hands_brewing_co,american_amber_red_ale,5.0
iron_mike_s_amber_ale,jacob_leinenkugel_brewing_company,american_amber_red_ale,
fire_dragon,hollister_brewing_co,american_amber_red_ale,7.4
house_dressing,hamburg_brewing_company,american_amber_red_ale,
green_man_the_blood_of_my_enemies,green_man_brewery,american_amber_red_ale,7.0
maple_ale,lefty_s_brewing_company,american_amber_red_ale,5.0
rat_beach_red_ale,redondo_beach_brewing,american_amber_red_ale,8.2
h_ffner_hopfenstopfer_dark_red_temptation,hotelgasthof_h_ffner_br_u,american_amber_red_ale,5.0
lake_missoula_amber,kettle_house_brewing_co,american_amber_red_ale,9.0
two_redeye_ales,tampa_bay_brewing_co,american_amber_red_ale,5.5
island_ale,jacob_leinenkugel_brewing_company,american_amber_red_ale,8.5
hudawa_strong,yeastie_boys,american_amber_red_ale,5.0
red_barn_amber_ale,blue_tractor_bbq_brewery,american_amber_red_ale,6.8
jananna_dance_red_headed_ale,haymarket_pub_brewery,american_amber_red_ale,
independence_rood,independence_brewing_co,american_amber_red_ale,5.5
equinox_extra_xpa,lawson_s_finest_liquids,american_amber_red_ale,
woodcock_brother_amber,woodcock_brothers_brewing_company,american_amber_red_ale,7.5
little_red_corvette,blind_tiger_brewery_restaurant,american_amber_red_ale,
the_former_tenant,modus_operandi_brewing_co,american_amber_red_ale,
south_ridge_amber_ale,crystal_springs_brewing_company,american_amber_red_ale,
glasstown_founders_ale,glasstown_brewing_co,american_amber_red_ale,7.3
apex_amber,mountain_toad_brewing,american_amber_red_ale,7.0
da_do_bier_red_ale,cervejaria_da_do_bier,american_amber_red_ale,6.6
simple_ale,epic_ales,american_amber_red_ale,
tail_waggin_amber_ale,downtown_joe_s_american_bar_and_grill,american_amber_red_ale,6.0
big_red_norm,denizens_brewing_co,american_amber_red_ale,
southern_delight,coastal_empire_beer_co,american_amber_red_ale,7.6
caldera_big_island_red_sea,caldera_brewing_company,american_amber_red_ale,5.2
big_tall_2,blue_pants_brewery,american_amber_red_ale,8.8
twobit_amber,roosters_brewing_company_and_restaurant,american_amber_red_ale,9.0
sedation,institution_ale_company,american_amber_red_ale,4.0
trout_town_rainbow_red_ale,roscoe_beer_co,american_amber_red_ale,4.0
get_to_the_choppa,the_beer_d_brewing_co,american_amber_red_ale,7.5
snake_eye_canyon_red_ale,great_baraboo_brewing_company,american_amber_red_ale,9.1
european_street_cafe_lamp_post_ale,bold_city_brewery,american_amber_red_ale,5.2
red_galaxy,aeronaut_brewing_company,american_amber_red_ale,
ring_side_red,boxing_cat_brewery,american_amber_red_ale,6.7
jacked_up_red,omaha_jack_s_grillhouse_brewery,american_amber_red_ale,5.2
north_star_amber_ale,rock_bottom_restaurant_brewery,american_amber_red_ale,8.0
basil,beaver_brewing_company,american_amber_red_ale,5.0
insane_mane_red_ale,white_lion_brewing_company,american_amber_red_ale,5.1
velvet_amber,district_chop_house_brewery,american_amber_red_ale,
mint_julep,wicked_weed_brewing,american_amber_red_ale,5.4
henry_hudson_s_bale_house_ale,big_rock_brewery,american_amber_red_ale,9.7
angel_s_perch_amber,sockeye_grill_brewery,american_amber_red_ale,5.0
give_em_hell,double_barley_brewing,american_amber_red_ale,4.5
blazing_amber,old_schoolhouse_brewery,american_amber_red_ale,10.4
journeymen,al_s_of_hampden_pizza_boy_brewing,american_amber_red_ale,6.8
devil_s_backbone,kinnegar_brewing_company,american_amber_red_ale,4.5
belgian_amber,starkey_s_lookout,american_amber_red_ale,4.9
round_barn_red,kingdom_brewing,american_amber_red_ale,
orion_s_quest_red_ale,kassik_s_kenai_brew_stop,american_amber_red_ale,6.8
bill_ted_s_excellent_amber,lynnwood_grill_brewing_concern,american_amber_red_ale,5.0
lakewood_danimal,lakewood_brewing_company,american_amber_red_ale,6.5
running_light_red,fair_winds_brewing_company,american_amber_red_ale,6.0
manzanita_red,prescott_brewing_company,american_amber_red_ale,5.1
ranch_dog_red,tahoe_mountain_brewing_co,american_amber_red_ale,7.0
high_trail_honey_ale,vancouver_island_brewery,american_amber_red_ale,5.0
redioactive,bottle_logic_brewing,american_amber_red_ale,6.0
shogun_soba,books_brews,american_amber_red_ale,5.1
old_madrone,island_hoppin_brewery,american_amber_red_ale,8.5
brewmasters_s_reserve_imperial_red_ale,bj_s_chicago_pizza_brewery_inc,american_amber_red_ale,9.2
mega_blazing_world,modern_times_beer,american_amber_red_ale,8.5
big_horn,sequoia_brewing_company,american_amber_red_ale,7.2
squatters_respect_your_mother_organic_amber_ale,utah_brewers_cooperative,american_amber_red_ale,4.0
smoke_oats,spoonwood_brewing_company,american_amber_red_ale,5.3
slap_happy,bog_iron_brewing,american_amber_red_ale,5.8
main_stage_amber_ale,612_brew,american_amber_red_ale,4.5
dread_double_red_ale,bullfrog_brewery,american_amber_red_ale,7.8
hazelnut_harvest,rustic_road_brewing_company,american_amber_red_ale,5.7
batch_800_pbj_amber_ale,swamp_head_brewery,american_amber_red_ale,5.5
chatoe_rogue_oregasmic_ale,rogue_ales,american_amber_red_ale,5.0
crystal_red,amnesia_brewing,american_amber_red_ale,5.2
turnaround_red,twelve_bar_brews,american_amber_red_ale,5.7
wicked_tea_party,wicked_weed_brewing,american_amber_red_ale,4.8
red_sunshine,ocean_avenue_brewery,american_amber_red_ale,
sigtuna_r_d_p_sk,sigtuna_brygghus,american_amber_red_ale,6.2
red_line_ale,hellbender_brewing_company,american_amber_red_ale,6.0
mighty_red,fargo_brewing_company,american_amber_red_ale,7.3
hangmans,ocelot_brewing_company,american_amber_red_ale,9.8
emily_s_ember,seven_brides_brewing,american_amber_red_ale,4.5
reds_rye,hiwire_brewing,american_amber_red_ale,6.0
hop_whompus,bagby_beer_company,american_amber_red_ale,9.5
hopkowski,iron_hill_brewery_restaurant,american_amber_red_ale,10.0
reflector,crank_arm_brewing,american_amber_red_ale,5.3
banks_amber_ale,banks_barbados_breweries_limited,american_amber_red_ale,5.0
glutenberg_8,brasseurs_sans_gluten,american_amber_red_ale,5.0
manheim_red,jo_boy_s_brew_pub,american_amber_red_ale,5.5
double_dee,black_star_coop_pub_brewery,american_amber_red_ale,6.0
firestorm_red,three_creeks_brewing_co,american_amber_red_ale,5.8
all_american_red_ale,centennial_beer_co,american_amber_red_ale,5.0
dougie_style_amber,il_vicino_brewery_canteen,american_amber_red_ale,
red_duck_hoppy_amber,purrumbete_brewing_company_red_duck,american_amber_red_ale,5.6
roil_red,imperial_oak_brewing,american_amber_red_ale,6.2
black_forest_grateful_red,black_forest_brew_haus_grill,american_amber_red_ale,5.0
extra_hoppy_ale,australian_hotel_brewery,american_amber_red_ale,5.8
timberwolf_bourbonoaked_red,wolf_creek_brewing,american_amber_red_ale,7.0
red_cedar_ale,northwoods_brewpub_and_grill,american_amber_red_ale,
s_t_eriks_amber_ale,galatea_spirits,american_amber_red_ale,4.5
mountain_hawk_red_ale,wolf_creek_brewing,american_amber_red_ale,8.7
hyper_combo_red_rye_ipa,dead_frog_brewing,american_amber_red_ale,8.0
bourbon_barrels_aged_horus_imperial_red,elevator_brewery_draught_haus,american_amber_red_ale,12.0
bulleit_bourbon_barrels_aged_knight,oskar_blues_grill_brew,american_amber_red_ale,8.7
declaration_ale,american_honor_beer_company,american_amber_red_ale,5.4
dragon_red_ale,bilbo_s_pizza,american_amber_red_ale,4.8
phat_matt_s_red,phat_matt_s_brewing_co,american_amber_red_ale,6.5
sacrilicious_ale,seabright_brewery,american_amber_red_ale,6.8
stepchild_red_ale,third_street_aleworks,american_amber_red_ale,5.6
petal_to_the_metal,black_sky_brewery,american_amber_red_ale,4.4
red_dragon_imperial_red_ale,dead_frog_brewing,american_amber_red_ale,8.0
the_boxer_india_red_ale,low_down_brewery_kitchen,american_amber_red_ale,7.0
atalaya_amber,blue_corn_brewery,american_amber_red_ale,5.6
daisy_ale,fitger_s_brewhouse,american_amber_red_ale,
sleeping_lion_red,council_rock_brewery,american_amber_red_ale,5.5
kootenay_true_ale,columbia_brewery,american_amber_red_ale,5.0
burning_sun_red,gonzo_s_biggdogg_brewing,american_amber_red_ale,5.0
river_rat_amber_ale,main_st_grille_brewing_company,american_amber_red_ale,5.2
coffee_amber,fortnight_brewing_company,american_amber_red_ale,5.5
cardiff_chronic,pizza_port_solana_beach,american_amber_red_ale,
cardinal_sin,absolution_brewing_company,american_amber_red_ale,6.1
crater_lake_amber_ale,klamath_basin_brewing_co_the_creamery_brew_pub_and_grill,american_amber_red_ale,6.0
brickhouse,two_deep_brewing_co,american_amber_red_ale,5.0
barleys_s_red_molly_imp,smokehouse_brewing_co,american_amber_red_ale,7.8
honey_ale,feather_river_brewing_co,american_amber_red_ale,
indie_ale,birrificio_indipendente_elav,american_amber_red_ale,5.5
santa_rosa_red,anacapa_brewing_company,american_amber_red_ale,6.2
irreverent,warped_wing_brewing_company,american_amber_red_ale,6.3
cold_drip_city,spoonwood_brewing_company,american_amber_red_ale,5.8
maintop_mountain_ale,brothers_craft_brewing,american_amber_red_ale,5.0
lolmaia_la_9,birrificio_lolmaia,american_amber_red_ale,6.5
pisgah_red_ale,pisgah_brewing_co,american_amber_red_ale,
cardinal_red,lumber_barons_brewery,american_amber_red_ale,5.2
san_marcos_red_amber_ale,san_marcos_brewery_grill,american_amber_red_ale,5.9
business_casual,the_brew_gentlemen_beer_co,american_amber_red_ale,8.4
big_red_ale,red_car_brewery_and_restaurant,american_amber_red_ale,5.7
olmsted_amber,park_tavern,american_amber_red_ale,
toronado_red,alpine_beer_company,american_amber_red_ale,
dham_brousse,les_brasseurs_du_hameau,american_amber_red_ale,5.5
king_crimson,church_brew_works,american_amber_red_ale,7.0
small_victories,revelry_brewing_co,american_amber_red_ale,7.7
roble_d,claremont_craft_ales,american_amber_red_ale,6.5
cherrywood,taft_s_ale_house,american_amber_red_ale,5.6
topless_amber,lookout_brewing_co,american_amber_red_ale,4.5
northern_lights_amber,broken_tooth_brewing,american_amber_red_ale,4.7
keep_on_truckin_red_ipa,brew_cult,american_amber_red_ale,5.8
iwcb_unite,cigar_city_brewing,american_amber_red_ale,6.2
brousse,microbrasserie_la_chouape,american_amber_red_ale,5.0
the_huntsman,barley_mow_brewing_company,american_amber_red_ale,7.0
stallhagen_us_red_ale,stallhagens_bryggeri_ab,american_amber_red_ale,6.0
amiti,brouwerij_de_dochter_van_de_korenaar,american_amber_red_ale,7.0
charles_henri_ale_ambr,brasserie_les_2_fr_res,american_amber_red_ale,6.2
coastal_edge_chopper,assawoman_bay_brewing_company,american_amber_red_ale,6.0
red_eye_rye,cascade_brewing_raccoon_lodge_brewpub,american_amber_red_ale,4.7
rav_l,angry_erik_brewing,american_amber_red_ale,6.0
liquid_monstrous,siren_craft_brew,american_amber_red_ale,8.2
fat_back_amber,cool_springs_brewery,american_amber_red_ale,5.3
pumphouse_chopper,gilgamesh_brewing,american_amber_red_ale,4.5
red_trolley_ale,karl_strauss_brewing_company,american_amber_red_ale,5.6
broken_red_ale,broken_bow_brewery,american_amber_red_ale,5.0
railslide_red,breakwater_brewing,american_amber_red_ale,5.7
oktoberfest,lagerheads_smokehouse_brewing_co,american_amber_red_ale,6.1
blue_whale_ale,pacific_coast_brewing_company,american_amber_red_ale,7.1
crackofnoon,the_beer_d_brewing_co,american_amber_red_ale,5.9
asquam_amber_ale,squam_brewing,american_amber_red_ale,5.0
blood_on_the_blade_red_ipa,backpocket_brewing,american_amber_red_ale,7.0
stump_splitter,six_corners_brew_works,american_amber_red_ale,5.9
peliroja,baja_brewing_company,american_amber_red_ale,5.5
scottish_red,monterey_coast_brewing,american_amber_red_ale,
vulcan_ale,cannery_brewing_company,american_amber_red_ale,6.0
